col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 200th District - Democrat,,,All
,Dwight Evans,Chaka Fattah,Dan Muroff,Brian Anthony Gordon,Chris Rabb,Tonyelle Cook Artis,Bobby Curry,All
Dwight Evans,"1,154",0,0,0,"4,098","5,676",963,All
Chaka Fattah,,560,0,0,"2,078","1,944",864,All
Dan Muroff,,,293,0,"2,978",454,147,All
Brian Anthony Gordon,,,,172,674,322,521,All
Chris Rabb,,,,,214,0,0,All
Tonyelle Cook Artis,,,,,,173,0,All
Bobby Curry,,,,,,,82,All
Total,"11,891","5,446","3,872","1,689","10,042","8,569","2,577",All
