col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 184th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,William F Keller,Yasmeen Kaboud,Lou Agre,Carol Rose Fleischman,Sherrie Cohen,Margaret Lenzi,Ariana Flores Gordon,Tonya Diane Bah,William Leopold,Gwen Snyder,Waleed Shahid,Hamdi Soysal,Cindy Bass,Malcolm Kenyatta,Jerry T Jordan,Katherine J Gilmore,Mark Aronchick,Mary Jo Daley,Vincent Hughes,Joe Foster,Heather A Steinmiller,Ken Washington,Michelle W Singer,Blondell Reynolds Brown,Nicole Allen White,All
William F Keller,17,101,97,95,92,93,91,93,92,89,87,88,63,54,55,52,50,45,46,45,45,45,45,43,38,All
Yasmeen Kaboud,,3,116,114,116,112,113,111,111,109,108,104,8,8,11,10,7,4,4,6,2,4,4,5,5,All
Lou Agre,,,1,117,115,115,114,113,113,114,112,109,13,11,15,12,10,5,7,10,7,8,8,9,10,All
Carol Rose Fleischman,,,,0,118,115,116,113,112,113,112,109,9,8,11,10,10,6,7,9,7,8,7,7,9,All
Sherrie Cohen,,,,,1,116,117,114,116,114,113,109,8,6,10,9,9,5,5,7,4,5,5,5,6,All
Margaret Lenzi,,,,,,0,116,117,117,113,111,108,11,8,13,9,10,4,7,10,6,7,6,8,9,All
Ariana Flores Gordon,,,,,,,0,114,114,110,109,108,8,6,10,8,9,5,5,8,4,5,5,6,7,All
Tonya Diane Bah,,,,,,,,0,115,111,110,109,10,8,12,9,9,4,5,8,5,6,6,8,9,All
William Leopold,,,,,,,,,0,111,110,107,10,8,12,8,11,4,6,8,4,6,5,6,6,All
Gwen Snyder,,,,,,,,,,0,110,107,10,8,13,10,9,4,6,8,6,7,7,7,9,All
Waleed Shahid,,,,,,,,,,,0,106,6,8,11,8,7,3,6,7,5,5,3,6,8,All
Hamdi Soysal,,,,,,,,,,,,0,7,6,9,6,5,3,4,7,4,5,4,6,7,All
Cindy Bass,,,,,,,,,,,,,6,56,54,56,51,51,48,45,48,47,47,44,39,All
Malcolm Kenyatta,,,,,,,,,,,,,,1,54,53,49,49,47,44,44,47,46,43,37,All
Jerry T Jordan,,,,,,,,,,,,,,,0,51,49,46,45,46,45,45,45,39,36,All
Katherine J Gilmore,,,,,,,,,,,,,,,,0,48,50,45,44,45,45,46,41,42,All
Mark Aronchick,,,,,,,,,,,,,,,,,0,48,48,45,45,44,45,42,37,All
Mary Jo Daley,,,,,,,,,,,,,,,,,,0,45,43,45,45,47,40,36,All
Vincent Hughes,,,,,,,,,,,,,,,,,,,0,46,46,46,42,41,36,All
Joe Foster,,,,,,,,,,,,,,,,,,,,0,43,44,42,39,39,All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,0,44,43,40,37,All
Ken Washington,,,,,,,,,,,,,,,,,,,,,,0,44,39,35,All
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,,0,39,37,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,0,36,All
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,188,135,129,127,125,124,122,121,121,120,118,116,78,64,63,62,58,54,53,52,51,51,51,48,45,All
,Representative In The General Assembly 184th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,14
,William F Keller,Carol Rose Fleischman,Gwen Snyder,Lou Agre,Sherrie Cohen,Hamdi Soysal,Margaret Lenzi,Tonya Diane Bah,William Leopold,Yasmeen Kaboud,Ariana Flores Gordon,Cindy Bass,Waleed Shahid,Mark Aronchick,Jerry T Jordan,Heather A Steinmiller,Malcolm Kenyatta,Katherine J Gilmore,Vincent Hughes,Joe Foster,Ken Washington,Mary Jo Daley,Michelle W Singer,Blondell Reynolds Brown,Nicole Allen White,14
William F Keller,7,30,30,31,29,30,30,31,30,27,27,32,27,25,26,24,23,23,23,22,22,20,21,19,15,14
Carol Rose Fleischman,,0,38,38,40,38,38,37,39,36,38,5,36,6,5,4,3,3,4,5,4,3,3,2,3,14
Gwen Snyder,,,0,39,39,39,40,39,40,36,36,5,37,4,5,3,3,2,3,4,3,0,2,2,3,14
Lou Agre,,,,0,38,38,39,38,39,36,36,5,37,4,5,3,3,2,3,4,3,0,2,2,3,14
Sherrie Cohen,,,,,1,39,39,38,40,36,38,3,37,4,3,2,1,1,2,3,2,1,1,0,1,14
Hamdi Soysal,,,,,,0,39,39,39,36,37,3,38,2,3,2,2,1,2,3,1,0,0,1,2,14
Margaret Lenzi,,,,,,,0,39,40,35,36,5,37,4,5,3,3,2,3,4,3,0,2,2,3,14
Tonya Diane Bah,,,,,,,,0,39,35,36,5,37,4,5,3,4,3,3,4,3,1,2,3,4,14
William Leopold,,,,,,,,,0,36,37,4,37,4,4,2,2,2,2,3,3,0,2,1,2,14
Yasmeen Kaboud,,,,,,,,,,1,35,1,35,2,2,0,1,0,1,2,1,0,0,0,0,14
Ariana Flores Gordon,,,,,,,,,,,0,2,35,3,2,1,1,1,1,2,1,1,0,0,1,14
Cindy Bass,,,,,,,,,,,,1,2,28,27,28,27,28,27,25,26,25,25,23,20,14
Waleed Shahid,,,,,,,,,,,,,0,2,3,2,2,1,2,3,1,0,0,1,2,14
Mark Aronchick,,,,,,,,,,,,,,0,27,26,26,25,26,25,26,26,25,22,18,14
Jerry T Jordan,,,,,,,,,,,,,,,0,25,26,24,25,24,24,23,23,21,17,14
Heather A Steinmiller,,,,,,,,,,,,,,,,0,25,25,27,25,25,25,24,22,19,14
Malcolm Kenyatta,,,,,,,,,,,,,,,,,1,25,25,24,25,24,24,23,19,14
Katherine J Gilmore,,,,,,,,,,,,,,,,,,0,24,22,24,24,23,21,19,14
Vincent Hughes,,,,,,,,,,,,,,,,,,,0,26,26,25,24,22,18,14
Joe Foster,,,,,,,,,,,,,,,,,,,,0,25,23,23,21,18,14
Ken Washington,,,,,,,,,,,,,,,,,,,,,0,24,25,22,18,14
Mary Jo Daley,,,,,,,,,,,,,,,,,,,,,,0,23,21,17,14
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,,0,22,17,14
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,0,18,14
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,,,,,0,14
Total,72,42,42,42,42,41,41,41,41,40,38,38,38,31,30,29,29,28,28,27,27,26,25,23,20,14
,Representative In The General Assembly 184th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,20
,William F Keller,Yasmeen Kaboud,Lou Agre,Carol Rose Fleischman,Ariana Flores Gordon,Margaret Lenzi,Sherrie Cohen,Tonya Diane Bah,Waleed Shahid,William Leopold,Gwen Snyder,Hamdi Soysal,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Mary Jo Daley,Mark Aronchick,Michelle W Singer,Blondell Reynolds Brown,Joe Foster,Nicole Allen White,Vincent Hughes,Ken Washington,Heather A Steinmiller,20
William F Keller,10,74,66,65,64,63,63,62,60,62,59,58,31,31,29,29,25,25,24,24,23,23,23,23,21,20
Yasmeen Kaboud,,2,80,78,78,77,80,76,73,75,73,68,7,7,10,9,4,5,4,5,4,5,3,3,2,20
Lou Agre,,,1,79,78,76,77,75,75,74,75,71,8,8,10,10,5,6,6,7,6,7,4,5,4,20
Carol Rose Fleischman,,,,0,78,77,78,76,76,73,75,71,4,5,7,6,3,4,4,5,4,6,3,4,3,20
Ariana Flores Gordon,,,,,0,80,79,78,74,77,74,71,6,5,7,8,4,6,5,6,6,6,4,4,3,20
Margaret Lenzi,,,,,,0,77,78,74,77,73,69,6,5,7,8,4,6,4,6,6,6,4,4,3,20
Sherrie Cohen,,,,,,,0,76,76,76,75,70,5,5,8,7,4,5,4,5,4,5,3,3,2,20
Tonya Diane Bah,,,,,,,,0,73,76,72,70,5,4,6,7,3,5,4,5,4,5,2,3,2,20
Waleed Shahid,,,,,,,,,0,73,73,68,4,6,7,8,3,5,3,5,4,6,4,4,3,20
William Leopold,,,,,,,,,,0,71,68,6,6,6,8,4,7,3,5,5,4,4,3,2,20
