col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Senator In The General Assembly 7th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Vincent Hughes,Lou Agre,Yasmeen Kaboud,Cindy Bass,Sherrie Cohen,Gwen Snyder,Margaret Lenzi,Ariana Flores Gordon,Carol Rose Fleischman,William Leopold,Hamdi Soysal,Katherine J Gilmore,Waleed Shahid,Tonya Diane Bah,Jerry T Jordan,Malcolm Kenyatta,Mary Jo Daley,Ken Washington,Vincent Hughes,Mark Aronchick,Nicole Allen White,Joe Foster,Michelle W Singer,Blondell Reynolds Brown,Heather A Steinmiller,All
Vincent Hughes,227,"2,403","1,960","2,039","1,862","1,875","1,825","1,814","1,776","1,772","1,680","1,770","1,660","1,655","1,738","1,716","1,682","1,657","1,657","1,514","1,501","1,503","1,456","1,455","1,411",All
Lou Agre,,66,"2,011",511,"1,963","1,981","1,913","1,926","1,924","1,910","1,857",422,"1,802","1,811",505,468,426,458,453,348,351,428,298,343,281,All
Yasmeen Kaboud,,,17,371,"1,868","1,836","1,763","1,881","1,853","1,813","1,814",350,"1,752","1,756",384,379,259,295,257,245,219,274,214,169,187,All
Cindy Bass,,,,36,337,327,323,312,292,298,252,"1,745",234,223,"1,681","1,655","1,637","1,537","1,492","1,507","1,421","1,369","1,452","1,377","1,429",All
Sherrie Cohen,,,,,2,"1,890","1,826","1,900","1,913","1,891","1,838",315,"1,775","1,803",358,319,280,282,272,250,227,269,229,190,197,All
Gwen Snyder,,,,,,0,"1,879","1,850","1,852","1,862","1,787",305,"1,769","1,776",340,328,272,357,339,243,237,333,241,249,205,All
Margaret Lenzi,,,,,,,1,"1,795","1,769","1,840","1,727",283,"1,754","1,753",332,308,274,350,347,238,273,358,249,273,213,All
Ariana Flores Gordon,,,,,,,,3,"1,888","1,835","1,825",276,"1,759","1,772",320,301,240,275,245,222,213,256,182,162,171,All
Carol Rose Fleischman,,,,,,,,,2,"1,831","1,814",265,"1,742","1,761",306,274,219,238,224,199,184,226,185,147,156,All
William Leopold,,,,,,,,,,0,"1,809",254,"1,805","1,791",336,300,232,300,270,230,217,284,219,181,184,All
Hamdi Soysal,,,,,,,,,,,0,234,"1,737","1,737",293,272,205,237,194,192,171,211,162,128,138,All
