col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President Of The United States - Democrat,,,Representative In Congress 2nd District - Democrat,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,All
Hillary Clinton,455,0,0,"4,181","1,070",319,39,All
Bernie Sanders,,117,0,"1,379",536,119,18,All
Roque Rocky De La Fuente,,,0,3,1,2,0,All
Dwight Evans,,,,123,0,0,0,All
Chaka Fattah,,,,,18,0,0,All
Brian Anthony Gordon,,,,,,4,0,All
Dan Muroff,,,,,,,0,All
Total,"6,064","2,169",6,"5,686","1,625",444,57,All
,Representative In Congress 2nd District - Democrat,,,,President Of The United States - Democrat,,,1
,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,1
Dwight Evans,11,0,0,0,138,49,0,1
Chaka Fattah,,0,0,0,31,16,0,1
Brian Anthony Gordon,,,0,0,9,8,0,1
Dan Muroff,,,,0,2,0,0,1
Hillary Clinton,,,,,12,0,0,1
Bernie Sanders,,,,,,3,0,1
Roque Rocky De La Fuente,,,,,,,0,1
Total,198,47,17,2,192,76,0,1
,President Of The United States - Democrat,,,Representative In Congress 2nd District - Democrat,,,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,2
Hillary Clinton,31,0,0,167,43,15,2,2
Bernie Sanders,,13,0,62,25,7,0,2
Roque Rocky De La Fuente,,,0,0,0,0,0,2
Dwight Evans,,,,2,0,0,0,2
Chaka Fattah,,,,,1,0,0,2
Brian Anthony Gordon,,,,,,0,0,2
Dan Muroff,,,,,,,0,2
Total,258,107,0,231,69,22,2,2
,Representative In Congress 2nd District - Democrat,,,,President Of The United States - Democrat,,,3
,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,3
Dwight Evans,7,0,0,0,174,57,0,3
Chaka Fattah,,0,0,0,27,17,0,3
Brian Anthony Gordon,,,0,0,14,5,0,3
Dan Muroff,,,,0,3,0,0,3
Hillary Clinton,,,,,12,0,0,3
Bernie Sanders,,,,,,1,0,3
Roque Rocky De La Fuente,,,,,,,0,3
Total,238,44,19,3,230,80,0,3
,President Of The United States - Democrat,,,Representative In Congress 2nd District - Democrat,,,,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,4
Hillary Clinton,20,0,0,123,38,14,0,4
Bernie Sanders,,6,0,49,24,0,0,4
Roque Rocky De La Fuente,,,0,0,0,1,0,4
Dwight Evans,,,,4,0,0,0,4
Chaka Fattah,,,,,0,0,0,4
Brian Anthony Gordon,,,,,,1,0,4
Dan Muroff,,,,,,,0,4
Total,195,79,1,176,62,16,0,4
,President Of The United States - Democrat,,,Representative In Congress 2nd District - Democrat,,,,5
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,5
Hillary Clinton,16,0,0,144,45,10,2,5
Bernie Sanders,,4,0,44,20,5,1,5
Roque Rocky De La Fuente,,,0,0,0,0,0,5
Dwight Evans,,,,4,0,0,0,5
Chaka Fattah,,,,,0,0,0,5
Brian Anthony Gordon,,,,,,0,0,5
Dan Muroff,,,,,,,0,5
Total,217,74,0,192,65,15,3,5
,President Of The United States - Democrat,,,Representative In Congress 2nd District - Democrat,,,,6
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,6
Hillary Clinton,17,0,0,165,23,11,0,6
Bernie Sanders,,6,0,34,23,6,2,6
Roque Rocky De La Fuente,,,0,1,0,0,0,6
Dwight Evans,,,,4,0,0,0,6
Chaka Fattah,,,,,0,0,0,6
Brian Anthony Gordon,,,,,,0,0,6
Dan Muroff,,,,,,,0,6
Total,216,71,1,204,46,17,2,6
,President Of The United States - Democrat,,,Representative In Congress 2nd District - Democrat,,,,7
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,7
Hillary Clinton,18,0,0,125,43,16,0,7
Bernie Sanders,,3,0,49,19,8,0,7
Roque Rocky De La Fuente,,,0,0,0,0,0,7
Dwight Evans,,,,2,0,0,0,7
Chaka Fattah,,,,,0,0,0,7
Brian Anthony Gordon,,,,,,0,0,7
Dan Muroff,,,,,,,0,7
Total,202,79,0,176,62,24,0,7
,President Of The United States - Democrat,,,Representative In Congress 2nd District - Democrat,,,,8
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,8
Hillary Clinton,20,0,0,130,37,15,4,8
Bernie Sanders,,2,0,40,8,3,0,8
Roque Rocky De La Fuente,,,0,0,0,0,0,8
Dwight Evans,,,,2,0,0,0,8
