col_1,col_2,col_3,division
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,All
,Kevin J Boyle,Eugene A Depasquale,All
Kevin J Boyle,239,832,All
Eugene A Depasquale,,169,All
Total,"1,071","1,001",All
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,1
,Kevin J Boyle,Eugene A Depasquale,1
Kevin J Boyle,27,96,1
Eugene A Depasquale,,19,1
Total,123,115,1
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,3
,Kevin J Boyle,Eugene A Depasquale,3
Kevin J Boyle,11,70,3
Eugene A Depasquale,,4,3
Total,81,74,3
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,4
,Kevin J Boyle,Eugene A Depasquale,4
Kevin J Boyle,25,62,4
Eugene A Depasquale,,10,4
Total,87,72,4
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,8
,Kevin J Boyle,Eugene A Depasquale,8
Kevin J Boyle,43,156,8
Eugene A Depasquale,,19,8
Total,199,175,8
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,9
,Kevin J Boyle,Eugene A Depasquale,9
Kevin J Boyle,16,52,9
Eugene A Depasquale,,7,9
Total,68,59,9
,Auditor General - Democrat,Representative In The General Assembly 172nd District - Democrat,13
,Eugene A Depasquale,Kevin J Boyle,13
Eugene A Depasquale,18,58,13
Kevin J Boyle,,15,13
Total,76,73,13
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,14
,Kevin J Boyle,Eugene A Depasquale,14
Kevin J Boyle,19,52,14
Eugene A Depasquale,,11,14
Total,71,63,14
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,15
,Kevin J Boyle,Eugene A Depasquale,15
Kevin J Boyle,22,60,15
Eugene A Depasquale,,7,15
Total,82,67,15
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,32
,Kevin J Boyle,Eugene A Depasquale,32
Kevin J Boyle,20,50,32
Eugene A Depasquale,,9,32
Total,70,59,32
,Auditor General - Democrat,Representative In The General Assembly 172nd District - Democrat,33
,Eugene A Depasquale,Kevin J Boyle,33
Eugene A Depasquale,22,75,33
Kevin J Boyle,,14,33
Total,97,89,33
,Representative In The General Assembly 172nd District - Democrat,Auditor General - Democrat,34
,Kevin J Boyle,Eugene A Depasquale,34
Kevin J Boyle,18,61,34
Eugene A Depasquale,,15,34
Total,79,76,34
,Auditor General - Democrat,Representative In The General Assembly 172nd District - Democrat,40
,Eugene A Depasquale,Kevin J Boyle,40
Eugene A Depasquale,28,40,40
Kevin J Boyle,,9,40
Total,68,49,40
