col_1,col_2,col_3,division
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 172nd District - Democrat,All
,Brendan F Boyle,Kevin J Boyle,All
Brendan F Boyle,27,210,All
Kevin J Boyle,,23,All
Total,237,233,All
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 172nd District - Democrat,13
,Brendan F Boyle,Kevin J Boyle,13
Brendan F Boyle,13,112,13
Kevin J Boyle,,10,13
Total,125,122,13
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 172nd District - Democrat,14
,Brendan F Boyle,Kevin J Boyle,14
Brendan F Boyle,14,98,14
Kevin J Boyle,,13,14
Total,112,111,14
