col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,President Of The United States - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Morgan Cephas,Steven Jones,Jess Johnson,Edwin Santana,Lynwood W Savage,All
Hillary Clinton,459,0,0,"1,107",422,232,211,208,All
Bernie Sanders,,133,0,393,154,137,132,71,All
Roque Rocky De La Fuente,,,1,0,0,0,0,0,All
Morgan Cephas,,,,14,0,0,0,0,All
Steven Jones,,,,,2,0,0,0,All
Jess Johnson,,,,,,10,0,0,All
Edwin Santana,,,,,,,6,0,All
Lynwood W Savage,,,,,,,,7,All
Total,"2,639","1,020",1,"1,514",578,379,349,286,All
,President Of The United States - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,Lynwood W Savage,2
Hillary Clinton,57,0,0,85,42,22,22,19,2
Bernie Sanders,,16,0,23,9,11,9,6,2
Roque Rocky De La Fuente,,,0,0,0,0,0,0,2
Morgan Cephas,,,,1,0,0,0,0,2
Steven Jones,,,,,0,0,0,0,2
Edwin Santana,,,,,,1,0,0,2
Jess Johnson,,,,,,,1,0,2
Lynwood W Savage,,,,,,,,0,2
Total,247,74,0,109,51,34,32,25,2
,President Of The United States - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Morgan Cephas,Steven Jones,Jess Johnson,Edwin Santana,Lynwood W Savage,3
Hillary Clinton,53,0,0,76,27,22,14,13,3
Bernie Sanders,,15,0,26,13,8,13,5,3
Roque Rocky De La Fuente,,,0,0,0,0,0,0,3
Morgan Cephas,,,,2,0,0,0,0,3
Steven Jones,,,,,0,0,0,0,3
Jess Johnson,,,,,,1,0,0,3
Edwin Santana,,,,,,,0,0,3
Lynwood W Savage,,,,,,,,0,3
Total,205,80,0,104,40,31,27,18,3
,President Of The United States - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Morgan Cephas,Steven Jones,Jess Johnson,Lynwood W Savage,Edwin Santana,4
Hillary Clinton,20,0,0,49,27,10,10,4,4
Bernie Sanders,,10,0,26,15,10,6,7,4
Roque Rocky De La Fuente,,,0,0,0,0,0,0,4
Morgan Cephas,,,,1,0,0,0,0,4
Steven Jones,,,,,0,0,0,0,4
Jess Johnson,,,,,,0,0,0,4
Lynwood W Savage,,,,,,,0,0,4
Edwin Santana,,,,,,,,0,4
