col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Amanda Mcillmurray,Anne Wakabayashi,Jennifer Lentz,Ryan N Boyer,Maria Quinones Sanchez,Cathy Brady,Kat Richter,Angel Cruz,Katherine Hunter Snyder,Leanne Krueger Braneky,Jacob Adeniran,Ted Kirsch,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Thaddeus Kirkland,22,302,298,"1,000",253,874,828,823,779,782,198,758,189,790,180,708,587,459,224,222,All
H Douglass Brown,,16,"1,020",247,899,193,225,188,174,172,806,189,801,160,762,133,404,414,313,145,All
Peter Cutty,,,8,244,881,199,241,196,176,179,785,191,788,170,761,144,366,382,252,122,All
Blake Rutherford,,,,9,195,790,784,782,687,741,154,713,149,713,133,673,479,354,164,120,All
Amanda Mcillmurray,,,,,2,219,258,205,180,195,830,198,806,179,772,163,357,353,204,93,All
Anne Wakabayashi,,,,,,0,786,790,735,760,163,725,162,772,141,683,446,343,112,68,All
Jennifer Lentz,,,,,,,1,776,702,746,199,746,182,729,180,695,428,343,109,66,All
Ryan N Boyer,,,,,,,,0,693,745,158,713,155,717,142,684,431,337,105,66,All
Maria Quinones Sanchez,,,,,,,,,4,699,166,741,166,717,165,673,419,314,105,69,All
Cathy Brady,,,,,,,,,,0,136,722,143,726,117,684,428,313,97,63,All
Kat Richter,,,,,,,,,,,0,171,776,141,741,138,313,312,185,77,All
Angel Cruz,,,,,,,,,,,,1,181,705,167,695,413,308,97,62,All
Katherine Hunter Snyder,,,,,,,,,,,,,0,131,724,139,317,304,173,73,All
Leanne Krueger Braneky,,,,,,,,,,,,,,0,127,661,391,312,100,64,All
Jacob Adeniran,,,,,,,,,,,,,,,2,127,269,297,166,75,All
Ted Kirsch,,,,,,,,,,,,,,,,2,384,295,79,52,All
Katie Mcginty,,,,,,,,,,,,,,,,,192,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,116,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,45,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,34,All
Total,"1,569","1,353","1,190","1,177","1,054","1,000",981,972,951,930,924,913,907,899,849,836,"1,240","1,010",604,394,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Amanda Mcillmurray,Maria Quinones Sanchez,Kat Richter,Katherine Hunter Snyder,Ryan N Boyer,Cathy Brady,Jacob Adeniran,Jennifer Lentz,Ted Kirsch,Angel Cruz,Anne Wakabayashi,Leanne Krueger Braneky,Joe Sestak,John Fetterman,Katie Mcginty,Joseph J Vodvarka,1
Thaddeus Kirkland,0,16,37,15,13,25,12,9,28,25,11,25,25,22,24,20,19,16,11,9,1
H Douglass Brown,,1,13,34,31,10,26,26,12,8,25,7,7,6,8,8,19,13,9,7,1
Blake Rutherford,,,0,12,10,21,7,6,23,24,9,22,22,21,20,21,17,15,10,2,1
Peter Cutty,,,,0,29,8,27,25,9,7,25,6,6,6,4,6,15,9,8,5,1
Amanda Mcillmurray,,,,,0,8,28,26,11,10,27,9,7,5,6,9,18,5,7,2,1
Maria Quinones Sanchez,,,,,,0,10,10,22,19,8,17,24,22,19,19,18,8,6,1,1
Kat Richter,,,,,,,0,27,9,7,24,4,8,6,3,4,13,5,8,2,1
Katherine Hunter Snyder,,,,,,,,0,7,6,23,3,5,6,4,4,15,5,7,0,1
Ryan N Boyer,,,,,,,,,0,21,8,20,21,20,19,19,15,8,7,1,1
Cathy Brady,,,,,,,,,,0,5,23,22,19,21,20,15,6,9,0,1
Jacob Adeniran,,,,,,,,,,,0,4,6,6,2,5,14,6,3,2,1
Jennifer Lentz,,,,,,,,,,,,0,19,17,19,18,14,5,8,1,1
Ted Kirsch,,,,,,,,,,,,,0,19,18,18,14,6,7,1,1
Angel Cruz,,,,,,,,,,,,,,1,16,18,14,7,4,1,1
Anne Wakabayashi,,,,,,,,,,,,,,,0,22,14,6,6,1,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,,0,14,6,5,0,1
Joe Sestak,,,,,,,,,,,,,,,,,0,0,0,0,1
John Fetterman,,,,,,,,,,,,,,,,,,1,0,0,1
Katie Mcginty,,,,,,,,,,,,,,,,,,,4,0,1
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,0,1
Total,57,52,46,41,36,34,32,31,31,30,28,28,28,27,27,25,40,28,27,16,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,2
,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Maria Quinones Sanchez,Anne Wakabayashi,Kat Richter,Katherine Hunter Snyder,Blake Rutherford,Jacob Adeniran,Jennifer Lentz,Ryan N Boyer,Cathy Brady,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,2
Thaddeus Kirkland,1,11,13,8,38,43,9,9,38,8,30,33,30,30,27,28,26,25,13,14,2
H Douglass Brown,,1,53,44,12,12,41,41,11,35,11,7,12,7,9,5,16,20,21,10,2
Peter Cutty,,,0,43,13,13,40,40,13,35,15,8,12,8,11,5,18,16,21,6,2
Amanda Mcillmurray,,,,0,10,10,39,41,6,34,12,8,11,7,7,4,16,11,14,7,2
Maria Quinones Sanchez,,,,,0,38,14,14,27,13,29,25,28,30,30,25,21,15,10,3,2
Anne Wakabayashi,,,,,,0,10,12,32,9,30,30,31,29,29,26,20,13,10,4,2
Kat Richter,,,,,,,0,37,7,35,13,6,11,6,8,4,14,14,14,5,2
Katherine Hunter Snyder,,,,,,,,0,9,31,14,7,12,6,11,8,16,12,12,6,2
Blake Rutherford,,,,,,,,,1,5,30,30,27,20,26,26,17,13,9,5,2
Jacob Adeniran,,,,,,,,,,0,8,6,9,6,7,2,12,9,12,5,2
Jennifer Lentz,,,,,,,,,,,0,27,28,21,26,25,18,12,9,0,2
Ryan N Boyer,,,,,,,,,,,,0,27,20,22,22,17,9,7,5,2
Cathy Brady,,,,,,,,,,,,,0,20,26,24,18,8,6,3,2
Leanne Krueger Braneky,,,,,,,,,,,,,,0,18,21,13,9,10,1,2
Angel Cruz,,,,,,,,,,,,,,,0,25,19,8,4,1,2
Ted Kirsch,,,,,,,,,,,,,,,,0,17,7,4,1,2
Katie Mcginty,,,,,,,,,,,,,,,,,11,0,0,0,2
Joe Sestak,,,,,,,,,,,,,,,,,,4,0,0,2
John Fetterman,,,,,,,,,,,,,,,,,,,1,0,2
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,2,2
Total,80,70,63,50,50,48,48,47,46,40,40,39,36,35,33,30,56,48,39,28,2
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,3
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Maria Quinones Sanchez,Ryan N Boyer,Jennifer Lentz,Amanda Mcillmurray,Angel Cruz,Cathy Brady,Peter Cutty,Leanne Krueger Braneky,Kat Richter,Ted Kirsch,Katherine Hunter Snyder,Jacob Adeniran,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,3
Thaddeus Kirkland,0,53,16,42,37,42,41,16,37,39,15,34,10,31,8,7,24,16,10,15,3
Blake Rutherford,,0,13,41,33,40,39,14,34,35,12,33,9,29,7,6,18,13,11,7,3
H Douglass Brown,,,0,13,8,11,12,35,11,6,33,5,32,5,29,27,13,13,12,6,3
Anne Wakabayashi,,,,0,32,37,38,15,33,33,12,33,10,28,8,8,18,9,10,5,3
Maria Quinones Sanchez,,,,,1,33,32,9,36,33,7,32,6,30,6,6,18,6,8,7,3
Ryan N Boyer,,,,,,0,35,12,34,36,9,32,8,29,6,4,17,9,10,5,3
Jennifer Lentz,,,,,,,0,15,35,34,12,33,9,29,7,8,18,8,9,6,3
Amanda Mcillmurray,,,,,,,,0,12,7,30,7,32,5,28,26,16,11,9,5,3
Angel Cruz,,,,,,,,,0,34,8,32,9,31,8,7,15,5,9,8,3
