col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Carol Rose Fleischman,,,,,0,85,80,86,82,77,80,23,16,20,19,13,10,11,16,11,10,8,8,9,28,11,13,16,9,5,1
Hamdi Soysal,,,,,,0,82,87,86,80,87,20,16,20,15,12,10,12,14,13,10,10,8,10,28,13,13,15,7,5,1
Margaret Lenzi,,,,,,,0,84,82,80,82,23,18,19,19,16,15,12,18,17,17,12,11,13,30,12,12,16,6,5,1
Tonya Diane Bah,,,,,,,,0,87,83,83,21,15,18,16,12,10,10,14,14,10,9,7,10,25,13,13,18,7,5,1
Gwen Snyder,,,,,,,,,0,80,82,19,13,16,14,10,10,8,12,13,10,8,6,9,23,12,14,15,8,5,1
Waleed Shahid,,,,,,,,,,1,81,17,13,18,13,13,8,10,11,11,8,11,9,6,27,11,11,14,8,4,1
William Leopold,,,,,,,,,,,0,18,14,17,13,11,10,10,10,11,10,10,7,7,25,13,11,13,10,5,1
Cindy Bass,,,,,,,,,,,,1,58,60,56,51,56,52,51,48,44,45,45,45,44,17,11,5,8,2,1
Malcolm Kenyatta,,,,,,,,,,,,,0,61,57,52,54,51,46,44,43,44,45,43,41,12,8,5,7,0,1
Jerry T Jordan,,,,,,,,,,,,,,0,54,49,52,56,43,41,40,43,45,41,37,11,8,6,7,2,1
Katherine J Gilmore,,,,,,,,,,,,,,,0,42,52,49,47,42,42,39,43,41,36,13,7,4,7,1,1
Vincent Hughes,,,,,,,,,,,,,,,,1,46,44,46,41,42,43,42,39,38,6,6,5,7,2,1
Mary Jo Daley,,,,,,,,,,,,,,,,,0,52,45,45,46,43,45,43,36,10,6,5,5,0,1
Mark Aronchick,,,,,,,,,,,,,,,,,,0,42,43,40,42,44,41,32,8,5,6,4,2,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,0,47,43,40,39,42,32,9,7,4,3,1,1
Michelle W Singer,,,,,,,,,,,,,,,,,,,,0,41,41,39,45,31,9,6,4,3,0,1
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,0,42,43,39,29,8,6,4,4,0,1
Joe Foster,,,,,,,,,,,,,,,,,,,,,,0,41,37,27,4,8,4,7,0,1
Ken Washington,,,,,,,,,,,,,,,,,,,,,,,0,38,30,8,4,3,5,0,1
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,0,29,6,6,4,3,0,1
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,1
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,1
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,1
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Total,117,106,102,100,98,97,97,97,95,93,92,91,77,74,72,67,64,59,58,56,53,52,52,50,95,45,35,28,19,8,1
,Representative In The General Assembly 190th District - Democrat,,,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,2
,Vanessa L Brown,Darryl Thomas,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Ted Smith,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Ken Washington,Mary Jo Daley,Mark Aronchick,Vincent Hughes,Blondell Reynolds Brown,Yasmeen Kaboud,Michelle W Singer,Nicole Allen White,Ariana Flores Gordon,Joe Foster,Hamdi Soysal,Carol Rose Fleischman,Lou Agre,Heather A Steinmiller,Sherrie Cohen,William Leopold,Tonya Diane Bah,Gwen Snyder,Waleed Shahid,Margaret Lenzi,2
Vanessa L Brown,23,0,0,0,0,0,23,22,23,20,22,20,19,17,16,8,15,16,13,15,12,10,10,16,9,7,9,7,5,2,2
Darryl Thomas,,21,0,0,0,0,4,4,6,1,1,3,2,3,4,5,2,1,6,1,5,5,4,0,7,5,3,3,2,1,2
Wanda Logan,,,4,0,0,0,13,11,5,8,4,3,3,4,4,10,4,3,5,3,4,6,7,2,4,4,2,3,4,1,2
Movita Johnson Harrell,,,,0,0,0,8,5,3,5,4,5,3,3,2,5,3,3,3,3,4,2,2,1,1,3,3,3,2,1,2
Ray Bailey,,,,,2,0,4,2,1,1,3,2,3,2,1,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,2
Ted Smith,,,,,,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2
Cindy Bass,,,,,,,2,40,33,34,29,30,27,26,22,15,24,24,10,21,10,10,12,19,8,8,8,6,5,2,2
Katherine J Gilmore,,,,,,,,0,32,29,28,30,25,26,22,12,25,24,6,22,7,5,9,17,6,4,4,3,4,2,2
Malcolm Kenyatta,,,,,,,,,0,31,30,26,23,23,24,12,22,22,5,20,7,5,11,16,6,5,5,2,4,2,2
Jerry T Jordan,,,,,,,,,,0,28,26,25,22,21,11,21,24,8,19,8,7,11,19,7,6,6,6,5,3,2
Ken Washington,,,,,,,,,,,0,29,30,25,26,9,26,26,9,23,9,9,9,20,8,6,7,5,5,2,2
Mary Jo Daley,,,,,,,,,,,,0,29,25,22,7,25,25,7,20,8,7,5,20,9,3,3,4,4,2,2
Mark Aronchick,,,,,,,,,,,,,0,22,21,9,25,24,9,21,9,7,8,20,10,5,6,6,5,1,2
Vincent Hughes,,,,,,,,,,,,,,0,25,5,25,26,3,20,4,5,1,17,3,6,4,3,1,2,2
Blondell Reynolds Brown,,,,,,,,,,,,,,,0,4,21,22,5,23,5,5,5,15,5,6,5,2,4,2,2
Yasmeen Kaboud,,,,,,,,,,,,,,,,0,7,7,14,4,15,11,18,3,12,9,10,10,10,3,2
Michelle W Singer,,,,,,,,,,,,,,,,,0,23,3,21,5,4,4,17,4,4,3,4,1,1,2
Nicole Allen White,,,,,,,,,,,,,,,,,,0,6,18,4,4,4,18,2,3,4,3,4,3,2
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,,0,4,18,18,14,4,16,13,13,12,10,3,2
Joe Foster,,,,,,,,,,,,,,,,,,,,0,5,2,6,14,4,5,4,2,4,2,2
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,18,14,5,16,14,14,13,10,3,2
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,,0,12,5,16,13,12,14,9,3,2
Lou Agre,,,,,,,,,,,,,,,,,,,,,,,0,4,13,11,10,9,11,3,2
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,4,3,2,2,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,0,13,11,11,9,3,2
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,10,8,3,2
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,9,3,2
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,3,2
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,62,36,30,12,8,2,59,49,43,41,38,37,34,33,31,31,30,30,28,27,25,23,23,22,21,19,18,16,13,5,2
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,3
,Yasmeen Kaboud,Lou Agre,Ariana Flores Gordon,Carol Rose Fleischman,Sherrie Cohen,Hamdi Soysal,Gwen Snyder,William Leopold,Tonya Diane Bah,Waleed Shahid,Margaret Lenzi,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Ken Washington,Michelle W Singer,Mary Jo Daley,Mark Aronchick,Blondell Reynolds Brown,Nicole Allen White,Joe Foster,Heather A Steinmiller,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,3
Yasmeen Kaboud,1,116,111,107,107,106,106,102,100,100,98,23,33,22,25,14,17,12,13,16,9,13,11,9,27,30,24,19,14,11,3
Lou Agre,,2,107,107,106,104,101,102,104,100,96,21,31,21,23,11,13,12,9,13,7,9,8,4,25,29,21,17,13,12,3
Ariana Flores Gordon,,,0,111,109,109,108,104,103,102,100,21,28,18,19,15,17,13,14,16,11,12,12,6,28,23,24,10,14,12,3
Carol Rose Fleischman,,,,0,107,109,103,105,103,101,99,18,29,17,19,14,14,13,10,15,11,11,10,6,26,20,24,10,14,10,3
Sherrie Cohen,,,,,0,104,104,103,100,99,99,18,24,14,18,12,12,11,9,14,10,10,7,4,23,22,23,10,13,11,3
Hamdi Soysal,,,,,,0,103,104,101,100,97,15,27,15,17,14,14,12,11,12,10,10,10,6,23,21,22,11,14,10,3
Gwen Snyder,,,,,,,0,103,99,99,97,15,24,14,15,13,13,9,9,12,10,9,10,4,22,21,23,11,13,9,3
William Leopold,,,,,,,,0,101,99,100,12,23,12,14,14,10,11,6,10,10,9,9,4,21,19,21,11,14,10,3
Tonya Diane Bah,,,,,,,,,0,98,95,13,22,12,13,12,9,9,6,11,9,7,7,4,22,20,20,11,12,11,3
Waleed Shahid,,,,,,,,,,0,97,11,21,11,12,12,10,11,8,10,8,9,10,6,23,20,21,9,14,10,3
Margaret Lenzi,,,,,,,,,,,0,11,19,10,12,10,8,11,5,10,9,9,9,5,18,20,21,8,14,10,3
Cindy Bass,,,,,,,,,,,,3,58,59,55,48,48,42,41,43,41,40,35,33,30,19,13,11,4,6,3
Malcolm Kenyatta,,,,,,,,,,,,,0,58,57,48,47,47,42,45,38,40,36,34,30,16,10,13,7,3,3
Katherine J Gilmore,,,,,,,,,,,,,,0,51,41,42,39,40,41,32,35,34,33,24,16,8,12,4,3,3
Jerry T Jordan,,,,,,,,,,,,,,,1,35,41,37,35,39,31,33,31,31,19,14,10,11,3,2,3
Vincent Hughes,,,,,,,,,,,,,,,,0,43,37,38,36,40,39,33,33,26,9,8,8,4,2,3
Ken Washington,,,,,,,,,,,,,,,,,0,38,39,38,34,40,34,34,19,12,9,8,5,2,3
Michelle W Singer,,,,,,,,,,,,,,,,,,0,38,36,33,37,34,33,21,7,8,5,8,2,3
Mary Jo Daley,,,,,,,,,,,,,,,,,,,0,36,32,35,31,33,20,9,9,6,6,1,3
Mark Aronchick,,,,,,,,,,,,,,,,,,,,0,30,33,31,31,20,10,9,5,3,3,3
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,0,32,30,30,17,8,10,5,6,0,3
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,,0,30,34,16,11,9,6,5,0,3
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,0,31,16,6,9,5,3,1,3
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,0,16,6,7,4,6,0,3
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,3
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,3
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,3
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,3
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
Total,140,133,124,117,115,113,112,109,108,108,104,93,85,71,67,59,58,53,52,50,49,48,43,40,73,53,43,33,20,17,3
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,4
,Cindy Bass,Malcolm Kenyatta,Jerry T Jordan,Yasmeen Kaboud,Katherine J Gilmore,Vincent Hughes,Lou Agre,Mary Jo Daley,Nicole Allen White,Ken Washington,Mark Aronchick,Heather A Steinmiller,Joe Foster,Michelle W Singer,Blondell Reynolds Brown,Ariana Flores Gordon,Sherrie Cohen,Waleed Shahid,Carol Rose Fleischman,Gwen Snyder,Margaret Lenzi,Hamdi Soysal,William Leopold,Tonya Diane Bah,Darryl Thomas,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Ted Smith,4
Cindy Bass,1,69,57,19,52,53,25,54,52,51,52,48,48,48,44,14,14,9,10,10,11,8,9,9,30,19,36,17,11,0,4
Malcolm Kenyatta,,1,58,24,51,47,28,47,46,48,46,45,43,43,43,19,14,12,14,11,14,14,11,12,23,19,20,14,9,0,4
Jerry T Jordan,,,0,20,48,45,24,45,41,39,39,41,41,40,40,11,13,9,12,8,9,11,8,7,19,14,12,13,7,1,4
Yasmeen Kaboud,,,,2,12,10,44,9,9,8,5,8,8,6,3,33,32,30,30,28,27,30,27,27,14,15,15,13,7,0,4
Katherine J Gilmore,,,,,0,43,15,40,39,40,39,39,36,38,39,9,6,9,8,5,8,7,5,6,19,11,10,10,10,0,4
Vincent Hughes,,,,,,1,11,45,47,43,45,44,41,41,44,11,10,10,10,9,11,8,7,6,22,16,7,9,4,0,4
Lou Agre,,,,,,,0,10,9,9,7,8,8,6,4,36,32,29,32,27,27,30,27,27,12,13,15,13,3,0,4
Mary Jo Daley,,,,,,,,0,47,43,43,43,41,42,40,7,8,7,6,7,7,6,5,5,17,13,8,11,5,0,4
Nicole Allen White,,,,,,,,,0,44,43,46,44,45,44,9,8,7,7,8,9,5,5,5,19,11,8,12,4,0,4
Ken Washington,,,,,,,,,,0,42,44,42,46,42,8,7,9,7,6,9,7,6,7,15,14,9,11,4,0,4
Mark Aronchick,,,,,,,,,,,0,41,38,39,38,8,6,4,4,4,5,3,4,3,20,12,9,7,3,0,4
Heather A Steinmiller,,,,,,,,,,,,0,42,44,43,7,7,6,7,7,8,6,4,6,17,11,6,11,5,0,4
Joe Foster,,,,,,,,,,,,,0,42,40,7,9,8,7,7,10,7,6,6,14,12,5,13,4,0,4
Michelle W Singer,,,,,,,,,,,,,,0,40,5,5,5,5,6,6,5,4,4,14,10,7,13,4,0,4
Blondell Reynolds Brown,,,,,,,,,,,,,,,0,5,4,5,4,3,7,4,2,2,19,13,4,8,4,0,4
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,33,32,32,30,31,32,30,29,13,13,7,11,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,0,28,29,26,28,29,29,27,10,11,7,10,0,0,4
Waleed Shahid,,,,,,,,,,,,,,,,,,0,27,27,30,28,28,27,10,11,3,13,1,0,4
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,0,25,26,31,26,26,10,11,5,10,0,0,4
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,25,24,27,24,12,8,5,10,0,0,4
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,0,28,28,27,11,8,5,10,0,0,4
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,0,27,26,10,10,4,10,0,0,4
William Leopold,,,,,,,,,,,,,,,,,,,,,,,0,26,10,7,5,10,0,0,4
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,0,8,7,4,10,0,0,4
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,0,0,4
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,4
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,4
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,4
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,117,89,68,66,62,61,56,56,56,55,54,53,51,50,49,45,39,38,36,35,35,34,32,30,87,55,52,38,21,1,4
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,5
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Yasmeen Kaboud,Vincent Hughes,Mary Jo Daley,Joe Foster,Ken Washington,Lou Agre,Mark Aronchick,Blondell Reynolds Brown,Heather A Steinmiller,Nicole Allen White,Michelle W Singer,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Gwen Snyder,Tonya Diane Bah,Waleed Shahid,Hamdi Soysal,Margaret Lenzi,William Leopold,Vanessa L Brown,Darryl Thomas,Ray Bailey,Wanda Logan,Movita Johnson Harrell,Ted Smith,5
Cindy Bass,2,36,31,28,13,22,24,23,24,11,22,19,19,20,18,6,4,5,2,3,3,2,2,1,19,9,8,14,1,1,5
Katherine J Gilmore,,0,32,30,14,22,23,21,23,11,22,17,20,19,18,5,3,5,2,2,3,2,2,1,15,7,8,6,1,1,5
Malcolm Kenyatta,,,0,30,11,21,20,18,19,10,20,16,17,17,16,5,2,2,0,2,2,1,1,1,13,5,8,5,1,1,5
Jerry T Jordan,,,,0,11,19,17,16,17,10,18,13,16,16,15,3,2,2,1,1,2,2,1,1,12,6,9,3,1,1,5
Yasmeen Kaboud,,,,,0,7,5,5,4,22,4,5,2,4,4,15,15,17,15,13,14,14,13,12,7,6,6,7,1,4,5
Vincent Hughes,,,,,,0,22,22,19,6,20,20,17,18,17,7,5,4,3,4,3,3,3,3,17,5,3,1,2,1,5
Mary Jo Daley,,,,,,,0,22,22,4,21,17,17,18,16,6,4,4,2,3,4,2,3,2,13,5,3,2,2,1,5
Joe Foster,,,,,,,,0,20,4,19,17,18,20,18,6,5,5,3,4,4,3,3,2,10,7,2,2,2,1,5
Ken Washington,,,,,,,,,0,2,22,18,19,18,16,4,3,4,2,3,1,1,2,0,12,6,3,2,1,1,5
Lou Agre,,,,,,,,,,0,3,4,1,2,4,15,13,15,12,12,13,14,12,13,5,7,3,3,1,3,5
Mark Aronchick,,,,,,,,,,,0,18,19,17,16,4,3,4,2,4,2,3,2,1,13,5,3,1,1,1,5
Blondell Reynolds Brown,,,,,,,,,,,,1,15,16,15,5,3,4,2,4,1,2,3,2,10,6,2,1,1,1,5
Heather A Steinmiller,,,,,,,,,,,,,0,16,15,2,1,2,1,3,0,1,1,0,9,4,3,1,2,1,5
Nicole Allen White,,,,,,,,,,,,,,0,15,3,2,4,2,2,2,2,2,0,8,6,2,2,1,1,5
Michelle W Singer,,,,,,,,,,,,,,,0,7,5,3,3,3,3,2,3,2,8,5,3,1,1,1,5
Sherrie Cohen,,,,,,,,,,,,,,,,0,15,14,13,13,13,13,13,13,7,5,1,1,1,3,5
Ariana Flores Gordon,,,,,,,,,,,,,,,,,0,14,15,13,14,13,13,13,5,6,0,1,1,3,5
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,14,14,13,15,13,12,4,6,0,2,1,3,5
Gwen Snyder,,,,,,,,,,,,,,,,,,,0,13,12,13,12,11,4,5,0,1,1,3,5
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,0,10,13,11,11,4,5,0,1,2,2,5
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,0,12,12,12,3,6,0,1,1,3,5
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,0,12,12,4,5,0,0,1,3,5
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,12,4,4,0,1,1,2,5
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,0,0,1,2,5
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,5
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,5
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,5
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,5
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
Total,54,39,34,33,33,31,26,25,25,24,24,23,21,21,20,20,18,18,16,16,16,15,14,13,36,19,18,18,8,6,5
,Representative In The General Assembly 190th District - Democrat,,,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,6
,Darryl Thomas,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Ted Smith,Cindy Bass,Malcolm Kenyatta,Jerry T Jordan,Katherine J Gilmore,Yasmeen Kaboud,Vincent Hughes,Blondell Reynolds Brown,Mark Aronchick,Lou Agre,Ken Washington,Heather A Steinmiller,Mary Jo Daley,Michelle W Singer,Sherrie Cohen,Carol Rose Fleischman,Joe Foster,Nicole Allen White,Ariana Flores Gordon,Gwen Snyder,Hamdi Soysal,Waleed Shahid,Tonya Diane Bah,William Leopold,Margaret Lenzi,6
Darryl Thomas,46,0,0,0,0,0,28,27,21,18,14,24,18,19,18,18,13,17,14,12,10,11,13,10,11,11,7,7,7,7,6
Vanessa L Brown,,10,0,0,0,0,21,21,18,15,14,13,12,13,7,12,13,10,11,11,9,11,8,10,9,9,9,9,9,8,6
Wanda Logan,,,2,0,0,0,17,10,7,8,9,6,7,7,6,6,6,7,6,5,4,4,6,2,3,2,3,3,3,3,6
Movita Johnson Harrell,,,,4,0,0,6,5,5,5,6,3,7,5,5,4,5,5,3,5,7,3,4,6,4,5,5,5,5,4,6
Ray Bailey,,,,,2,0,7,5,3,2,6,1,1,2,5,1,0,0,1,3,3,2,1,3,2,3,2,2,2,2,6
Ted Smith,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Cindy Bass,,,,,,,2,54,47,43,15,40,41,41,13,40,37,34,36,19,12,31,32,10,12,11,8,9,9,9,6
Malcolm Kenyatta,,,,,,,,0,46,47,14,36,40,41,13,37,37,34,34,17,13,32,31,10,14,12,10,10,10,10,6
