col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Amanda Mcillmurray,Peter Cutty,Jennifer Lentz,Kat Richter,Cathy Brady,Anne Wakabayashi,Ryan N Boyer,Jacob Adeniran,Leanne Krueger Braneky,Katherine Hunter Snyder,Angel Cruz,Maria Quinones Sanchez,Ted Kirsch,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Thaddeus Kirkland,1,9,56,14,10,52,13,45,47,48,8,44,8,39,40,39,28,26,7,7,All
H Douglass Brown,,1,11,52,51,11,47,9,4,8,41,6,40,6,0,2,23,25,9,2,All
Blake Rutherford,,,0,15,12,48,12,42,44,45,9,41,8,39,36,39,23,24,5,5,All
Amanda Mcillmurray,,,,0,49,16,50,11,5,10,45,9,42,8,3,5,19,23,11,1,All
Peter Cutty,,,,,0,12,45,6,5,7,41,9,40,8,4,4,19,22,8,4,All
Jennifer Lentz,,,,,,0,14,40,42,45,10,40,9,39,35,36,21,23,6,3,All
Kat Richter,,,,,,,0,9,5,9,43,7,43,7,4,5,17,22,8,1,All
Cathy Brady,,,,,,,,0,37,39,6,39,8,36,35,38,21,19,6,1,All
Anne Wakabayashi,,,,,,,,,0,39,5,39,4,37,37,35,18,21,4,3,All
Ryan N Boyer,,,,,,,,,,0,4,38,6,38,32,35,21,17,5,3,All
Jacob Adeniran,,,,,,,,,,,0,8,40,4,2,5,13,21,9,1,All
Leanne Krueger Braneky,,,,,,,,,,,,0,8,37,36,38,17,22,4,2,All
Katherine Hunter Snyder,,,,,,,,,,,,,0,5,2,4,14,20,9,1,All
Angel Cruz,,,,,,,,,,,,,,0,35,35,18,18,2,2,All
Maria Quinones Sanchez,,,,,,,,,,,,,,,0,35,18,17,2,2,All
Ted Kirsch,,,,,,,,,,,,,,,,0,16,17,3,2,All
Katie Mcginty,,,,,,,,,,,,,,,,,11,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,8,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,6,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,1,All
Total,73,66,62,59,57,55,54,50,49,49,47,47,46,43,42,41,62,55,21,12,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,18
,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Amanda Mcillmurray,Peter Cutty,Jennifer Lentz,Kat Richter,Cathy Brady,Anne Wakabayashi,Ryan N Boyer,Jacob Adeniran,Leanne Krueger Braneky,Katherine Hunter Snyder,Angel Cruz,Maria Quinones Sanchez,Ted Kirsch,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,18
Thaddeus Kirkland,1,9,56,14,10,52,13,45,47,48,8,44,8,39,40,39,28,26,7,7,18
H Douglass Brown,,1,11,52,51,11,47,9,4,8,41,6,40,6,0,2,23,25,9,2,18
Blake Rutherford,,,0,15,12,48,12,42,44,45,9,41,8,39,36,39,23,24,5,5,18
Amanda Mcillmurray,,,,0,49,16,50,11,5,10,45,9,42,8,3,5,19,23,11,1,18
Peter Cutty,,,,,0,12,45,6,5,7,41,9,40,8,4,4,19,22,8,4,18
Jennifer Lentz,,,,,,0,14,40,42,45,10,40,9,39,35,36,21,23,6,3,18
Kat Richter,,,,,,,0,9,5,9,43,7,43,7,4,5,17,22,8,1,18
Cathy Brady,,,,,,,,0,37,39,6,39,8,36,35,38,21,19,6,1,18
Anne Wakabayashi,,,,,,,,,0,39,5,39,4,37,37,35,18,21,4,3,18
Ryan N Boyer,,,,,,,,,,0,4,38,6,38,32,35,21,17,5,3,18
Jacob Adeniran,,,,,,,,,,,0,8,40,4,2,5,13,21,9,1,18
Leanne Krueger Braneky,,,,,,,,,,,,0,8,37,36,38,17,22,4,2,18
Katherine Hunter Snyder,,,,,,,,,,,,,0,5,2,4,14,20,9,1,18
Angel Cruz,,,,,,,,,,,,,,0,35,35,18,18,2,2,18
Maria Quinones Sanchez,,,,,,,,,,,,,,,0,35,18,17,2,2,18
Ted Kirsch,,,,,,,,,,,,,,,,0,16,17,3,2,18
Katie Mcginty,,,,,,,,,,,,,,,,,11,0,0,0,18
Joe Sestak,,,,,,,,,,,,,,,,,,8,0,0,18
John Fetterman,,,,,,,,,,,,,,,,,,,6,0,18
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,1,18
Total,73,66,62,59,57,55,54,50,49,49,47,47,46,43,42,41,62,55,21,12,18
