col_1,col_2,col_3,col_4,col_5,col_6,division
,Attorney General - Democrat,,,Representative In The General Assembly 181st District - Democrat,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,W Curtis Thomas,Kenneth T Walker Jr,All
Josh Shapiro,130,0,0,426,272,All
Stephen A Zappala Jr,,48,0,250,112,All
John Morganelli,,,22,106,47,All
W Curtis Thomas,,,,31,0,All
Kenneth T Walker Jr,,,,,19,All
Total,828,410,175,813,450,All
,Attorney General - Democrat,,,Representative In The General Assembly 181st District - Democrat,,1
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,W Curtis Thomas,Kenneth T Walker Jr,1
Josh Shapiro,43,0,0,140,89,1
Stephen A Zappala Jr,,10,0,56,21,1
John Morganelli,,,5,15,11,1
W Curtis Thomas,,,,4,0,1
Kenneth T Walker Jr,,,,,2,1
Total,272,87,31,215,123,1
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,,3
,W Curtis Thomas,Kenneth T Walker Jr,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,3
W Curtis Thomas,0,0,60,12,8,3
Kenneth T Walker Jr,,2,7,6,1,3
Stephen A Zappala Jr,,,4,0,0,3
Josh Shapiro,,,,3,0,3
John Morganelli,,,,,1,3
Total,80,16,71,21,10,3
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,,8
,W Curtis Thomas,Kenneth T Walker Jr,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,8
W Curtis Thomas,0,0,14,14,12,8
Kenneth T Walker Jr,,0,3,4,5,8
Josh Shapiro,,,11,0,0,8
Stephen A Zappala Jr,,,,6,0,8
John Morganelli,,,,,2,8
Total,40,12,28,24,19,8
,Attorney General - Democrat,,,Representative In The General Assembly 181st District - Democrat,,9
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,W Curtis Thomas,Kenneth T Walker Jr,9
Josh Shapiro,18,0,0,60,65,9
Stephen A Zappala Jr,,10,0,37,34,9
John Morganelli,,,1,19,10,9
W Curtis Thomas,,,,5,0,9
Kenneth T Walker Jr,,,,,11,9
Total,143,81,30,121,120,9
,Attorney General - Democrat,,,Representative In The General Assembly 181st District - Democrat,,13
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,W Curtis Thomas,Kenneth T Walker Jr,13
Josh Shapiro,11,0,0,42,20,13
Stephen A Zappala Jr,,3,0,13,7,13
John Morganelli,,,2,8,8,13
W Curtis Thomas,,,,5,0,13
Kenneth T Walker Jr,,,,,0,13
Total,73,23,18,68,35,13
,Attorney General - Democrat,,,Representative In The General Assembly 181st District - Democrat,,14
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,W Curtis Thomas,Kenneth T Walker Jr,14
Josh Shapiro,18,0,0,67,34,14
Stephen A Zappala Jr,,5,0,18,14,14
John Morganelli,,,7,19,2,14
W Curtis Thomas,,,,9,0,14
Kenneth T Walker Jr,,,,,2,14
Total,119,37,28,113,52,14
,Representative In The General Assembly 181st District - Democrat,,Attorney General - Democrat,,,15
,W Curtis Thomas,Kenneth T Walker Jr,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,15
W Curtis Thomas,4,0,31,36,12,15
Kenneth T Walker Jr,,2,22,14,4,15
Josh Shapiro,,,13,0,0,15
Stephen A Zappala Jr,,,,5,0,15
John Morganelli,,,,,2,15
Total,83,42,66,55,18,15
,Attorney General - Democrat,,,Representative In The General Assembly 181st District - Democrat,,16
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,W Curtis Thomas,Kenneth T Walker Jr,16
Josh Shapiro,13,0,0,60,33,16
Stephen A Zappala Jr,,5,0,16,11,16
John Morganelli,,,2,13,6,16
W Curtis Thomas,,,,4,0,16
Kenneth T Walker Jr,,,,,0,16
Total,106,32,21,93,50,16
