col_1,col_2,col_3,division
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,All
,Stephen Kinsey,Eugene A Depasquale,All
Stephen Kinsey,"1,209","3,662",All
Eugene A Depasquale,,139,All
Total,"4,871","3,801",All
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,1
,Stephen Kinsey,Eugene A Depasquale,1
Stephen Kinsey,49,112,1
Eugene A Depasquale,,7,1
Total,161,119,1
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,2
,Stephen Kinsey,Eugene A Depasquale,2
Stephen Kinsey,79,158,2
Eugene A Depasquale,,4,2
Total,237,162,2
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,3
,Stephen Kinsey,Eugene A Depasquale,3
Stephen Kinsey,53,116,3
Eugene A Depasquale,,4,3
Total,169,120,3
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,4
,Stephen Kinsey,Eugene A Depasquale,4
Stephen Kinsey,75,240,4
Eugene A Depasquale,,9,4
Total,315,249,4
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,5
,Stephen Kinsey,Eugene A Depasquale,5
Stephen Kinsey,86,173,5
Eugene A Depasquale,,3,5
Total,259,176,5
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,6
,Stephen Kinsey,Eugene A Depasquale,6
Stephen Kinsey,50,82,6
Eugene A Depasquale,,2,6
Total,132,84,6
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,7
,Stephen Kinsey,Eugene A Depasquale,7
Stephen Kinsey,32,115,7
Eugene A Depasquale,,2,7
Total,147,117,7
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,8
,Stephen Kinsey,Eugene A Depasquale,8
Stephen Kinsey,41,121,8
Eugene A Depasquale,,3,8
Total,162,124,8
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,9
,Stephen Kinsey,Eugene A Depasquale,9
Stephen Kinsey,53,96,9
Eugene A Depasquale,,1,9
Total,149,97,9
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,10
,Stephen Kinsey,Eugene A Depasquale,10
Stephen Kinsey,73,217,10
Eugene A Depasquale,,11,10
Total,290,228,10
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,11
,Stephen Kinsey,Eugene A Depasquale,11
Stephen Kinsey,35,126,11
Eugene A Depasquale,,5,11
Total,161,131,11
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,12
,Stephen Kinsey,Eugene A Depasquale,12
Stephen Kinsey,46,148,12
Eugene A Depasquale,,5,12
Total,194,153,12
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,13
,Stephen Kinsey,Eugene A Depasquale,13
Stephen Kinsey,59,143,13
Eugene A Depasquale,,4,13
Total,202,147,13
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,14
,Stephen Kinsey,Eugene A Depasquale,14
Stephen Kinsey,33,88,14
Eugene A Depasquale,,2,14
Total,121,90,14
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,15
,Stephen Kinsey,Eugene A Depasquale,15
Stephen Kinsey,32,100,15
Eugene A Depasquale,,2,15
Total,132,102,15
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,16
,Stephen Kinsey,Eugene A Depasquale,16
Stephen Kinsey,67,93,16
Eugene A Depasquale,,2,16
Total,160,95,16
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,17
,Stephen Kinsey,Eugene A Depasquale,17
Stephen Kinsey,63,236,17
Eugene A Depasquale,,19,17
Total,299,255,17
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,18
,Stephen Kinsey,Eugene A Depasquale,18
Stephen Kinsey,37,118,18
Eugene A Depasquale,,6,18
Total,155,124,18
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,19
,Stephen Kinsey,Eugene A Depasquale,19
Stephen Kinsey,48,228,19
Eugene A Depasquale,,14,19
Total,276,242,19
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,20
,Eugene A Depasquale,Stephen Kinsey,20
Eugene A Depasquale,1,72,20
Stephen Kinsey,,1,20
Total,73,73,20
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,21
,Stephen Kinsey,Eugene A Depasquale,21
Stephen Kinsey,33,176,21
Eugene A Depasquale,,7,21
Total,209,183,21
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,22
,Stephen Kinsey,Eugene A Depasquale,22
Stephen Kinsey,42,228,22
Eugene A Depasquale,,6,22
Total,270,234,22
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,23
,Stephen Kinsey,Eugene A Depasquale,23
Stephen Kinsey,40,140,23
Eugene A Depasquale,,5,23
Total,180,145,23
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,24
,Stephen Kinsey,Eugene A Depasquale,24
Stephen Kinsey,32,149,24
Eugene A Depasquale,,5,24
Total,181,154,24
,Representative In The General Assembly 201st District - Democrat,Auditor General - Democrat,25
,Stephen Kinsey,Eugene A Depasquale,25
Stephen Kinsey,50,187,25
Eugene A Depasquale,,10,25
Total,237,197,25
