col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Cindy Bass,Yasmeen Kaboud,Malcolm Kenyatta,Lou Agre,Katherine J Gilmore,Jerry T Jordan,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Gwen Snyder,Hamdi Soysal,William Leopold,Tonya Diane Bah,Waleed Shahid,Margaret Lenzi,Mary Jo Daley,Ken Washington,Mark Aronchick,Vincent Hughes,Nicole Allen White,Blondell Reynolds Brown,Michelle W Singer,Joe Foster,Heather A Steinmiller,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Cindy Bass,50,308,875,295,866,821,188,166,149,154,125,132,125,118,120,662,651,614,585,600,562,578,557,565,532,306,219,285,All
Yasmeen Kaboud,,15,329,901,303,279,777,772,741,727,723,708,698,695,692,131,145,132,126,124,118,110,122,98,339,286,385,163,All
Malcolm Kenyatta,,,18,297,836,820,195,173,156,160,147,143,138,134,141,620,619,593,573,562,543,549,546,539,458,237,187,164,All
Lou Agre,,,,12,260,276,772,780,744,731,728,726,712,696,684,107,130,124,104,102,101,95,108,82,300,254,346,150,All
Katherine J Gilmore,,,,,13,777,181,145,143,135,121,121,116,110,115,614,582,573,552,545,521,539,526,530,440,243,172,142,All
Jerry T Jordan,,,,,,5,174,157,136,143,124,125,111,107,120,586,572,573,539,525,509,518,518,522,399,216,156,123,All
Sherrie Cohen,,,,,,,0,781,756,748,740,741,716,698,713,136,137,144,128,114,117,114,121,101,294,239,275,74,All
Ariana Flores Gordon,,,,,,,,2,757,741,730,719,704,688,691,108,120,114,101,102,97,85,100,67,286,220,276,79,All
