col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 179th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Jason T Dawkins,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Val Arkoosh,Mark B Cohen,Elaine Tomlin,Mike Stack,Charles Quann,Henry Albert,Louis Farinella,W Gerard Oleksiak,Linda A Fields,Melissa Robbins,Bev Hahn,All
Jason T Dawkins,29,361,256,234,218,190,180,162,162,144,140,146,135,130,111,All
Allyson Y Schwartz,,19,108,221,217,84,174,162,153,52,141,139,49,47,42,All
Michael J Rahming,,,9,81,79,160,60,48,56,134,45,38,126,116,109,All
Betsy May Kilkenny,,,,3,207,60,165,146,149,36,138,127,33,30,23,All
Val Arkoosh,,,,,4,53,155,142,146,30,132,130,24,24,19,All
Mark B Cohen,,,,,,2,64,54,55,143,47,41,129,121,110,All
Elaine Tomlin,,,,,,,0,148,152,37,141,138,36,34,29,All
Mike Stack,,,,,,,,1,141,32,127,131,33,31,28,All
Charles Quann,,,,,,,,,0,35,133,125,28,27,20,All
Henry Albert,,,,,,,,,,1,28,26,122,112,104,All
Louis Farinella,,,,,,,,,,,3,117,19,19,15,All
W Gerard Oleksiak,,,,,,,,,,,,1,23,23,25,All
Linda A Fields,,,,,,,,,,,,,0,116,112,All
Melissa Robbins,,,,,,,,,,,,,,1,109,All
Bev Hahn,,,,,,,,,,,,,,,0,All
Total,629,411,289,265,250,214,197,179,178,162,158,158,149,144,126,All
,Representative In The General Assembly 179th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,15
,Jason T Dawkins,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Elaine Tomlin,Mark B Cohen,Henry Albert,Charles Quann,Mike Stack,Louis Farinella,Linda A Fields,W Gerard Oleksiak,Melissa Robbins,Bev Hahn,15
Jason T Dawkins,5,70,43,41,40,33,31,31,29,29,27,28,29,23,21,15
Allyson Y Schwartz,,6,44,43,11,32,8,8,29,29,28,6,28,3,4,15
Betsy May Kilkenny,,,1,42,9,31,5,4,30,29,28,2,27,1,2,15
Val Arkoosh,,,,1,8,31,4,3,28,29,26,1,27,0,1,15
Michael J Rahming,,,,,1,5,31,29,5,3,6,25,1,22,20,15
Elaine Tomlin,,,,,,0,5,4,31,30,29,3,30,1,1,15
