col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Joe Torsella,Vanessa L Brown,Wanda Logan,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,All
Joe Torsella,126,873,510,413,200,119,62,All
Vanessa L Brown,,220,0,0,0,0,0,All
Wanda Logan,,,118,0,0,0,0,All
Ray Bailey,,,,96,0,0,0,All
Movita Johnson Harrell,,,,,75,0,0,All
Darryl Thomas,,,,,,24,0,All
Ted Smith,,,,,,,18,All
Total,"2,303","1,093",628,509,275,143,80,All
,State Treasurer - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,1
,Joe Torsella,Vanessa L Brown,Wanda Logan,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,1
Joe Torsella,3,85,24,18,10,3,1,1
Vanessa L Brown,,11,0,0,0,0,0,1
Wanda Logan,,,7,0,0,0,0,1
Ray Bailey,,,,3,0,0,0,1
Movita Johnson Harrell,,,,,3,0,0,1
Darryl Thomas,,,,,,2,0,1
Ted Smith,,,,,,,0,1
Total,144,96,31,21,13,5,1,1
,State Treasurer - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,2
,Joe Torsella,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,2
Joe Torsella,6,90,39,19,21,8,2,2
Vanessa L Brown,,31,0,0,0,0,0,2
Wanda Logan,,,8,0,0,0,0,2
Movita Johnson Harrell,,,,6,0,0,0,2
Ray Bailey,,,,,4,0,0,2
Darryl Thomas,,,,,,2,0,2
Ted Smith,,,,,,,0,2
Total,185,121,47,25,25,10,2,2
,State Treasurer - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,3
,Joe Torsella,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,3
Joe Torsella,1,4,4,2,1,1,0,3
Vanessa L Brown,,0,0,0,0,0,0,3
Wanda Logan,,,0,0,0,0,0,3
Movita Johnson Harrell,,,,0,0,0,0,3
Ray Bailey,,,,,1,0,0,3
Darryl Thomas,,,,,,0,0,3
Ted Smith,,,,,,,0,3
Total,13,4,4,2,2,1,0,3
,State Treasurer - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,4
,Joe Torsella,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Ted Smith,Darryl Thomas,4
Joe Torsella,10,48,22,11,12,2,1,4
Vanessa L Brown,,9,0,0,0,0,0,4
Wanda Logan,,,6,0,0,0,0,4
Movita Johnson Harrell,,,,5,0,0,0,4
Ray Bailey,,,,,1,0,0,4
Ted Smith,,,,,,1,0,4
Darryl Thomas,,,,,,,1,4
Total,106,57,28,16,13,3,2,4
,State Treasurer - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,6
,Joe Torsella,Vanessa L Brown,Wanda Logan,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,6
Joe Torsella,8,55,56,30,18,23,6,6
Vanessa L Brown,,12,0,0,0,0,0,6
Wanda Logan,,,6,0,0,0,0,6
Ray Bailey,,,,8,0,0,0,6
Movita Johnson Harrell,,,,,9,0,0,6
Darryl Thomas,,,,,,1,0,6
Ted Smith,,,,,,,2,6
