col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 202nd District - Democrat,,United States Senator - Democrat,,,,All
,Jared Solomon,Mark B Cohen,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Jared Solomon,277,0,591,416,285,297,All
Mark B Cohen,,250,590,347,259,182,All
Katie Mcginty,,,38,0,0,0,All
Joe Sestak,,,,30,0,0,All
John Fetterman,,,,,14,0,All
Joseph J Vodvarka,,,,,,11,All
Total,"1,866","1,628","1,219",793,558,490,All
,Representative In The General Assembly 202nd District - Democrat,,United States Senator - Democrat,,,,2
,Jared Solomon,Mark B Cohen,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,2
Jared Solomon,18,0,40,14,26,16,2
Mark B Cohen,,20,27,25,6,15,2
Katie Mcginty,,,2,0,0,0,2
Joe Sestak,,,,0,0,0,2
Joseph J Vodvarka,,,,,1,0,2
John Fetterman,,,,,,0,2
Total,114,93,69,39,33,31,2
,Representative In The General Assembly 202nd District - Democrat,,United States Senator - Democrat,,,,3
,Jared Solomon,Mark B Cohen,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,3
Jared Solomon,20,0,29,25,23,19,3
Mark B Cohen,,10,20,17,13,5,3
Katie Mcginty,,,2,0,0,0,3
John Fetterman,,,,3,0,0,3
Joe Sestak,,,,,1,0,3
Joseph J Vodvarka,,,,,,1,3
Total,116,65,51,45,37,25,3
,Representative In The General Assembly 202nd District - Democrat,,United States Senator - Democrat,,,,4
,Mark B Cohen,Jared Solomon,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,4
Mark B Cohen,11,0,31,22,17,15,4
Jared Solomon,,11,30,18,20,15,4
Katie Mcginty,,,2,0,0,0,4
Joe Sestak,,,,1,0,0,4
Joseph J Vodvarka,,,,,2,0,4
John Fetterman,,,,,,1,4
Total,96,94,63,41,39,31,4
,Representative In The General Assembly 202nd District - Democrat,,United States Senator - Democrat,,,,5
,Jared Solomon,Mark B Cohen,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,5
Jared Solomon,16,0,36,20,26,14,5
Mark B Cohen,,14,30,21,8,9,5
Katie Mcginty,,,0,0,0,0,5
John Fetterman,,,,2,0,0,5
Joe Sestak,,,,,2,0,5
Joseph J Vodvarka,,,,,,0,5
Total,112,82,66,43,36,23,5
