col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President Of The United States - Democrat,,,Representative In The General Assembly 195th District - Democrat,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,All
Hillary Clinton,356,0,0,"2,085",329,131,2,All
Bernie Sanders,,127,0,607,118,92,2,All
Roque Rocky De La Fuente,,,1,8,1,0,0,All
Donna Bullock,,,,38,0,0,0,All
Jimmie Moore,,,,,21,0,0,All
Jamar Izzo Izzard,,,,,,3,0,All
Donnell L Jones,,,,,,,0,All
Total,"2,903",946,10,"2,738",469,226,4,All
,Representative In The General Assembly 195th District - Democrat,,,,President Of The United States - Democrat,,,1
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,1
Donna Bullock,0,0,0,0,57,24,0,1
Jimmie Moore,,1,0,0,7,3,0,1
Jamar Izzo Izzard,,,0,0,3,1,0,1
Donnell L Jones,,,,0,0,0,0,1
Hillary Clinton,,,,,5,0,0,1
Bernie Sanders,,,,,,3,0,1
Roque Rocky De La Fuente,,,,,,,0,1
Total,81,11,4,0,72,31,0,1
,Representative In The General Assembly 195th District - Democrat,,,,President Of The United States - Democrat,,,2
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,2
Donna Bullock,4,0,0,0,98,42,0,2
Jamar Izzo Izzard,,0,0,0,4,1,0,2
Jimmie Moore,,,0,0,1,1,0,2
Donnell L Jones,,,,0,0,0,0,2
Hillary Clinton,,,,,16,0,0,2
Bernie Sanders,,,,,,9,0,2
Roque Rocky De La Fuente,,,,,,,0,2
Total,144,5,2,0,119,53,0,2
,President Of The United States - Democrat,,,Representative In The General Assembly 195th District - Democrat,,,,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,3
Hillary Clinton,17,0,0,67,28,1,0,3
Bernie Sanders,,1,0,17,7,4,0,3
Roque Rocky De La Fuente,,,0,0,0,0,0,3
Donna Bullock,,,,1,0,0,0,3
Jimmie Moore,,,,,4,0,0,3
Jamar Izzo Izzard,,,,,,0,0,3
Donnell L Jones,,,,,,,0,3
Total,113,29,0,85,39,5,0,3
,President Of The United States - Democrat,,,Representative In The General Assembly 195th District - Democrat,,,,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,4
Hillary Clinton,14,0,0,79,12,7,0,4
Bernie Sanders,,5,0,30,4,3,0,4
Roque Rocky De La Fuente,,,0,0,0,0,0,4
Donna Bullock,,,,0,0,0,0,4
Jimmie Moore,,,,,0,0,0,4
Jamar Izzo Izzard,,,,,,0,0,4
Donnell L Jones,,,,,,,0,4
Total,112,42,0,109,16,10,0,4
,Representative In The General Assembly 195th District - Democrat,,,,President Of The United States - Democrat,,,10
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,10
Donna Bullock,4,0,0,0,103,43,0,10
Jamar Izzo Izzard,,0,0,0,6,8,0,10
Jimmie Moore,,,0,0,10,4,0,10
Donnell L Jones,,,,0,0,0,0,10
Hillary Clinton,,,,,11,0,0,10
Bernie Sanders,,,,,,8,0,10
Roque Rocky De La Fuente,,,,,,,0,10
Total,150,14,14,0,130,63,0,10
,President Of The United States - Democrat,,,Representative In The General Assembly 195th District - Democrat,,,,13
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,13
Hillary Clinton,17,0,0,51,11,0,0,13
Bernie Sanders,,8,0,16,2,3,0,13
Roque Rocky De La Fuente,,,1,1,0,0,0,13
Donna Bullock,,,,0,0,0,0,13
Jimmie Moore,,,,,0,0,0,13
Jamar Izzo Izzard,,,,,,0,0,13
Donnell L Jones,,,,,,,0,13
Total,79,29,2,68,13,3,0,13
,President Of The United States - Democrat,,,Representative In The General Assembly 195th District - Democrat,,,,14
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,14
Hillary Clinton,10,0,0,29,6,4,0,14
Bernie Sanders,,4,0,10,1,2,0,14
Roque Rocky De La Fuente,,,0,0,0,0,0,14
Donna Bullock,,,,2,0,0,0,14
Jimmie Moore,,,,,0,0,0,14
Jamar Izzo Izzard,,,,,,0,0,14
Donnell L Jones,,,,,,,0,14
Total,49,17,0,41,7,6,0,14
,President Of The United States - Democrat,,,Representative In The General Assembly 195th District - Democrat,,,,15
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,15
Hillary Clinton,13,0,0,81,14,1,0,15
Bernie Sanders,,4,0,24,5,3,0,15
Roque Rocky De La Fuente,,,0,0,0,0,0,15
Donna Bullock,,,,2,0,0,0,15
Jimmie Moore,,,,,2,0,0,15
