col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Maria Quinones Sanchez,Anne Wakabayashi,Peter Cutty,Jennifer Lentz,Ryan N Boyer,Leanne Krueger Braneky,Angel Cruz,Cathy Brady,Amanda Mcillmurray,Ted Kirsch,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Thaddeus Kirkland,433,"1,063",301,765,791,278,735,738,741,686,687,224,633,168,162,119,All
Blake Rutherford,,111,254,671,723,244,710,710,666,653,657,187,608,139,130,95,All
H Douglass Brown,,,244,172,148,739,201,177,139,157,149,653,102,588,546,523,All
Maria Quinones Sanchez,,,,126,688,163,658,634,688,680,633,186,632,158,163,139,All
Anne Wakabayashi,,,,,9,145,686,685,711,630,639,156,595,115,117,81,All
Peter Cutty,,,,,,61,196,170,144,162,132,594,107,541,509,496,All
Jennifer Lentz,,,,,,,6,681,661,666,645,217,609,168,161,127,All
Ryan N Boyer,,,,,,,,8,639,631,631,176,585,147,124,104,All
Leanne Krueger Braneky,,,,,,,,,7,641,619,158,598,117,124,94,All
Angel Cruz,,,,,,,,,,8,634,165,613,142,152,128,All
Cathy Brady,,,,,,,,,,,10,161,577,115,118,92,All
Amanda Mcillmurray,,,,,,,,,,,,13,107,602,550,522,All
Ted Kirsch,,,,,,,,,,,,,26,104,116,93,All
Kat Richter,,,,,,,,,,,,,,2,521,508,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,7,477,All
Jacob Adeniran,,,,,,,,,,,,,,,,1,All
Total,"1,728","1,259","1,143","1,020",887,884,871,836,835,821,793,767,753,671,634,581,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Maria Quinones Sanchez,Peter Cutty,Anne Wakabayashi,Amanda Mcillmurray,Cathy Brady,Jennifer Lentz,Ted Kirsch,Angel Cruz,Jacob Adeniran,Leanne Krueger Braneky,Kat Richter,Katherine Hunter Snyder,Ryan N Boyer,1
Thaddeus Kirkland,16,44,12,29,11,30,9,29,28,27,27,7,26,7,10,19,1
Blake Rutherford,,9,9,22,8,26,5,24,24,23,23,4,23,4,6,17,1
H Douglass Brown,,,11,9,33,3,30,3,7,6,6,27,3,26,25,3,1
Maria Quinones Sanchez,,,,11,8,23,10,24,24,25,25,10,24,6,9,13,1
Peter Cutty,,,,,4,3,23,3,8,6,7,23,3,23,20,2,1
Anne Wakabayashi,,,,,,0,4,26,25,24,22,3,26,4,5,19,1
Amanda Mcillmurray,,,,,,,0,5,6,7,6,27,5,24,24,3,1
Cathy Brady,,,,,,,,0,24,25,24,3,24,2,3,17,1
Jennifer Lentz,,,,,,,,,0,23,29,5,23,5,6,17,1
Ted Kirsch,,,,,,,,,,0,23,6,25,4,6,17,1
Angel Cruz,,,,,,,,,,,0,5,23,3,5,15,1
Jacob Adeniran,,,,,,,,,,,,1,5,23,23,2,1
Leanne Krueger Braneky,,,,,,,,,,,,,0,3,4,17,1
Kat Richter,,,,,,,,,,,,,,0,22,2,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,3,1
Ryan N Boyer,,,,,,,,,,,,,,,,1,1
Total,72,54,51,45,39,33,32,32,32,31,30,30,29,28,28,22,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Maria Quinones Sanchez,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Katherine Hunter Snyder,Amanda Mcillmurray,Peter Cutty,Leanne Krueger Braneky,Jacob Adeniran,Cathy Brady,Ryan N Boyer,Jennifer Lentz,Kat Richter,Ted Kirsch,Angel Cruz,Anne Wakabayashi,2
Maria Quinones Sanchez,37,18,8,17,7,6,4,18,5,17,15,17,2,16,16,14,2
Thaddeus Kirkland,,18,11,27,7,7,8,17,5,18,17,15,3,15,16,16,2
H Douglass Brown,,,8,9,20,21,24,7,18,6,5,7,18,6,4,4,2
Blake Rutherford,,,,5,6,5,7,17,3,18,17,16,2,15,15,14,2
Katherine Hunter Snyder,,,,,2,22,17,5,19,5,5,7,18,5,3,4,2
Amanda Mcillmurray,,,,,,1,17,5,19,4,3,6,19,4,3,3,2
Peter Cutty,,,,,,,0,3,15,2,3,4,15,2,1,3,2
Leanne Krueger Braneky,,,,,,,,1,5,18,15,16,1,16,16,14,2
Jacob Adeniran,,,,,,,,,0,4,4,5,16,5,3,3,2
Cathy Brady,,,,,,,,,,0,16,16,1,17,16,14,2
Ryan N Boyer,,,,,,,,,,,0,14,3,14,13,14,2
Jennifer Lentz,,,,,,,,,,,,0,3,16,15,11,2
Kat Richter,,,,,,,,,,,,,0,2,0,1,2
Ted Kirsch,,,,,,,,,,,,,,0,15,11,2
Angel Cruz,,,,,,,,,,,,,,,0,13,2
Anne Wakabayashi,,,,,,,,,,,,,,,,0,2
Total,58,50,40,33,26,25,25,22,21,20,20,19,19,18,17,17,2
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,3
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Maria Quinones Sanchez,Peter Cutty,Anne Wakabayashi,Ted Kirsch,Ryan N Boyer,Amanda Mcillmurray,Kat Richter,Angel Cruz,Cathy Brady,Jennifer Lentz,Leanne Krueger Braneky,Jacob Adeniran,Katherine Hunter Snyder,3
Thaddeus Kirkland,16,29,8,23,8,24,22,21,4,3,19,17,17,18,3,5,3
Blake Rutherford,,4,5,21,8,22,22,21,3,3,18,18,16,17,3,5,3
H Douglass Brown,,,7,5,18,5,4,5,19,18,2,3,5,3,15,13,3
Maria Quinones Sanchez,,,,5,7,20,20,22,6,5,19,16,17,18,5,6,3
Peter Cutty,,,,,4,6,4,7,17,15,3,4,5,4,16,13,3
Anne Wakabayashi,,,,,,0,21,20,5,4,19,19,18,19,4,5,3
Ted Kirsch,,,,,,,0,20,3,3,19,16,17,17,3,6,3
Ryan N Boyer,,,,,,,,0,5,4,19,17,18,18,5,5,3
Amanda Mcillmurray,,,,,,,,,0,19,2,3,4,2,17,15,3
Kat Richter,,,,,,,,,,0,2,1,4,4,15,12,3
Angel Cruz,,,,,,,,,,,0,15,16,16,2,3,3
Cathy Brady,,,,,,,,,,,,1,14,15,3,4,3
Jennifer Lentz,,,,,,,,,,,,,0,18,3,3,3
Leanne Krueger Braneky,,,,,,,,,,,,,,0,2,3,3
Jacob Adeniran,,,,,,,,,,,,,,,0,14,3
Katherine Hunter Snyder,,,,,,,,,,,,,,,,1,3
Total,51,34,34,33,28,26,25,24,23,22,20,20,20,20,19,19,3
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,4
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Maria Quinones Sanchez,Ryan N Boyer,Angel Cruz,Leanne Krueger Braneky,Jennifer Lentz,Peter Cutty,Anne Wakabayashi,Ted Kirsch,Cathy Brady,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,4
Thaddeus Kirkland,22,54,17,36,36,32,35,33,11,33,27,23,9,8,10,6,4
Blake Rutherford,,8,12,30,31,29,28,32,11,31,26,22,6,6,7,6,4
H Douglass Brown,,,12,7,8,7,6,8,31,4,3,4,23,22,21,18,4
Maria Quinones Sanchez,,,,5,30,30,33,29,4,31,28,22,6,7,7,6,4
Ryan N Boyer,,,,,0,28,30,30,5,31,26,25,7,7,9,6,4
Angel Cruz,,,,,,0,29,29,6,27,27,24,7,7,7,7,4
Leanne Krueger Braneky,,,,,,,0,27,4,31,27,22,5,7,6,4,4
Jennifer Lentz,,,,,,,,0,5,29,26,22,7,7,7,7,4
Peter Cutty,,,,,,,,,3,3,3,1,20,20,19,16,4
Anne Wakabayashi,,,,,,,,,,0,25,21,5,4,6,2,4
Ted Kirsch,,,,,,,,,,,0,19,3,4,5,4,4
Cathy Brady,,,,,,,,,,,,0,3,4,3,4,4
Amanda Mcillmurray,,,,,,,,,,,,,1,20,20,18,4
Kat Richter,,,,,,,,,,,,,,0,21,17,4
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,16,4
Jacob Adeniran,,,,,,,,,,,,,,,,0,4
