col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,All
,Dwight Evans,Dan Muroff,Brian Anthony Gordon,Chaka Fattah,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,All
Dwight Evans,267,0,0,0,"1,639","1,050",441,109,All
Dan Muroff,,146,0,0,826,713,277,55,All
Brian Anthony Gordon,,,166,0,327,598,165,262,All
Chaka Fattah,,,,158,277,457,213,165,All
Brian Sims,,,,,112,0,0,0,All
Ben Waxman,,,,,,178,0,0,All
Marni Snyder,,,,,,,32,0,All
Lou Lanni,,,,,,,,19,All
Total,"3,506","2,017","1,518","1,270","3,181","2,996","1,128",610,All
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,1
,Dan Muroff,Dwight Evans,Brian Anthony Gordon,Chaka Fattah,Ben Waxman,Brian Sims,Marni Snyder,Lou Lanni,1
Dan Muroff,4,0,0,0,77,46,17,1,1
Dwight Evans,,5,0,0,18,36,8,1,1
Brian Anthony Gordon,,,4,0,17,13,4,3,1
Chaka Fattah,,,,7,14,7,10,3,1
Ben Waxman,,,,,5,0,0,0,1
Brian Sims,,,,,,2,0,0,1
Marni Snyder,,,,,,,1,0,1
Lou Lanni,,,,,,,,1,1
Total,145,68,41,41,131,104,40,9,1
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,2
,Dwight Evans,Dan Muroff,Chaka Fattah,Brian Anthony Gordon,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,2
Dwight Evans,9,0,0,0,65,37,18,3,2
Dan Muroff,,4,0,0,30,43,6,1,2
Chaka Fattah,,,8,0,8,12,2,3,2
Brian Anthony Gordon,,,,3,7,11,2,4,2
Brian Sims,,,,,5,0,0,0,2
Ben Waxman,,,,,,3,0,0,2
Marni Snyder,,,,,,,3,0,2
Lou Lanni,,,,,,,,0,2
Total,132,84,33,27,115,106,31,11,2
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,3
,Dwight Evans,Dan Muroff,Brian Anthony Gordon,Chaka Fattah,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,3
Dwight Evans,7,0,0,0,73,54,18,2,3
Dan Muroff,,4,0,0,30,16,19,0,3
Brian Anthony Gordon,,,7,0,12,23,11,9,3
Chaka Fattah,,,,2,10,19,10,2,3
Brian Sims,,,,,4,0,0,0,3
Ben Waxman,,,,,,5,0,0,3
Marni Snyder,,,,,,,3,0,3
Lou Lanni,,,,,,,,0,3
Total,154,69,62,43,129,117,61,13,3
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,4
,Dwight Evans,Dan Muroff,Brian Anthony Gordon,Chaka Fattah,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,4
