col_1,col_2,division
,Senator In The General Assembly 3rd District - Democrat,All
,Sharif Street,All
Sharif Street,"3,660",All
Total,"3,660",All
,Senator In The General Assembly 3rd District - Democrat,1
,Sharif Street,1
Sharif Street,88,1
Total,88,1
,Senator In The General Assembly 3rd District - Democrat,2
,Sharif Street,2
Sharif Street,137,2
Total,137,2
,Senator In The General Assembly 3rd District - Democrat,3
,Sharif Street,3
Sharif Street,80,3
Total,80,3
,Senator In The General Assembly 3rd District - Democrat,4
,Sharif Street,4
Sharif Street,112,4
Total,112,4
,Senator In The General Assembly 3rd District - Democrat,5
,Sharif Street,5
Sharif Street,59,5
Total,59,5
,Senator In The General Assembly 3rd District - Democrat,6
,Sharif Street,6
Sharif Street,118,6
Total,118,6
,Senator In The General Assembly 3rd District - Democrat,7
,Sharif Street,7
Sharif Street,158,7
Total,158,7
,Senator In The General Assembly 3rd District - Democrat,8
,Sharif Street,8
Sharif Street,107,8
Total,107,8
,Senator In The General Assembly 3rd District - Democrat,9
,Sharif Street,9
Sharif Street,152,9
Total,152,9
,Senator In The General Assembly 3rd District - Democrat,10
,Sharif Street,10
Sharif Street,139,10
Total,139,10
,Senator In The General Assembly 3rd District - Democrat,11
,Sharif Street,11
Sharif Street,153,11
Total,153,11
,Senator In The General Assembly 3rd District - Democrat,12
,Sharif Street,12
Sharif Street,129,12
Total,129,12
,Senator In The General Assembly 3rd District - Democrat,13
,Sharif Street,13
Sharif Street,79,13
Total,79,13
,Senator In The General Assembly 3rd District - Democrat,14
,Sharif Street,14
Sharif Street,45,14
Total,45,14
,Senator In The General Assembly 3rd District - Democrat,15
,Sharif Street,15
Sharif Street,112,15
Total,112,15
,Senator In The General Assembly 3rd District - Democrat,16
,Sharif Street,16
Sharif Street,137,16
Total,137,16
,Senator In The General Assembly 3rd District - Democrat,17
,Sharif Street,17
Sharif Street,90,17
Total,90,17
,Senator In The General Assembly 3rd District - Democrat,18
,Sharif Street,18
Sharif Street,120,18
Total,120,18
,Senator In The General Assembly 3rd District - Democrat,19
,Sharif Street,19
Sharif Street,142,19
Total,142,19
,Senator In The General Assembly 3rd District - Democrat,20
,Sharif Street,20
Sharif Street,125,20
Total,125,20
,Senator In The General Assembly 3rd District - Democrat,21
,Sharif Street,21
Sharif Street,143,21
Total,143,21
,Senator In The General Assembly 3rd District - Democrat,22
,Sharif Street,22
Sharif Street,108,22
Total,108,22
,Senator In The General Assembly 3rd District - Democrat,23
,Sharif Street,23
Sharif Street,129,23
Total,129,23
,Senator In The General Assembly 3rd District - Democrat,24
,Sharif Street,24
Sharif Street,102,24
Total,102,24
,Senator In The General Assembly 3rd District - Democrat,25
,Sharif Street,25
Sharif Street,157,25
Total,157,25
,Senator In The General Assembly 3rd District - Democrat,26
,Sharif Street,26
Sharif Street,101,26
Total,101,26
,Senator In The General Assembly 3rd District - Democrat,27
,Sharif Street,27
Sharif Street,74,27
Total,74,27
,Senator In The General Assembly 3rd District - Democrat,28
,Sharif Street,28
Sharif Street,213,28
Total,213,28
,Senator In The General Assembly 3rd District - Democrat,29
,Sharif Street,29
Sharif Street,120,29
Total,120,29
,Senator In The General Assembly 3rd District - Democrat,30
,Sharif Street,30
Sharif Street,140,30
Total,140,30
,Senator In The General Assembly 3rd District - Democrat,31
,Sharif Street,31
Sharif Street,91,31
Total,91,31
