col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,All
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Isabella Fitzgerald,150,739,452,345,331,All
Katie Mcginty,,170,0,0,0,All
Joe Sestak,,,119,0,0,All
John Fetterman,,,,60,0,All
Joseph J Vodvarka,,,,,50,All
Total,"2,017",909,571,405,381,All
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,9
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,9
Isabella Fitzgerald,8,57,54,30,25,9
Katie Mcginty,,17,0,0,0,9
Joe Sestak,,,12,0,0,9
John Fetterman,,,,6,0,9
Joseph J Vodvarka,,,,,5,9
Total,174,74,66,36,30,9
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,10
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,10
Isabella Fitzgerald,6,68,34,15,16,10
Katie Mcginty,,15,0,0,0,10
Joe Sestak,,,11,0,0,10
John Fetterman,,,,7,0,10
Joseph J Vodvarka,,,,,6,10
Total,139,83,45,22,22,10
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,11
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,11
Isabella Fitzgerald,12,62,38,21,19,11
Katie Mcginty,,7,0,0,0,11
Joe Sestak,,,5,0,0,11
Joseph J Vodvarka,,,,6,0,11
John Fetterman,,,,,4,11
Total,152,69,43,27,23,11
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,13
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,13
Isabella Fitzgerald,19,64,47,38,21,13
Katie Mcginty,,16,0,0,0,13
Joe Sestak,,,6,0,0,13
John Fetterman,,,,9,0,13
Joseph J Vodvarka,,,,,3,13
Total,189,80,53,47,24,13
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,14
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,14
Isabella Fitzgerald,20,36,29,23,22,14
Katie Mcginty,,11,0,0,0,14
Joe Sestak,,,2,0,0,14
John Fetterman,,,,3,0,14
Joseph J Vodvarka,,,,,1,14
Total,130,47,31,26,23,14
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,16
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,16
Isabella Fitzgerald,9,40,23,22,18,16
Katie Mcginty,,3,0,0,0,16
Joe Sestak,,,5,0,0,16
John Fetterman,,,,2,0,16
Joseph J Vodvarka,,,,,2,16
Total,112,43,28,24,20,16
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,17
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,17
Isabella Fitzgerald,5,55,28,26,17,17
Katie Mcginty,,6,0,0,0,17
Joe Sestak,,,6,0,0,17
Joseph J Vodvarka,,,,2,0,17
John Fetterman,,,,,3,17
Total,131,61,34,28,20,17
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,18
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,18
Isabella Fitzgerald,7,36,33,26,26,18
Katie Mcginty,,10,0,0,0,18
Joe Sestak,,,8,0,0,18
John Fetterman,,,,6,0,18
Joseph J Vodvarka,,,,,4,18
Total,128,46,41,32,30,18
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,19
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,19
Isabella Fitzgerald,12,64,29,27,29,19
Katie Mcginty,,11,0,0,0,19
Joe Sestak,,,3,0,0,19
John Fetterman,,,,3,0,19
Joseph J Vodvarka,,,,,1,19
Total,161,75,32,30,30,19
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,20
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,20
Isabella Fitzgerald,9,32,24,26,14,20
Katie Mcginty,,10,0,0,0,20
Joe Sestak,,,15,0,0,20
John Fetterman,,,,3,0,20
Joseph J Vodvarka,,,,,4,20
Total,105,42,39,29,18,20
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,21
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,21
Isabella Fitzgerald,10,50,23,30,23,21
Katie Mcginty,,7,0,0,0,21
Joe Sestak,,,11,0,0,21
Joseph J Vodvarka,,,,4,0,21
John Fetterman,,,,,4,21
Total,136,57,34,34,27,21
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,22
,Isabella Fitzgerald,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,22
Isabella Fitzgerald,12,54,21,19,16,22
Katie Mcginty,,12,0,0,0,22
Joseph J Vodvarka,,,4,0,0,22
Joe Sestak,,,,5,0,22
John Fetterman,,,,,3,22
Total,122,66,25,24,19,22
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,25
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,25
Isabella Fitzgerald,4,41,28,17,15,25
Katie Mcginty,,12,0,0,0,25
Joe Sestak,,,10,0,0,25
John Fetterman,,,,3,0,25
Joseph J Vodvarka,,,,,2,25
Total,105,53,38,20,17,25
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,27
,Isabella Fitzgerald,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,27
Isabella Fitzgerald,3,25,17,10,14,27
Katie Mcginty,,4,0,0,0,27
Joseph J Vodvarka,,,1,0,0,27
Joe Sestak,,,,7,0,27
John Fetterman,,,,,1,27
Total,69,29,18,17,15,27
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,28
,Isabella Fitzgerald,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,28
Isabella Fitzgerald,7,12,12,5,6,28
Katie Mcginty,,23,0,0,0,28
Joseph J Vodvarka,,,2,0,0,28
Joe Sestak,,,,4,0,28
John Fetterman,,,,,1,28
Total,42,35,14,9,7,28
,Representative In The General Assembly 203rd District - Democrat,United States Senator - Democrat,,,,31
,Isabella Fitzgerald,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,31
Isabella Fitzgerald,7,43,28,26,18,31
Katie Mcginty,,6,0,0,0,31
Joe Sestak,,,9,0,0,31
John Fetterman,,,,2,0,31
Joseph J Vodvarka,,,,,3,31
Total,122,49,37,28,21,31
