col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Vincent Hughes,Jerry T Jordan,Yasmeen Kaboud,Ken Washington,Nicole Allen White,Michelle W Singer,Blondell Reynolds Brown,Mary Jo Daley,Joe Foster,Lou Agre,Heather A Steinmiller,Sherrie Cohen,Mark Aronchick,Ariana Flores Gordon,Hamdi Soysal,William Leopold,Margaret Lenzi,Carol Rose Fleischman,Tonya Diane Bah,Waleed Shahid,Gwen Snyder,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,4
Cindy Bass,0,50,47,38,39,13,33,29,31,31,30,29,12,28,10,26,6,7,6,7,5,5,4,3,28,23,9,10,9,0,4
Malcolm Kenyatta,,1,50,36,44,18,32,31,32,31,30,28,16,27,13,27,9,10,12,10,9,9,8,9,21,20,7,5,4,1,4
Katherine J Gilmore,,,0,33,40,15,30,31,31,28,30,28,12,27,10,26,5,5,9,6,5,4,5,5,19,16,6,4,5,1,4
Vincent Hughes,,,,0,28,14,31,30,30,33,27,29,11,26,13,23,10,10,10,9,8,5,7,6,26,8,5,3,6,0,4
Jerry T Jordan,,,,,0,12,24,25,24,23,25,24,11,21,7,23,4,5,8,5,5,6,5,4,18,15,4,2,3,0,4
Yasmeen Kaboud,,,,,,1,11,12,13,8,7,11,27,8,21,5,19,20,20,18,16,17,17,19,11,15,4,5,4,1,4
Ken Washington,,,,,,,0,30,31,27,28,30,8,28,9,24,6,6,8,8,4,5,5,4,17,8,6,2,5,1,4
Nicole Allen White,,,,,,,,0,33,27,26,30,9,27,13,22,11,7,10,9,7,7,7,7,17,11,5,2,2,1,4
Michelle W Singer,,,,,,,,,0,28,27,31,10,27,13,25,8,9,11,11,6,7,7,8,18,10,5,2,2,1,4
Blondell Reynolds Brown,,,,,,,,,,0,24,25,2,24,6,23,5,4,6,5,2,2,3,5,21,7,4,2,2,1,4
Mary Jo Daley,,,,,,,,,,,0,27,6,24,10,26,5,4,5,7,5,5,4,2,17,7,3,2,6,0,4
Joe Foster,,,,,,,,,,,,0,10,26,11,23,6,7,9,11,6,8,8,6,16,8,4,2,4,1,4
Lou Agre,,,,,,,,,,,,,1,4,21,4,18,20,18,17,17,16,16,14,9,16,3,3,3,0,4
Heather A Steinmiller,,,,,,,,,,,,,,0,8,21,4,3,5,6,4,5,3,4,12,6,4,2,3,1,4
Sherrie Cohen,,,,,,,,,,,,,,,0,5,20,23,18,20,19,18,17,17,13,8,3,2,4,0,4
Mark Aronchick,,,,,,,,,,,,,,,,0,2,3,5,4,2,1,2,2,14,9,3,1,1,0,4
Ariana Flores Gordon,,,,,,,,,,,,,,,,,0,19,19,18,18,16,17,16,8,9,2,3,2,0,4
Hamdi Soysal,,,,,,,,,,,,,,,,,,0,18,18,19,17,16,16,10,7,3,2,3,0,4
William Leopold,,,,,,,,,,,,,,,,,,,0,17,16,16,18,16,8,8,2,3,1,1,4
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,0,17,18,17,17,10,6,2,1,3,1,4
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,0,16,17,14,9,7,3,2,1,0,4
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,0,16,16,7,7,2,1,3,1,4
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,0,15,9,7,2,1,2,1,4
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,,,0,9,5,2,1,1,1,4
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,4
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,4
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,4
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,4
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,85,66,59,48,47,43,42,41,40,38,38,36,36,31,31,29,25,25,24,23,22,22,22,20,61,48,17,16,15,1,4
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,5
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Yasmeen Kaboud,Blondell Reynolds Brown,Ken Washington,Mary Jo Daley,Nicole Allen White,Mark Aronchick,Michelle W Singer,Lou Agre,Ariana Flores Gordon,Heather A Steinmiller,Carol Rose Fleischman,Joe Foster,Waleed Shahid,Sherrie Cohen,Gwen Snyder,William Leopold,Tonya Diane Bah,Margaret Lenzi,Hamdi Soysal,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,5
Cindy Bass,1,64,60,62,48,20,48,49,52,50,48,44,19,17,38,13,38,10,11,13,13,11,9,9,35,27,10,15,6,0,5
Malcolm Kenyatta,,1,59,63,46,17,44,46,46,42,48,44,16,11,40,9,38,8,11,9,12,10,6,8,31,19,7,10,3,0,5
Katherine J Gilmore,,,0,59,45,19,42,44,47,44,47,41,16,14,41,11,38,8,9,9,12,10,7,6,28,20,6,11,2,0,5
Jerry T Jordan,,,,0,45,14,46,44,47,44,47,45,15,11,40,9,39,8,10,10,11,8,6,7,32,16,6,8,2,0,5
Vincent Hughes,,,,,1,14,53,46,43,44,44,44,11,12,41,11,40,10,11,11,14,11,10,6,30,16,6,5,5,0,5
Yasmeen Kaboud,,,,,,0,8,10,10,9,10,8,40,35,7,36,7,31,31,30,29,30,28,30,15,19,12,9,3,0,5
Blondell Reynolds Brown,,,,,,,0,44,42,45,43,46,6,10,41,8,40,8,6,7,8,5,7,3,31,12,6,4,4,0,5
Ken Washington,,,,,,,,0,47,47,46,42,6,11,39,7,42,4,7,6,8,6,4,4,26,15,6,6,3,0,5
Mary Jo Daley,,,,,,,,,0,47,48,39,8,10,40,6,38,3,5,6,8,5,4,3,28,14,4,6,2,0,5
Nicole Allen White,,,,,,,,,,0,45,45,7,11,40,7,40,8,5,10,7,6,8,5,24,15,5,6,5,0,5
Mark Aronchick,,,,,,,,,,,0,43,6,9,42,7,40,4,5,6,7,5,3,3,26,14,5,4,3,0,5
Michelle W Singer,,,,,,,,,,,,0,7,10,38,9,39,10,8,9,8,7,7,5,27,12,4,5,3,0,5
Lou Agre,,,,,,,,,,,,,1,31,4,31,2,28,28,28,29,28,28,27,12,13,7,8,3,0,5
Ariana Flores Gordon,,,,,,,,,,,,,,0,6,35,7,29,29,30,27,27,29,28,12,15,7,3,4,0,5
Heather A Steinmiller,,,,,,,,,,,,,,,0,4,37,4,3,3,6,4,4,1,22,9,5,4,3,0,5
Carol Rose Fleischman,,,,,,,,,,,,,,,,0,5,31,32,31,31,30,29,30,11,13,6,4,4,0,5
Joe Foster,,,,,,,,,,,,,,,,,0,3,2,5,5,4,3,1,21,12,4,3,2,0,5
Waleed Shahid,,,,,,,,,,,,,,,,,,0,27,27,25,27,26,26,8,11,8,3,4,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,28,29,27,24,28,14,9,5,2,3,0,5
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,27,27,27,27,11,12,4,1,3,0,5
William Leopold,,,,,,,,,,,,,,,,,,,,,0,29,27,25,10,8,7,3,3,0,5
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,1,26,24,7,11,6,2,3,0,5
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,26,6,11,4,3,4,0,5
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,,,0,8,10,3,3,3,0,5
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,5
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,5
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,5
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,5
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,100,77,71,69,65,65,59,57,56,56,54,53,49,47,44,43,43,39,38,37,36,35,33,32,63,57,34,25,11,0,5
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,6
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Ken Washington,Mary Jo Daley,Michelle W Singer,Blondell Reynolds Brown,Mark Aronchick,Joe Foster,Vincent Hughes,Nicole Allen White,Heather A Steinmiller,Yasmeen Kaboud,Lou Agre,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Hamdi Soysal,William Leopold,Margaret Lenzi,Waleed Shahid,Gwen Snyder,Tonya Diane Bah,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,6
Cindy Bass,2,80,82,77,66,62,63,60,61,58,56,57,54,18,17,10,9,8,8,7,7,5,5,3,44,29,11,6,6,1,6
Katherine J Gilmore,,1,77,73,62,57,59,54,57,56,51,54,49,21,16,10,9,8,8,6,9,5,5,3,40,22,10,5,5,1,6
Malcolm Kenyatta,,,1,74,62,57,58,54,58,56,51,54,49,18,16,8,7,6,6,6,7,5,3,2,43,21,9,5,5,1,6
Jerry T Jordan,,,,1,57,54,53,49,54,49,46,48,48,15,13,7,6,5,5,5,5,3,2,2,36,23,9,5,5,1,6
Ken Washington,,,,,0,59,63,57,58,55,50,55,55,13,11,11,9,8,8,6,8,5,4,3,39,16,8,2,4,1,6
Mary Jo Daley,,,,,,0,57,51,60,51,46,50,49,11,8,9,8,8,8,5,7,6,6,3,34,15,8,2,5,1,6
Michelle W Singer,,,,,,,0,55,57,55,50,54,52,12,10,10,9,7,8,7,8,6,4,4,33,15,8,2,4,1,6
Blondell Reynolds Brown,,,,,,,,0,49,52,53,51,50,10,8,7,7,6,5,6,5,6,5,3,33,14,8,2,4,1,6
Mark Aronchick,,,,,,,,,0,52,44,50,47,9,8,8,6,4,6,5,5,4,3,2,33,13,6,2,5,1,6
Joe Foster,,,,,,,,,,0,49,53,49,9,8,6,4,2,5,5,6,6,2,2,32,14,6,1,4,1,6
Vincent Hughes,,,,,,,,,,,0,48,45,9,8,6,5,5,5,5,6,4,3,2,35,10,8,1,4,1,6
Nicole Allen White,,,,,,,,,,,,0,48,9,6,4,3,3,3,4,6,5,1,1,31,14,8,1,3,0,6
Heather A Steinmiller,,,,,,,,,,,,,0,7,3,4,2,2,3,3,3,4,1,1,31,12,5,2,4,0,6
Yasmeen Kaboud,,,,,,,,,,,,,,1,28,23,24,23,23,19,18,18,18,18,15,20,8,5,1,0,6
Lou Agre,,,,,,,,,,,,,,,2,21,21,19,20,19,16,16,16,16,17,15,4,2,2,0,6
Sherrie Cohen,,,,,,,,,,,,,,,,0,23,23,24,21,16,18,19,20,13,11,3,1,1,0,6
Ariana Flores Gordon,,,,,,,,,,,,,,,,,0,23,23,20,17,17,19,19,12,12,3,1,0,0,6
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,23,21,16,17,20,19,12,11,4,1,0,0,6
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,21,17,20,19,19,13,11,3,1,0,0,6
William Leopold,,,,,,,,,,,,,,,,,,,,0,17,17,17,19,14,10,2,1,0,0,6
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,0,14,14,13,10,8,4,0,0,0,6
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,0,15,17,10,10,2,0,0,0,6
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,,0,16,9,8,3,1,0,0,6
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,0,8,9,2,1,0,0,6
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,6
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,6
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,6
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,6
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,104,90,89,85,73,67,66,65,63,61,61,60,57,51,42,29,28,28,28,27,22,22,21,20,81,57,16,13,7,1,6
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,8
,Malcolm Kenyatta,Cindy Bass,Yasmeen Kaboud,Lou Agre,Katherine J Gilmore,Jerry T Jordan,Gwen Snyder,Carol Rose Fleischman,Hamdi Soysal,Ariana Flores Gordon,Sherrie Cohen,Waleed Shahid,William Leopold,Margaret Lenzi,Tonya Diane Bah,Ken Washington,Vincent Hughes,Mary Jo Daley,Blondell Reynolds Brown,Nicole Allen White,Mark Aronchick,Heather A Steinmiller,Joe Foster,Michelle W Singer,Wanda Logan,Vanessa L Brown,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,8
Malcolm Kenyatta,0,64,16,12,58,55,13,11,10,9,13,8,9,10,7,45,45,43,40,43,39,41,37,37,40,17,10,4,2,1,8
Cindy Bass,,1,15,12,60,57,11,9,8,9,11,8,7,8,5,48,42,46,40,42,41,42,38,39,34,18,12,5,2,2,8
Yasmeen Kaboud,,,1,61,14,13,53,53,55,55,52,51,51,47,50,9,7,10,5,8,11,4,8,6,31,11,5,11,6,1,8
Lou Agre,,,,0,9,9,54,53,55,55,53,50,52,48,49,7,5,8,4,6,8,1,9,5,31,8,4,9,5,1,8
Katherine J Gilmore,,,,,0,54,9,6,6,5,8,5,5,7,4,42,38,44,37,40,42,40,34,37,31,14,9,5,1,2,8
Jerry T Jordan,,,,,,0,9,7,7,5,7,5,7,6,6,41,37,39,37,35,39,36,34,34,30,12,10,4,2,2,8
Gwen Snyder,,,,,,,0,53,52,52,51,49,54,48,51,11,8,10,6,9,11,5,11,8,28,7,4,8,6,1,8
Carol Rose Fleischman,,,,,,,,0,54,54,53,49,51,49,49,9,6,8,5,6,6,3,5,6,30,8,2,8,5,1,8
Hamdi Soysal,,,,,,,,,0,54,54,54,52,51,50,8,4,7,4,8,8,3,8,4,26,7,3,9,5,1,8
Ariana Flores Gordon,,,,,,,,,,0,51,49,50,46,49,8,3,6,2,6,6,2,6,5,24,8,3,8,5,2,8
Sherrie Cohen,,,,,,,,,,,0,50,51,49,48,9,5,8,5,7,7,4,8,7,27,7,2,9,6,1,8
Waleed Shahid,,,,,,,,,,,,0,50,48,48,7,4,6,4,8,7,3,9,4,23,7,4,9,6,1,8
William Leopold,,,,,,,,,,,,,0,48,52,9,5,6,5,7,8,3,9,6,27,5,3,8,6,1,8
Margaret Lenzi,,,,,,,,,,,,,,0,46,7,6,7,5,10,7,6,8,7,24,8,2,9,4,1,8
Tonya Diane Bah,,,,,,,,,,,,,,,0,6,2,5,3,7,6,3,6,5,24,7,3,8,5,1,8
Ken Washington,,,,,,,,,,,,,,,,0,41,40,41,41,39,42,37,38,27,10,7,4,2,1,8
Vincent Hughes,,,,,,,,,,,,,,,,,1,36,42,39,34,40,36,35,25,9,7,3,2,1,8
Mary Jo Daley,,,,,,,,,,,,,,,,,,0,38,37,40,37,34,36,25,11,6,4,1,1,8
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,0,37,34,38,34,35,23,9,6,4,1,1,8
Nicole Allen White,,,,,,,,,,,,,,,,,,,,0,35,41,36,35,21,11,8,3,1,1,8
Mark Aronchick,,,,,,,,,,,,,,,,,,,,,0,35,32,33,23,9,7,2,1,2,8
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,0,35,38,22,9,6,4,1,1,8
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,0,33,21,7,7,3,3,1,8
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,,,0,22,7,6,4,1,1,8
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,8
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,8
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,8
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,78,77,76,67,65,63,61,60,60,59,59,58,57,55,54,52,51,50,47,47,46,45,44,42,75,30,17,15,8,4,8
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,9
,Yasmeen Kaboud,Sherrie Cohen,Lou Agre,Ariana Flores Gordon,Cindy Bass,Carol Rose Fleischman,Hamdi Soysal,Gwen Snyder,William Leopold,Margaret Lenzi,Waleed Shahid,Tonya Diane Bah,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Mary Jo Daley,Vincent Hughes,Ken Washington,Mark Aronchick,Nicole Allen White,Michelle W Singer,Blondell Reynolds Brown,Joe Foster,Heather A Steinmiller,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Darryl Thomas,Ray Bailey,Ted Smith,9
Yasmeen Kaboud,4,149,148,139,30,141,137,138,138,133,131,133,40,32,27,18,21,20,18,16,12,13,17,10,60,34,27,20,9,8,9
Sherrie Cohen,,0,148,149,31,149,149,142,144,142,135,140,40,30,28,25,25,26,28,22,18,19,19,15,50,34,30,20,6,8,9
Lou Agre,,,3,139,26,138,140,137,136,134,132,132,37,29,27,16,18,16,18,14,9,12,14,7,46,31,29,19,7,7,9
Ariana Flores Gordon,,,,0,19,138,139,131,134,130,126,128,30,23,19,18,19,19,18,14,11,13,13,8,46,29,29,17,7,8,9
Cindy Bass,,,,,5,19,16,19,14,15,16,13,102,102,91,87,75,87,84,76,80,78,68,71,64,49,11,9,3,2,9
Carol Rose Fleischman,,,,,,0,139,137,136,132,128,134,29,22,21,15,19,15,18,15,12,15,17,9,46,29,27,18,5,8,9
Hamdi Soysal,,,,,,,0,134,134,129,127,132,25,18,16,13,16,13,15,13,6,9,10,4,42,29,25,16,6,8,9
Gwen Snyder,,,,,,,,0,137,133,128,136,25,20,15,12,16,16,14,13,10,13,14,6,44,29,27,15,6,7,9
William Leopold,,,,,,,,,0,135,132,136,25,16,15,10,16,13,10,15,11,11,15,7,39,32,26,16,6,8,9
Margaret Lenzi,,,,,,,,,,0,129,132,23,18,15,10,15,11,13,17,12,11,14,9,38,29,29,16,6,7,9
Waleed Shahid,,,,,,,,,,,0,127,22,14,13,9,14,11,12,14,9,13,15,5,39,27,26,15,6,7,9
Tonya Diane Bah,,,,,,,,,,,,0,22,14,11,6,13,10,10,12,6,10,12,3,38,27,27,14,6,8,9
Malcolm Kenyatta,,,,,,,,,,,,,1,100,95,85,77,84,87,78,76,74,70,71,47,40,11,13,2,2,9
Katherine J Gilmore,,,,,,,,,,,,,,1,88,81,69,80,79,72,76,67,69,71,47,36,11,9,3,3,9
Jerry T Jordan,,,,,,,,,,,,,,,0,77,68,72,78,67,69,66,66,67,38,34,8,10,2,2,9
Mary Jo Daley,,,,,,,,,,,,,,,,0,71,82,82,72,78,69,67,73,34,37,9,11,1,1,9
Vincent Hughes,,,,,,,,,,,,,,,,,0,71,67,74,70,77,71,68,35,34,10,7,0,2,9
Ken Washington,,,,,,,,,,,,,,,,,,0,76,73,78,67,68,70,36,34,10,8,1,1,9
Mark Aronchick,,,,,,,,,,,,,,,,,,,0,70,76,67,68,70,34,32,8,10,0,3,9
Nicole Allen White,,,,,,,,,,,,,,,,,,,,0,76,71,69,68,28,35,8,6,1,3,9
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,0,70,69,75,32,34,8,8,0,1,9
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,0,68,65,27,36,9,6,0,1,9
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,0,64,31,27,7,6,0,4,9
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,0,25,31,8,7,0,1,9
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,9
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,9
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,9
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,9
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,9
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
Total,189,173,168,160,157,156,151,150,149,147,143,142,129,120,104,102,99,98,96,93,92,91,84,80,126,98,45,31,15,10,9
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,10
,Cindy Bass,Malcolm Kenyatta,Jerry T Jordan,Katherine J Gilmore,Ken Washington,Vincent Hughes,Blondell Reynolds Brown,Mary Jo Daley,Michelle W Singer,Nicole Allen White,Yasmeen Kaboud,Mark Aronchick,Heather A Steinmiller,Joe Foster,Lou Agre,Ariana Flores Gordon,Carol Rose Fleischman,Gwen Snyder,Hamdi Soysal,Sherrie Cohen,Tonya Diane Bah,William Leopold,Margaret Lenzi,Waleed Shahid,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Darryl Thomas,Ray Bailey,Ted Smith,10
Cindy Bass,3,56,55,55,49,46,45,46,44,47,14,44,42,40,10,10,6,7,5,6,3,2,3,5,35,32,11,8,3,0,10
Malcolm Kenyatta,,1,54,55,48,45,45,45,44,44,13,43,41,42,8,9,7,8,8,10,6,7,6,7,18,28,9,7,3,0,10
Jerry T Jordan,,,0,53,44,42,43,43,41,39,13,43,40,41,9,7,4,5,6,7,5,4,3,4,17,27,9,6,2,1,10
Katherine J Gilmore,,,,0,47,43,43,45,45,43,10,42,42,39,5,6,5,6,6,8,5,5,4,6,19,26,8,5,3,0,10
Ken Washington,,,,,0,46,44,45,46,47,12,44,43,41,7,10,6,10,8,12,9,9,5,8,14,28,8,5,0,0,10
Vincent Hughes,,,,,,0,45,41,43,44,12,40,43,43,6,8,7,11,9,9,8,9,6,9,14,30,6,5,0,0,10
Blondell Reynolds Brown,,,,,,,0,38,41,44,8,37,40,40,4,4,3,5,5,4,5,4,3,5,11,30,5,3,1,0,10
