col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Representative In The General Assembly 194th District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Pam Delissio,Sean Stevens,Lou Agre,Cindy Bass,Yasmeen Kaboud,Katherine J Gilmore,Sherrie Cohen,Malcolm Kenyatta,Jerry T Jordan,Gwen Snyder,Ariana Flores Gordon,Margaret Lenzi,Carol Rose Fleischman,Mary Jo Daley,William Leopold,Vincent Hughes,Ken Washington,Hamdi Soysal,Waleed Shahid,Tonya Diane Bah,Mark Aronchick,Nicole Allen White,Joe Foster,Michelle W Singer,Blondell Reynolds Brown,Heather A Steinmiller,All
Pam Delissio,642,0,"3,413","3,712","2,904","3,126","2,755","3,048","3,050","2,696","2,686","2,616","2,586","2,935","2,557","2,846","2,851","2,447","2,396","2,377","2,701","2,649","2,578","2,578","2,544","2,504",All
Sean Stevens,,254,"1,532","1,072","1,224",932,"1,132",903,884,"1,151","1,121","1,115","1,117",807,"1,101",851,833,"1,059","1,015","1,017",758,727,791,728,750,671,All
Lou Agre,,,58,"1,077","3,826",886,"3,685",958,"1,023","3,689","3,646","3,554","3,601",800,"3,560",863,872,"3,504","3,350","3,377",715,653,810,592,645,516,All
Cindy Bass,,,,56,830,"3,819",758,"3,673","3,668",697,684,661,650,"3,496",626,"3,286","3,348",561,498,477,"3,301","3,148","3,014","3,151","3,046","3,076",All
Yasmeen Kaboud,,,,,28,761,"3,511",808,794,"3,448","3,563","3,279","3,469",551,"3,392",523,601,"3,436","3,278","3,284",530,465,539,434,347,353,All
Katherine J Gilmore,,,,,,14,681,"3,502","3,480",628,590,563,570,"3,317",544,"3,047","3,149",502,438,419,"3,154","2,994","2,887","3,041","2,841","2,969",All
Sherrie Cohen,,,,,,,2,691,746,"3,533","3,593","3,409","3,589",597,"3,538",583,612,"3,485","3,308","3,359",576,495,561,473,408,402,All
Malcolm Kenyatta,,,,,,,,9,"3,559",646,635,597,591,"3,186",601,"3,071","3,170",573,508,482,"3,154","2,932","2,874","2,963","2,897","2,912",All
Jerry T Jordan,,,,,,,,,5,680,656,641,631,"3,188",665,"3,072","3,152",601,535,495,"3,148","2,881","2,909","2,935","2,822","2,910",All
Gwen Snyder,,,,,,,,,,2,"3,506","3,491","3,462",537,"3,463",636,667,"3,370","3,294","3,319",509,470,641,460,455,367,All
Ariana Flores Gordon,,,,,,,,,,,4,"3,361","3,557",503,"3,462",497,553,"3,471","3,310","3,335",497,439,500,373,320,310,All
Margaret Lenzi,,,,,,,,,,,,2,"3,307",507,"3,446",659,653,"3,238","3,277","3,263",478,532,666,467,500,404,All
Carol Rose Fleischman,,,,,,,,,,,,,6,458,"3,424",458,500,"3,433","3,244","3,308",440,390,462,370,293,308,All
Mary Jo Daley,,,,,,,,,,,,,,2,461,"3,075","3,196",434,352,337,"3,223","3,079","2,909","3,060","2,833","3,006",All
William Leopold,,,,,,,,,,,,,,,0,547,576,"3,398","3,362","3,355",481,445,555,442,355,341,All
Vincent Hughes,,,,,,,,,,,,,,,,6,"3,216",406,431,409,"3,002","2,966","3,080","2,938","3,121","2,885",All
Ken Washington,,,,,,,,,,,,,,,,,3,482,443,424,"3,134","3,014","3,117","3,008","2,995","2,972",All
Hamdi Soysal,,,,,,,,,,,,,,,,,,1,"3,259","3,272",432,357,423,338,259,266,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,0,"3,228",348,391,485,343,280,267,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,1,326,355,413,308,262,274,All
Mark Aronchick,,,,,,,,,,,,,,,,,,,,,3,"2,894","2,888","2,952","2,788","2,920",All
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,,0,"2,873","2,930","2,816","2,900",All
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,0,"2,827","2,844","2,805",All
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,,,0,"2,776","2,944",All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,,7,"2,745",All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"7,793","2,908","5,361","5,100","4,502","4,299","4,209","4,185","4,151","4,140","4,127","4,030","4,019","3,949","3,948","3,901","3,878","3,811","3,702","3,686","3,650","3,544","3,532","3,488","3,486","3,350",All
