col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 7th District - Democrat,Attorney General - Democrat,,,All
,Vincent Hughes,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Vincent Hughes,150,"2,803","1,307",370,All
Josh Shapiro,,416,0,0,All
Stephen A Zappala Jr,,,280,0,All
John Morganelli,,,,89,All
Total,"4,630","3,219","1,587",459,All
,Senator In The General Assembly 7th District - Democrat,Attorney General - Democrat,,,1
,Vincent Hughes,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,1
Vincent Hughes,4,88,37,15,1
Josh Shapiro,,18,0,0,1
Stephen A Zappala Jr,,,10,0,1
John Morganelli,,,,0,1
Total,144,106,47,15,1
,Senator In The General Assembly 7th District - Democrat,Attorney General - Democrat,,,2
,Vincent Hughes,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,2
Vincent Hughes,2,82,43,12,2
Josh Shapiro,,13,0,0,2
Stephen A Zappala Jr,,,12,0,2
John Morganelli,,,,2,2
Total,139,95,55,14,2
,Senator In The General Assembly 7th District - Democrat,Attorney General - Democrat,,,4
,Vincent Hughes,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,4
Vincent Hughes,3,52,25,9,4
Josh Shapiro,,8,0,0,4
Stephen A Zappala Jr,,,4,0,4
John Morganelli,,,,1,4
Total,89,60,29,10,4
,Senator In The General Assembly 7th District - Democrat,Attorney General - Democrat,,,5
,Vincent Hughes,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,5
Vincent Hughes,6,129,81,23,5
Josh Shapiro,,37,0,0,5
Stephen A Zappala Jr,,,27,0,5
John Morganelli,,,,2,5
Total,239,166,108,25,5
,Senator In The General Assembly 7th District - Democrat,Attorney General - Democrat,,,6
,Vincent Hughes,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,6
Vincent Hughes,6,73,32,20,6
Josh Shapiro,,9,0,0,6
Stephen A Zappala Jr,,,5,0,6
John Morganelli,,,,2,6
Total,131,82,37,22,6
,Senator In The General Assembly 7th District - Democrat,Attorney General - Democrat,,,7
,Vincent Hughes,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,7
Vincent Hughes,7,84,42,11,7
Josh Shapiro,,19,0,0,7
Stephen A Zappala Jr,,,4,0,7
John Morganelli,,,,3,7
Total,144,103,46,14,7
,Senator In The General Assembly 7th District - Democrat,Attorney General - Democrat,,,8
,Vincent Hughes,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,8
Vincent Hughes,6,60,41,10,8
