col_1,col_2,division
,United States Senator - Republican,All
,Pat Toomey,All
Pat Toomey,"1,118",All
Total,"1,118",All
,United States Senator - Republican,1
,Pat Toomey,1
Pat Toomey,54,1
Total,54,1
,United States Senator - Republican,2
,Pat Toomey,2
Pat Toomey,102,2
Total,102,2
,United States Senator - Republican,3
,Pat Toomey,3
Pat Toomey,46,3
Total,46,3
,United States Senator - Republican,4
,Pat Toomey,4
Pat Toomey,64,4
Total,64,4
,United States Senator - Republican,5
,Pat Toomey,5
Pat Toomey,82,5
Total,82,5
,United States Senator - Republican,6
,Pat Toomey,6
Pat Toomey,71,6
Total,71,6
,United States Senator - Republican,7
,Pat Toomey,7
Pat Toomey,51,7
Total,51,7
,United States Senator - Republican,8
,Pat Toomey,8
Pat Toomey,73,8
Total,73,8
,United States Senator - Republican,9
,Pat Toomey,9
Pat Toomey,30,9
Total,30,9
,United States Senator - Republican,10
,Pat Toomey,10
Pat Toomey,52,10
Total,52,10
,United States Senator - Republican,11
,Pat Toomey,11
Pat Toomey,75,11
Total,75,11
,United States Senator - Republican,12
,Pat Toomey,12
Pat Toomey,32,12
Total,32,12
,United States Senator - Republican,13
,Pat Toomey,13
Pat Toomey,76,13
Total,76,13
,United States Senator - Republican,14
,Pat Toomey,14
Pat Toomey,63,14
Total,63,14
,United States Senator - Republican,15
,Pat Toomey,15
Pat Toomey,45,15
Total,45,15
,United States Senator - Republican,16
,Pat Toomey,16
Pat Toomey,58,16
Total,58,16
,United States Senator - Republican,17
,Pat Toomey,17
Pat Toomey,55,17
Total,55,17
,United States Senator - Republican,18
,Pat Toomey,18
Pat Toomey,89,18
Total,89,18
