col_1,col_2,col_3,col_4,col_5,division
,United States Senator - Republican,Delegate To The Republican National Convention 1st District,,,All
,Pat Toomey,Christopher M Vogler,Seth Kaufer,Dave Hackett,All
Pat Toomey,44,99,81,71,All
Christopher M Vogler,,6,60,57,All
Seth Kaufer,,,2,55,All
Dave Hackett,,,,4,All
Total,183,108,85,78,All
,United States Senator - Republican,Delegate To The Republican National Convention 1st District,,,1
,Pat Toomey,Christopher M Vogler,Dave Hackett,Seth Kaufer,1
Pat Toomey,4,5,3,4,1
Christopher M Vogler,,1,3,2,1
Dave Hackett,,,0,2,1
Seth Kaufer,,,,0,1
Total,12,7,4,4,1
,United States Senator - Republican,Delegate To The Republican National Convention 1st District,,,2
,Pat Toomey,Christopher M Vogler,Dave Hackett,Seth Kaufer,2
Pat Toomey,6,10,4,4,2
Christopher M Vogler,,1,4,4,2
Dave Hackett,,,0,4,2
Seth Kaufer,,,,0,2
Total,16,11,4,4,2
,United States Senator - Republican,Delegate To The Republican National Convention 1st District,,,3
,Pat Toomey,Christopher M Vogler,Seth Kaufer,Dave Hackett,3
Pat Toomey,3,2,3,1,3
Christopher M Vogler,,1,1,1,3
Seth Kaufer,,,0,1,3
Dave Hackett,,,,1,3
Total,7,3,3,2,3
,United States Senator - Republican,Delegate To The Republican National Convention 1st District,,,4
,Pat Toomey,Christopher M Vogler,Seth Kaufer,Dave Hackett,4
Pat Toomey,4,7,6,5,4
Christopher M Vogler,,0,5,5,4
Seth Kaufer,,,0,5,4
Dave Hackett,,,,0,4
Total,12,7,6,5,4
,United States Senator - Republican,Delegate To The Republican National Convention 1st District,,,5
,Pat Toomey,Christopher M Vogler,Seth Kaufer,Dave Hackett,5
Pat Toomey,1,6,5,2,5
Christopher M Vogler,,0,3,2,5
Seth Kaufer,,,0,2,5
Dave Hackett,,,,0,5
Total,9,6,5,2,5
,United States Senator - Republican,Delegate To The Republican National Convention 1st District,,,6
,Pat Toomey,Christopher M Vogler,Seth Kaufer,Dave Hackett,6
Pat Toomey,1,8,8,4,6
Christopher M Vogler,,0,5,4,6
