col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,H Douglass Brown,Anne Wakabayashi,Peter Cutty,Amanda Mcillmurray,Blake Rutherford,Jennifer Lentz,Maria Quinones Sanchez,Leanne Krueger Braneky,Kat Richter,Katherine Hunter Snyder,Cathy Brady,Angel Cruz,Ryan N Boyer,Ted Kirsch,Jacob Adeniran,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Thaddeus Kirkland,26,536,"2,533",554,530,"2,557","2,364","2,349","2,322",441,426,"2,258","2,239","2,281","2,168",373,"1,523",964,408,192,All
H Douglass Brown,,30,527,"2,628","2,544",409,544,468,391,"2,401","2,377",351,368,357,320,"2,288","1,019",757,"1,011",176,All
Anne Wakabayashi,,,2,539,600,"2,364","2,444","2,434","2,400",516,494,"2,315","2,234","2,276","2,170",419,"1,515",911,334,74,All
Peter Cutty,,,,12,"2,446",425,566,469,406,"2,323","2,300",350,394,375,348,"2,237",951,706,942,137,All
Amanda Mcillmurray,,,,,4,391,614,533,454,"2,460","2,415",417,421,378,375,"2,305","1,024",720,856,94,All
Blake Rutherford,,,,,,7,"2,266","2,197","2,192",314,313,"2,195","2,136","2,233","2,104",266,"1,372",868,337,114,All
Jennifer Lentz,,,,,,,0,"2,285","2,282",535,525,"2,265","2,236","2,199","2,160",461,"1,442",860,340,76,All
Maria Quinones Sanchez,,,,,,,,3,"2,310",474,497,"2,245","2,268","2,131","2,166",435,"1,455",856,313,62,All
Leanne Krueger Braneky,,,,,,,,,0,396,390,"2,224","2,161","2,126","2,123",329,"1,383",820,282,67,All
Kat Richter,,,,,,,,,,0,"2,368",339,382,332,340,"2,261",945,650,831,79,All
Katherine Hunter Snyder,,,,,,,,,,,1,350,388,325,347,"2,247",948,635,817,82,All
Cathy Brady,,,,,,,,,,,,1,"2,147","2,122","2,099",280,"1,352",801,288,54,All
Angel Cruz,,,,,,,,,,,,,0,"2,105","2,146",339,"1,327",797,279,67,All
Ryan N Boyer,,,,,,,,,,,,,,1,"2,061",278,"1,293",803,272,63,All
Ted Kirsch,,,,,,,,,,,,,,,1,297,"1,261",777,277,60,All
Jacob Adeniran,,,,,,,,,,,,,,,,2,863,598,783,76,All
Katie Mcginty,,,,,,,,,,,,,,,,,223,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,207,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,111,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,47,All
Total,"3,225","3,145","2,918","2,901","2,828","2,803","2,794","2,780","2,634","2,630","2,604","2,569","2,547","2,505","2,448","2,439","2,816","1,916","1,534",396,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Jennifer Lentz,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Ryan N Boyer,Maria Quinones Sanchez,Cathy Brady,Leanne Krueger Braneky,Angel Cruz,Kat Richter,Ted Kirsch,Katherine Hunter Snyder,Jacob Adeniran,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Thaddeus Kirkland,0,20,85,82,22,22,77,76,74,72,75,75,16,69,12,11,53,35,11,1,1
H Douglass Brown,,0,18,19,76,73,14,18,14,14,11,10,69,12,69,66,35,23,28,4,1
Blake Rutherford,,,1,77,20,19,74,73,68,67,72,68,17,64,12,9,48,32,10,1,1
Jennifer Lentz,,,,0,19,22,76,76,74,75,75,75,19,72,14,13,49,33,9,1,1
Peter Cutty,,,,,0,70,17,19,16,14,14,14,65,13,64,61,34,23,26,1,1
Amanda Mcillmurray,,,,,,0,17,20,19,17,12,12,73,15,70,66,32,26,23,1,1
Anne Wakabayashi,,,,,,,0,72,70,70,75,68,13,66,9,6,45,33,7,0,1
Ryan N Boyer,,,,,,,,0,66,69,70,71,18,67,14,12,47,29,9,0,1
Maria Quinones Sanchez,,,,,,,,,0,70,73,71,13,72,13,12,46,29,8,1,1
Cathy Brady,,,,,,,,,,0,70,68,10,64,11,8,44,31,8,0,1
Leanne Krueger Braneky,,,,,,,,,,,0,72,11,68,8,6,45,30,8,0,1
Angel Cruz,,,,,,,,,,,,0,10,71,8,9,44,29,8,0,1
Kat Richter,,,,,,,,,,,,,0,12,68,64,30,25,21,1,1
Ted Kirsch,,,,,,,,,,,,,,0,12,11,42,31,5,0,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,67,27,21,22,2,1
Jacob Adeniran,,,,,,,,,,,,,,,,0,24,21,21,2,1
Katie Mcginty,,,,,,,,,,,,,,,,,12,0,0,0,1
Joe Sestak,,,,,,,,,,,,,,,,,,14,0,0,1
John Fetterman,,,,,,,,,,,,,,,,,,,2,0,1
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,1,1
Total,101,95,93,92,89,85,85,85,84,83,83,81,80,78,75,71,97,72,42,6,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,2
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Thaddeus Kirkland,Katherine Hunter Snyder,Anne Wakabayashi,Blake Rutherford,Leanne Krueger Braneky,Maria Quinones Sanchez,Angel Cruz,Cathy Brady,Jennifer Lentz,Ryan N Boyer,Ted Kirsch,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,2
H Douglass Brown,1,81,77,69,67,17,60,19,13,16,13,11,13,17,14,9,24,40,22,3,2
Peter Cutty,,0,74,67,65,21,59,20,16,18,15,13,14,18,16,11,25,35,21,2,2
Amanda Mcillmurray,,,0,71,67,20,61,21,16,19,16,14,16,19,16,13,28,30,22,1,2
Kat Richter,,,,0,63,14,55,13,10,11,10,12,9,12,10,9,23,31,17,1,2
Jacob Adeniran,,,,,0,7,54,10,5,10,9,9,9,11,8,6,21,27,17,1,2
Thaddeus Kirkland,,,,,,0,9,47,48,40,41,42,42,39,40,40,27,15,19,3,2
Katherine Hunter Snyder,,,,,,,0,10,6,12,7,9,7,11,8,7,20,25,14,1,2
Anne Wakabayashi,,,,,,,,0,43,45,46,42,44,43,42,38,23,12,19,1,2
Blake Rutherford,,,,,,,,,1,37,42,36,37,37,42,35,25,12,12,1,2
Leanne Krueger Braneky,,,,,,,,,,0,37,35,37,39,38,35,21,11,15,1,2
Maria Quinones Sanchez,,,,,,,,,,,0,39,39,36,38,35,22,9,15,1,2
Angel Cruz,,,,,,,,,,,,0,38,37,35,36,21,8,16,1,2
Cathy Brady,,,,,,,,,,,,,0,39,35,34,21,8,17,0,2
Jennifer Lentz,,,,,,,,,,,,,,0,37,34,21,9,17,0,2
Ryan N Boyer,,,,,,,,,,,,,,,0,33,20,11,13,0,2
Ted Kirsch,,,,,,,,,,,,,,,,0,21,11,10,0,2
Katie Mcginty,,,,,,,,,,,,,,,,,10,0,0,0,2
John Fetterman,,,,,,,,,,,,,,,,,,7,0,0,2
Joe Sestak,,,,,,,,,,,,,,,,,,,5,0,2
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,1,2
Total,93,86,83,74,68,68,61,59,56,51,51,50,50,50,48,46,61,58,42,6,2
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,3
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Jennifer Lentz,Thaddeus Kirkland,Blake Rutherford,Cathy Brady,Maria Quinones Sanchez,Anne Wakabayashi,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Ryan N Boyer,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,3
H Douglass Brown,1,81,77,77,74,72,17,11,13,14,9,12,10,8,10,8,29,35,19,6,3
Peter Cutty,,0,75,74,72,72,20,13,15,14,9,12,12,9,12,9,28,32,17,5,3
Amanda Mcillmurray,,,0,75,76,72,18,10,10,12,8,10,11,7,10,5,27,30,17,5,3
Katherine Hunter Snyder,,,,0,75,72,15,8,11,11,8,11,9,10,10,7,28,30,16,4,3
Kat Richter,,,,,0,71,17,9,10,10,6,10,11,8,11,6,27,30,16,4,3
Jacob Adeniran,,,,,,0,14,10,11,11,8,8,10,8,11,5,25,29,15,4,3
Jennifer Lentz,,,,,,,0,36,39,38,35,37,37,36,35,34,32,6,11,3,3
Thaddeus Kirkland,,,,,,,,0,38,36,33,32,34,31,33,32,28,10,11,3,3
Blake Rutherford,,,,,,,,,1,37,33,35,33,33,31,35,28,6,11,2,3
Cathy Brady,,,,,,,,,,0,39,36,34,32,33,33,31,2,12,1,3
Maria Quinones Sanchez,,,,,,,,,,,0,35,31,33,31,32,29,5,11,0,3
Anne Wakabayashi,,,,,,,,,,,,0,32,30,30,30,27,4,10,2,3
Leanne Krueger Braneky,,,,,,,,,,,,,0,28,31,30,25,4,10,2,3
Angel Cruz,,,,,,,,,,,,,,0,33,31,26,5,8,1,3
Ted Kirsch,,,,,,,,,,,,,,,0,28,25,5,9,1,3
Ryan N Boyer,,,,,,,,,,,,,,,,0,25,3,9,1,3
Katie Mcginty,,,,,,,,,,,,,,,,,8,0,0,0,3
John Fetterman,,,,,,,,,,,,,,,,,,7,0,0,3
Joe Sestak,,,,,,,,,,,,,,,,,,,5,0,3
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,3,3
Total,94,86,82,81,80,76,52,52,48,46,45,43,41,40,40,38,67,55,33,10,3
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,4
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Anne Wakabayashi,Blake Rutherford,Jennifer Lentz,Maria Quinones Sanchez,Leanne Krueger Braneky,Ted Kirsch,Ryan N Boyer,Cathy Brady,Angel Cruz,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,4
H Douglass Brown,1,101,94,93,88,81,16,20,13,16,15,11,14,12,5,8,53,31,21,9,4
Peter Cutty,,1,89,90,87,80,17,19,15,16,15,12,15,13,5,10,48,26,22,8,4
Amanda Mcillmurray,,,2,90,87,78,14,22,12,18,17,14,16,15,7,11,47,27,19,5,4
Kat Richter,,,,0,91,82,14,19,12,17,15,14,15,13,9,9,49,27,18,4,4
Katherine Hunter Snyder,,,,,0,80,10,14,8,14,17,12,13,9,7,10,45,29,17,4,4
Jacob Adeniran,,,,,,0,9,15,8,11,16,11,14,9,8,10,41,27,16,2,4
Thaddeus Kirkland,,,,,,,1,63,62,58,52,53,50,56,51,43,13,35,20,10,4
Anne Wakabayashi,,,,,,,,0,56,63,57,56,54,57,53,45,16,34,18,5,4
Blake Rutherford,,,,,,,,,0,54,48,50,48,50,45,44,12,27,19,11,4
Jennifer Lentz,,,,,,,,,,0,52,53,52,53,48,44,14,28,19,7,4
Maria Quinones Sanchez,,,,,,,,,,,0,58,53,49,53,47,13,33,17,4,4
