col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Senator In The General Assembly 1st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,All
,Lawrence M Farnese Jr,John H Morley Jr,Dwight Evans,Dan Muroff,Chaka Fattah,Brian Anthony Gordon,All
Lawrence M Farnese Jr,3,0,36,36,24,20,All
John H Morley Jr,,0,14,15,18,12,All
Dwight Evans,,,7,0,0,0,All
Dan Muroff,,,,5,0,0,All
Chaka Fattah,,,,,8,0,All
Brian Anthony Gordon,,,,,,5,All
Total,119,59,57,56,50,37,All
,Senator In The General Assembly 1st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,15
,Lawrence M Farnese Jr,John H Morley Jr,Dwight Evans,Dan Muroff,Chaka Fattah,Brian Anthony Gordon,15
Lawrence M Farnese Jr,3,0,36,36,24,20,15
John H Morley Jr,,0,14,15,18,12,15
Dwight Evans,,,7,0,0,0,15
Dan Muroff,,,,5,0,0,15
Chaka Fattah,,,,,8,0,15
Brian Anthony Gordon,,,,,,5,15
Total,119,59,57,56,50,37,15
