col_1,col_2,col_3,col_4,division
,President Of The United States - Democrat,,,All
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,All
Bernie Sanders,"4,092",0,0,All
Hillary Clinton,,"3,973",0,All
Roque Rocky De La Fuente,,,77,All
Total,"4,092","3,973",77,All
,President Of The United States - Democrat,,,1
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,1
Bernie Sanders,62,0,0,1
Hillary Clinton,,45,0,1
Roque Rocky De La Fuente,,,0,1
Total,62,45,0,1
,President Of The United States - Democrat,,,2
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,2
Bernie Sanders,57,0,0,2
Hillary Clinton,,56,0,2
Roque Rocky De La Fuente,,,1,2
Total,57,56,1,2
,President Of The United States - Democrat,,,3
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,3
Bernie Sanders,122,0,0,3
Hillary Clinton,,105,0,3
Roque Rocky De La Fuente,,,1,3
Total,122,105,1,3
,President Of The United States - Democrat,,,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,4
Hillary Clinton,51,0,0,4
Bernie Sanders,,45,0,4
Roque Rocky De La Fuente,,,2,4
Total,51,45,2,4
,President Of The United States - Democrat,,,5
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,5
Bernie Sanders,87,0,0,5
Hillary Clinton,,80,0,5
Roque Rocky De La Fuente,,,0,5
Total,87,80,0,5
,President Of The United States - Democrat,,,6
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,6
Hillary Clinton,98,0,0,6
Bernie Sanders,,92,0,6
Roque Rocky De La Fuente,,,3,6
Total,98,92,3,6
,President Of The United States - Democrat,,,7
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,7
Hillary Clinton,164,0,0,7
Bernie Sanders,,143,0,7
Roque Rocky De La Fuente,,,3,7
Total,164,143,3,7
,President Of The United States - Democrat,,,8
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,8
Bernie Sanders,123,0,0,8
Hillary Clinton,,91,0,8
Roque Rocky De La Fuente,,,3,8
Total,123,91,3,8
,President Of The United States - Democrat,,,9
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,9
Hillary Clinton,90,0,0,9
Bernie Sanders,,66,0,9
Roque Rocky De La Fuente,,,3,9
Total,90,66,3,9
,President Of The United States - Democrat,,,10
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,10
Hillary Clinton,124,0,0,10
Bernie Sanders,,74,0,10
Roque Rocky De La Fuente,,,0,10
Total,124,74,0,10
,President Of The United States - Democrat,,,11
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,11
Hillary Clinton,39,0,0,11
Bernie Sanders,,38,0,11
Roque Rocky De La Fuente,,,1,11
Total,39,38,1,11
,President Of The United States - Democrat,,,12
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,12
Bernie Sanders,48,0,0,12
Hillary Clinton,,40,0,12
Roque Rocky De La Fuente,,,2,12
Total,48,40,2,12
,President Of The United States - Democrat,,,13
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,13
Hillary Clinton,106,0,0,13
Bernie Sanders,,67,0,13
Roque Rocky De La Fuente,,,1,13
Total,106,67,1,13
,President Of The United States - Democrat,,,14
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,14
Bernie Sanders,45,0,0,14
Hillary Clinton,,33,0,14
Roque Rocky De La Fuente,,,3,14
Total,45,33,3,14
,President Of The United States - Democrat,,,15
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,15
Hillary Clinton,145,0,0,15
Bernie Sanders,,132,0,15
Roque Rocky De La Fuente,,,4,15
Total,145,132,4,15
,President Of The United States - Democrat,,,16
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,16
Hillary Clinton,56,0,0,16
Bernie Sanders,,30,0,16
Roque Rocky De La Fuente,,,0,16
Total,56,30,0,16
,President Of The United States - Democrat,,,17
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,17
Hillary Clinton,63,0,0,17
Bernie Sanders,,52,0,17
Roque Rocky De La Fuente,,,1,17
Total,63,52,1,17
,President Of The United States - Democrat,,,18
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,18
Hillary Clinton,51,0,0,18
Bernie Sanders,,39,0,18
Roque Rocky De La Fuente,,,1,18
Total,51,39,1,18
,President Of The United States - Democrat,,,19
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,19
Bernie Sanders,64,0,0,19
Hillary Clinton,,36,0,19
Roque Rocky De La Fuente,,,0,19
Total,64,36,0,19
,President Of The United States - Democrat,,,20
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,20
Hillary Clinton,135,0,0,20
Bernie Sanders,,132,0,20
Roque Rocky De La Fuente,,,0,20
Total,135,132,0,20
,President Of The United States - Democrat,,,21
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,21
Bernie Sanders,144,0,0,21
Hillary Clinton,,142,0,21
Roque Rocky De La Fuente,,,5,21
Total,144,142,5,21
,President Of The United States - Democrat,,,22
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,22
Bernie Sanders,110,0,0,22
Hillary Clinton,,70,0,22
Roque Rocky De La Fuente,,,1,22
Total,110,70,1,22
,President Of The United States - Democrat,,,23
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,23
Hillary Clinton,59,0,0,23
Bernie Sanders,,42,0,23
Roque Rocky De La Fuente,,,3,23
Total,59,42,3,23
,President Of The United States - Democrat,,,24
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,24
Hillary Clinton,179,0,0,24
Bernie Sanders,,88,0,24
Roque Rocky De La Fuente,,,1,24
Total,179,88,1,24
,President Of The United States - Democrat,,,25
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,25
Bernie Sanders,108,0,0,25
Hillary Clinton,,75,0,25
Roque Rocky De La Fuente,,,4,25
Total,108,75,4,25
,President Of The United States - Democrat,,,26
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,26
Bernie Sanders,130,0,0,26
Hillary Clinton,,99,0,26
Roque Rocky De La Fuente,,,1,26
Total,130,99,1,26
,President Of The United States - Democrat,,,27
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,27
