col_1,col_2,col_3,col_4,division
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,All
,Joe Torsella,Jared Solomon,Mark B Cohen,All
Joe Torsella,28,713,586,All
Jared Solomon,,236,0,All
Mark B Cohen,,,205,All
Total,"1,327",949,791,All
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,1
,Joe Torsella,Mark B Cohen,Jared Solomon,1
Joe Torsella,5,87,59,1
Mark B Cohen,,34,0,1
Jared Solomon,,,14,1
Total,151,121,73,1
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,2
,Joe Torsella,Jared Solomon,Mark B Cohen,2
Joe Torsella,2,80,54,2
Jared Solomon,,23,0,2
Mark B Cohen,,,16,2
Total,136,103,70,2
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,3
,Joe Torsella,Jared Solomon,Mark B Cohen,3
Joe Torsella,2,68,50,3
Jared Solomon,,31,0,3
Mark B Cohen,,,24,3
Total,120,99,74,3
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,4
,Joe Torsella,Mark B Cohen,Jared Solomon,4
Joe Torsella,3,59,43,4
Mark B Cohen,,17,0,4
Jared Solomon,,,14,4
Total,105,76,57,4
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,5
,Joe Torsella,Jared Solomon,Mark B Cohen,5
Joe Torsella,6,84,45,5
Jared Solomon,,45,0,5
Mark B Cohen,,,18,5
Total,135,129,63,5
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,6
,Joe Torsella,Jared Solomon,Mark B Cohen,6
Joe Torsella,0,82,74,6
Jared Solomon,,16,0,6
Mark B Cohen,,,23,6
Total,156,98,97,6
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,7
,Joe Torsella,Jared Solomon,Mark B Cohen,7
Joe Torsella,4,87,70,7
Jared Solomon,,33,0,7
Mark B Cohen,,,23,7
Total,161,120,93,7
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,8
,Joe Torsella,Jared Solomon,Mark B Cohen,8
Joe Torsella,0,82,66,8
Jared Solomon,,13,0,8
Mark B Cohen,,,18,8
Total,148,95,84,8
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,12
,Joe Torsella,Jared Solomon,Mark B Cohen,12
Joe Torsella,4,61,42,12
Jared Solomon,,23,0,12
Mark B Cohen,,,16,12
Total,107,84,58,12
,State Treasurer - Democrat,Representative In The General Assembly 202nd District - Democrat,,32
,Joe Torsella,Jared Solomon,Mark B Cohen,32
Joe Torsella,2,67,39,32
Jared Solomon,,24,0,32
Mark B Cohen,,,16,32
Total,108,91,55,32
