col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 177th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Joe Hohenstein,H Douglass Brown,Thaddeus Kirkland,Peter Cutty,Amanda Mcillmurray,Kat Richter,Blake Rutherford,Katherine Hunter Snyder,Jacob Adeniran,Anne Wakabayashi,Jennifer Lentz,Cathy Brady,Ryan N Boyer,Maria Quinones Sanchez,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,All
Joe Hohenstein,294,"2,207","2,194","1,927","1,857","1,632","1,750","1,605","1,497","1,534","1,523","1,460","1,431","1,439","1,365","1,320","1,285",All
H Douglass Brown,,92,522,"2,094","1,994","1,830",424,"1,785","1,705",378,434,336,340,318,297,280,250,All
Thaddeus Kirkland,,,114,497,465,337,"1,731",334,286,"1,525","1,428","1,405","1,415","1,354","1,384","1,265","1,239",All
Peter Cutty,,,,36,"1,888","1,728",409,"1,695","1,647",375,432,329,343,302,291,280,268,All
Amanda Mcillmurray,,,,,13,"1,900",362,"1,844","1,747",424,502,392,373,356,347,319,308,All
Kat Richter,,,,,,6,267,"1,762","1,693",316,390,269,292,307,264,263,259,All
Blake Rutherford,,,,,,,37,256,219,"1,373","1,331","1,309","1,321","1,202","1,234","1,189","1,159",All
Katherine Hunter Snyder,,,,,,,,2,"1,648",311,350,295,289,319,253,283,267,All
Jacob Adeniran,,,,,,,,,0,268,329,228,254,274,221,243,238,All
Anne Wakabayashi,,,,,,,,,,5,"1,385","1,375","1,343","1,300","1,353","1,234","1,191",All
Jennifer Lentz,,,,,,,,,,,4,"1,341","1,315","1,248","1,282","1,243","1,215",All
Cathy Brady,,,,,,,,,,,,10,"1,298","1,263","1,281","1,234","1,207",All
Ryan N Boyer,,,,,,,,,,,,,14,"1,184","1,213","1,183","1,160",All
Maria Quinones Sanchez,,,,,,,,,,,,,,6,"1,269","1,235","1,172",All
Leanne Krueger Braneky,,,,,,,,,,,,,,,3,"1,165","1,137",All
Angel Cruz,,,,,,,,,,,,,,,,3,"1,168",All
Ted Kirsch,,,,,,,,,,,,,,,,,5,All
Total,"4,723","2,763","2,602","2,411","2,290","2,034","2,033","1,985","1,854","1,771","1,729","1,684","1,655","1,649","1,583","1,503","1,463",All
