col_1,col_2,col_3,division
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,All
,Jim Pio,John Brown,All
Jim Pio,212,"1,156",All
John Brown,,107,All
Total,"1,368","1,263",All
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,1
,Jim Pio,John Brown,1
Jim Pio,10,84,1
John Brown,,7,1
Total,94,91,1
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,2
,Jim Pio,John Brown,2
Jim Pio,19,69,2
John Brown,,9,2
Total,88,78,2
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,3
,Jim Pio,John Brown,3
Jim Pio,25,109,3
John Brown,,8,3
Total,134,117,3
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,4
,Jim Pio,John Brown,4
Jim Pio,10,72,4
John Brown,,8,4
Total,82,80,4
,Auditor General - Republican,Representative In The General Assembly 172nd District - Republican,5
,John Brown,Jim Pio,5
John Brown,11,54,5
Jim Pio,,10,5
Total,65,64,5
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,6
,Jim Pio,John Brown,6
Jim Pio,18,53,6
John Brown,,4,6
Total,71,57,6
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,7
,Jim Pio,John Brown,7
Jim Pio,7,17,7
John Brown,,2,7
Total,24,19,7
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,8
,Jim Pio,John Brown,8
Jim Pio,12,65,8
John Brown,,4,8
Total,77,69,8
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,9
,Jim Pio,John Brown,9
Jim Pio,10,78,9
John Brown,,4,9
Total,88,82,9
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,10
,Jim Pio,John Brown,10
Jim Pio,16,79,10
John Brown,,8,10
Total,95,87,10
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,11
,Jim Pio,John Brown,11
Jim Pio,13,86,11
John Brown,,7,11
Total,99,93,11
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,12
,Jim Pio,John Brown,12
Jim Pio,10,53,12
John Brown,,5,12
Total,63,58,12
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,13
,Jim Pio,John Brown,13
Jim Pio,9,62,13
John Brown,,7,13
Total,71,69,13
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,14
,Jim Pio,John Brown,14
Jim Pio,10,65,14
John Brown,,5,14
Total,75,70,14
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,15
,Jim Pio,John Brown,15
Jim Pio,9,54,15
John Brown,,2,15
Total,63,56,15
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,22
,Jim Pio,John Brown,22
Jim Pio,3,37,22
John Brown,,3,22
Total,40,40,22
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,23
,Jim Pio,John Brown,23
Jim Pio,17,87,23
John Brown,,10,23
Total,104,97,23
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,25
,Jim Pio,John Brown,25
Jim Pio,4,32,25
John Brown,,3,25
Total,36,35,25
