col_1,col_2,col_3,col_4,col_5,division
,Auditor General - Republican,Delegate To The Republican National Convention 1st District,,,All
,John Brown,Christopher M Vogler,Seth Kaufer,Dave Hackett,All
John Brown,5,18,16,14,All
Christopher M Vogler,,1,14,12,All
Seth Kaufer,,,0,13,All
Dave Hackett,,,,1,All
Total,26,19,16,15,All
,Auditor General - Republican,Delegate To The Republican National Convention 1st District,,,1
,John Brown,Christopher M Vogler,Seth Kaufer,Dave Hackett,1
John Brown,2,8,7,5,1
Christopher M Vogler,,0,6,4,1
Seth Kaufer,,,0,4,1
Dave Hackett,,,,0,1
Total,12,8,7,5,1
,Delegate To The Republican National Convention 1st District,,,Auditor General - Republican,2
,Dave Hackett,Seth Kaufer,Christopher M Vogler,John Brown,2
Dave Hackett,0,1,0,1,2
Seth Kaufer,,0,0,1,2
Christopher M Vogler,,,0,0,2
John Brown,,,,0,2
Total,1,1,0,1,2
,Auditor General - Republican,Delegate To The Republican National Convention 1st District,,,5
,John Brown,Christopher M Vogler,Dave Hackett,Seth Kaufer,5
John Brown,1,1,1,1,5
Christopher M Vogler,,0,1,1,5
Dave Hackett,,,0,1,5
Seth Kaufer,,,,0,5
Total,2,1,1,1,5
,Delegate To The Republican National Convention 1st District,,,Auditor General - Republican,9
,Christopher M Vogler,Dave Hackett,Seth Kaufer,John Brown,9
Christopher M Vogler,0,3,3,3,9
Dave Hackett,,0,3,3,9
Seth Kaufer,,,0,3,9
John Brown,,,,0,9
Total,3,3,3,3,9
,Auditor General - Republican,Delegate To The Republican National Convention 1st District,,,10
,John Brown,Christopher M Vogler,Dave Hackett,Seth Kaufer,10
John Brown,2,5,3,3,10
Christopher M Vogler,,0,3,3,10
Dave Hackett,,,1,3,10
Seth Kaufer,,,,0,10
Total,7,5,4,3,10
,Delegate To The Republican National Convention 1st District,,,Auditor General - Republican,11
,Christopher M Vogler,Dave Hackett,Seth Kaufer,John Brown,11
Christopher M Vogler,1,1,1,1,11
Dave Hackett,,0,1,1,11
Seth Kaufer,,,0,1,11
John Brown,,,,0,11
Total,2,1,1,1,11
