col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Attorney General - Democrat,,,All
,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,H Douglass Brown,Jennifer Lentz,Maria Quinones Sanchez,Ryan N Boyer,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ted Kirsch,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,All
Thaddeus Kirkland,52,"1,732","1,344",500,"1,260","1,250","1,253","1,248","1,201","1,180","1,109",528,331,231,230,196,"1,310","1,065",297,All
Blake Rutherford,,11,"1,225",426,"1,195","1,103","1,204","1,106","1,140","1,102","1,061",438,251,184,165,141,"1,000",753,167,All
Anne Wakabayashi,,,5,238,"1,177","1,161","1,186","1,177","1,120","1,085","1,033",243,229,172,154,127,755,601,80,All
H Douglass Brown,,,,21,297,185,227,209,208,209,137,910,736,635,597,557,555,648,152,All
Jennifer Lentz,,,,,4,"1,072","1,158","1,093","1,088","1,107","1,035",311,308,220,220,195,722,584,67,All
Maria Quinones Sanchez,,,,,,3,"1,052","1,153","1,089","1,128","1,068",210,198,163,187,158,703,583,60,All
Ryan N Boyer,,,,,,,1,"1,079","1,093","1,071","1,020",250,217,174,160,140,705,562,66,All
Leanne Krueger Braneky,,,,,,,,1,"1,089","1,084","1,028",236,221,166,165,145,701,555,72,All
Cathy Brady,,,,,,,,,4,"1,101","1,051",210,197,137,145,93,670,566,66,All
Angel Cruz,,,,,,,,,,1,"1,077",238,217,172,204,164,665,568,58,All
Ted Kirsch,,,,,,,,,,,1,163,135,123,131,110,622,513,47,All
Peter Cutty,,,,,,,,,,,,5,695,592,577,555,468,519,124,All
Amanda Mcillmurray,,,,,,,,,,,,,2,654,620,574,355,440,65,All
Kat Richter,,,,,,,,,,,,,,0,571,560,297,360,56,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,524,294,350,45,All
Jacob Adeniran,,,,,,,,,,,,,,,,1,263,319,37,All
Stephen A Zappala Jr,,,,,,,,,,,,,,,,,286,0,0,All
Josh Shapiro,,,,,,,,,,,,,,,,,,247,0,All
John Morganelli,,,,,,,,,,,,,,,,,,,62,All
Total,"2,820","2,019","1,503","1,438","1,431","1,404","1,385","1,383","1,355","1,344","1,225","1,169",900,746,723,652,"2,174","1,978",488,All
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Leanne Krueger Braneky,Peter Cutty,Cathy Brady,Jennifer Lentz,Maria Quinones Sanchez,Ryan N Boyer,Angel Cruz,Amanda Mcillmurray,Ted Kirsch,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,1
Stephen A Zappala Jr,18,0,0,51,41,22,24,27,23,27,25,24,26,24,15,21,11,10,10,1
Josh Shapiro,,10,0,23,19,18,15,13,14,11,12,14,11,11,9,7,9,9,9,1
John Morganelli,,,4,7,3,5,4,3,3,2,1,1,1,2,3,0,3,2,1,1
Thaddeus Kirkland,,,,7,48,12,40,38,15,36,36,36,37,34,9,26,7,4,6,1
Blake Rutherford,,,,,0,14,39,36,13,37,35,30,36,34,10,29,8,8,7,1
H Douglass Brown,,,,,,3,9,10,34,10,7,8,7,5,25,1,22,19,18,1
Anne Wakabayashi,,,,,,,1,38,9,36,35,34,35,35,9,28,9,7,6,1
Leanne Krueger Braneky,,,,,,,,0,12,39,35,34,37,33,11,29,8,8,7,1
Peter Cutty,,,,,,,,,2,11,9,10,8,8,23,2,19,17,17,1
Cathy Brady,,,,,,,,,,0,35,30,34,33,11,28,8,6,6,1
Jennifer Lentz,,,,,,,,,,,1,29,34,32,8,27,7,6,7,1
Maria Quinones Sanchez,,,,,,,,,,,,0,29,30,9,24,8,5,7,1
Ryan N Boyer,,,,,,,,,,,,,0,33,5,28,4,3,5,1
Angel Cruz,,,,,,,,,,,,,,0,7,26,6,4,5,1
Amanda Mcillmurray,,,,,,,,,,,,,,,0,2,22,19,18,1
Ted Kirsch,,,,,,,,,,,,,,,,0,3,4,2,1
Kat Richter,,,,,,,,,,,,,,,,,0,20,17,1
Jacob Adeniran,,,,,,,,,,,,,,,,,,1,14,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,,0,1
Total,96,55,17,91,67,54,49,46,46,43,42,41,41,39,30,30,25,24,22,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Attorney General - Democrat,,,2
,Thaddeus Kirkland,Blake Rutherford,Cathy Brady,H Douglass Brown,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Ryan N Boyer,Angel Cruz,Leanne Krueger Braneky,Ted Kirsch,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,2
Thaddeus Kirkland,2,69,44,22,49,49,48,48,45,43,37,18,13,11,6,6,58,51,17,2
Blake Rutherford,,0,40,18,40,43,46,42,39,35,33,16,8,8,5,4,41,32,9,2
Cathy Brady,,,0,7,43,40,42,40,43,37,37,5,8,11,1,2,28,28,1,2
H Douglass Brown,,,,0,8,7,10,8,8,4,4,32,25,20,17,15,21,31,3,2
