col_1,col_2,col_3,division
,Representative In Congress 1st District - Republican,Senator In The General Assembly 5th District - Republican,All
,Deborah Williams,Ross Feinberg,All
Deborah Williams,9,28,All
Ross Feinberg,,2,All
Total,37,30,All
,Representative In Congress 1st District - Republican,Senator In The General Assembly 5th District - Republican,3
,Deborah Williams,Ross Feinberg,3
Deborah Williams,2,1,3
Ross Feinberg,,0,3
Total,3,1,3
,Senator In The General Assembly 5th District - Republican,Representative In Congress 1st District - Republican,14
,Ross Feinberg,Deborah Williams,14
Ross Feinberg,2,2,14
Deborah Williams,,1,14
Total,4,3,14
,Representative In Congress 1st District - Republican,Senator In The General Assembly 5th District - Republican,15
,Deborah Williams,Ross Feinberg,15
Deborah Williams,1,5,15
Ross Feinberg,,0,15
Total,6,5,15
,Representative In Congress 1st District - Republican,Senator In The General Assembly 5th District - Republican,16
,Deborah Williams,Ross Feinberg,16
Deborah Williams,1,6,16
Ross Feinberg,,0,16
Total,7,6,16
,Representative In Congress 1st District - Republican,Senator In The General Assembly 5th District - Republican,19
,Deborah Williams,Ross Feinberg,19
Deborah Williams,1,5,19
Ross Feinberg,,0,19
Total,6,5,19
,Representative In Congress 1st District - Republican,Senator In The General Assembly 5th District - Republican,20
,Deborah Williams,Ross Feinberg,20
Deborah Williams,1,3,20
Ross Feinberg,,0,20
Total,4,3,20
,Representative In Congress 1st District - Republican,Senator In The General Assembly 5th District - Republican,21
,Deborah Williams,Ross Feinberg,21
Deborah Williams,2,6,21
Ross Feinberg,,0,21
Total,8,6,21
