col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Cathy Brady,Jennifer Lentz,Anne Wakabayashi,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Ryan N Boyer,All
Josh Shapiro,7,0,0,50,43,42,40,41,38,37,30,28,29,27,23,22,24,22,22,All
Stephen A Zappala Jr,,3,0,24,20,19,19,17,17,16,14,12,9,9,11,13,8,10,7,All
John Morganelli,,,1,14,10,11,10,10,10,8,4,1,0,1,1,1,2,1,2,All
H Douglass Brown,,,,0,73,70,70,72,69,12,9,12,8,8,9,10,9,9,7,All
Amanda Mcillmurray,,,,,0,67,72,73,69,12,9,14,10,11,8,11,10,9,9,All
Peter Cutty,,,,,,1,64,66,64,14,13,13,10,9,9,11,10,10,8,All
Katherine Hunter Snyder,,,,,,,0,69,65,10,9,11,8,8,8,8,9,9,7,All
Kat Richter,,,,,,,,0,69,11,8,11,8,8,8,9,8,9,6,All
Jacob Adeniran,,,,,,,,,0,10,7,11,7,7,7,9,8,8,6,All
Thaddeus Kirkland,,,,,,,,,,2,42,32,31,31,32,28,26,28,28,All
Blake Rutherford,,,,,,,,,,,1,32,30,30,32,28,28,29,28,All
Maria Quinones Sanchez,,,,,,,,,,,,0,33,33,30,32,33,29,29,All
Cathy Brady,,,,,,,,,,,,,0,31,29,27,29,27,26,All
Jennifer Lentz,,,,,,,,,,,,,,0,31,31,28,29,26,All
Anne Wakabayashi,,,,,,,,,,,,,,,1,31,24,29,26,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,,0,28,30,26,All
Angel Cruz,,,,,,,,,,,,,,,,,0,28,25,All
Ted Kirsch,,,,,,,,,,,,,,,,,,0,23,All
Ryan N Boyer,,,,,,,,,,,,,,,,,,,0,All
Total,98,47,20,94,79,79,74,73,69,67,53,45,41,40,39,39,36,35,34,All
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Cathy Brady,Jennifer Lentz,Anne Wakabayashi,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Ryan N Boyer,1
Josh Shapiro,7,0,0,50,43,42,40,41,38,37,30,28,29,27,23,22,24,22,22,1
Stephen A Zappala Jr,,3,0,24,20,19,19,17,17,16,14,12,9,9,11,13,8,10,7,1
John Morganelli,,,1,14,10,11,10,10,10,8,4,1,0,1,1,1,2,1,2,1
H Douglass Brown,,,,0,73,70,70,72,69,12,9,12,8,8,9,10,9,9,7,1
Amanda Mcillmurray,,,,,0,67,72,73,69,12,9,14,10,11,8,11,10,9,9,1
Peter Cutty,,,,,,1,64,66,64,14,13,13,10,9,9,11,10,10,8,1
Katherine Hunter Snyder,,,,,,,0,69,65,10,9,11,8,8,8,8,9,9,7,1
Kat Richter,,,,,,,,0,69,11,8,11,8,8,8,9,8,9,6,1
Jacob Adeniran,,,,,,,,,0,10,7,11,7,7,7,9,8,8,6,1
Thaddeus Kirkland,,,,,,,,,,2,42,32,31,31,32,28,26,28,28,1
Blake Rutherford,,,,,,,,,,,1,32,30,30,32,28,28,29,28,1
Maria Quinones Sanchez,,,,,,,,,,,,0,33,33,30,32,33,29,29,1
Cathy Brady,,,,,,,,,,,,,0,31,29,27,29,27,26,1
Jennifer Lentz,,,,,,,,,,,,,,0,31,31,28,29,26,1
Anne Wakabayashi,,,,,,,,,,,,,,,1,31,24,29,26,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,,0,28,30,26,1
Angel Cruz,,,,,,,,,,,,,,,,,0,28,25,1
Ted Kirsch,,,,,,,,,,,,,,,,,,0,23,1
Ryan N Boyer,,,,,,,,,,,,,,,,,,,0,1
Total,98,47,20,94,79,79,74,73,69,67,53,45,41,40,39,39,36,35,34,1
