col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Elaine Tomlin,Michael J Rahming,Charles Quann,Louis Farinella,Mike Stack,W Gerard Oleksiak,Mark B Cohen,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,All
Allyson Y Schwartz,527,"1,542","1,513","1,257",564,"1,136","1,072","1,038",971,366,259,254,244,194,All
Betsy May Kilkenny,,107,"1,436","1,152",467,"1,070","1,024",969,919,275,173,176,165,119,All
Val Arkoosh,,,79,"1,116",468,"1,062","1,001",948,917,263,171,163,138,120,All
Elaine Tomlin,,,,171,322,"1,084","1,036","1,011",938,313,212,217,206,160,All
Michael J Rahming,,,,,276,263,218,202,174,592,517,466,425,402,All
Charles Quann,,,,,,18,"1,020",952,927,233,167,158,140,106,All
Louis Farinella,,,,,,,6,915,892,198,125,116,103,71,All
Mike Stack,,,,,,,,11,916,194,128,156,143,105,All
W Gerard Oleksiak,,,,,,,,,5,151,102,125,112,90,All
Mark B Cohen,,,,,,,,,,40,540,483,447,409,All
Henry Albert,,,,,,,,,,,7,470,432,405,All
Linda A Fields,,,,,,,,,,,,24,440,419,All
Melissa Robbins,,,,,,,,,,,,,10,411,All
Bev Hahn,,,,,,,,,,,,,,1,All
Total,"2,381","1,733","1,681","1,578","1,246","1,236","1,150","1,140","1,051",815,637,632,571,494,All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,1
,Allyson Y Schwartz,Val Arkoosh,Betsy May Kilkenny,Elaine Tomlin,Louis Farinella,Michael J Rahming,Charles Quann,W Gerard Oleksiak,Mike Stack,Mark B Cohen,Linda A Fields,Henry Albert,Bev Hahn,Melissa Robbins,1
Allyson Y Schwartz,26,65,61,50,42,16,39,38,37,15,9,10,12,10,1
Val Arkoosh,,1,60,48,40,17,37,38,36,14,9,9,11,9,1
Betsy May Kilkenny,,,3,43,39,11,38,36,33,9,2,2,4,2,1
Elaine Tomlin,,,,11,40,12,39,36,34,11,8,9,10,7,1
Louis Farinella,,,,,1,5,38,36,35,5,5,4,4,3,1
Michael J Rahming,,,,,,9,5,6,4,26,20,23,20,19,1
Charles Quann,,,,,,,0,34,32,6,2,2,4,1,1
W Gerard Oleksiak,,,,,,,,1,34,5,3,2,6,4,1
Mike Stack,,,,,,,,,0,5,5,2,5,4,1
Mark B Cohen,,,,,,,,,,1,20,22,19,19,1
Linda A Fields,,,,,,,,,,,2,21,19,19,1
Henry Albert,,,,,,,,,,,,0,19,19,1
Bev Hahn,,,,,,,,,,,,,0,19,1
Melissa Robbins,,,,,,,,,,,,,,1,1
Total,100,72,68,66,46,43,41,41,39,33,26,25,23,22,1
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,2
,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Louis Farinella,Charles Quann,Elaine Tomlin,Mike Stack,Mark B Cohen,W Gerard Oleksiak,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,2
Allyson Y Schwartz,16,48,45,20,33,34,31,29,15,29,11,11,10,8,2
Betsy May Kilkenny,,5,46,18,34,33,30,30,15,29,9,10,8,7,2
Val Arkoosh,,,3,16,30,32,28,24,10,27,6,5,5,4,2
Michael J Rahming,,,,6,11,7,7,7,22,5,21,15,13,14,2
Louis Farinella,,,,,0,27,24,26,8,26,6,8,6,5,2
Charles Quann,,,,,,0,27,24,9,27,7,7,6,4,2
Elaine Tomlin,,,,,,,2,22,10,23,6,6,4,4,2
Mike Stack,,,,,,,,1,10,23,6,9,8,4,2
Mark B Cohen,,,,,,,,,2,5,21,15,13,13,2
W Gerard Oleksiak,,,,,,,,,,0,2,5,3,4,2
Henry Albert,,,,,,,,,,,0,15,14,14,2
Linda A Fields,,,,,,,,,,,,1,13,13,2
Melissa Robbins,,,,,,,,,,,,,0,10,2
Bev Hahn,,,,,,,,,,,,,,0,2
Total,72,61,53,41,36,35,34,34,33,30,23,21,18,16,2
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,3
