col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Mike Driscoll,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Jennifer Lentz,Katherine Hunter Snyder,Anne Wakabayashi,Angel Cruz,Ryan N Boyer,Cathy Brady,Leanne Krueger Braneky,Maria Quinones Sanchez,Ted Kirsch,All
Mike Driscoll,68,308,293,237,228,207,190,176,186,177,176,179,175,172,172,174,158,All
Thaddeus Kirkland,,11,68,59,205,49,41,36,160,36,167,156,155,155,159,149,142,All
H Douglass Brown,,,5,237,57,212,192,181,53,183,41,46,42,42,43,40,31,All
Peter Cutty,,,,3,50,199,185,177,52,179,35,45,39,40,37,37,29,All
Blake Rutherford,,,,,1,40,36,28,155,31,152,149,155,140,144,133,137,All
Amanda Mcillmurray,,,,,,1,196,179,60,180,47,48,42,46,48,42,34,All
Kat Richter,,,,,,,0,177,45,178,37,42,36,37,40,38,30,All
Jacob Adeniran,,,,,,,,2,42,166,31,40,32,33,37,38,29,All
Jennifer Lentz,,,,,,,,,0,39,151,156,150,145,142,136,137,All
Katherine Hunter Snyder,,,,,,,,,,0,33,39,30,34,34,37,26,All
Anne Wakabayashi,,,,,,,,,,,1,145,149,143,152,139,138,All
Angel Cruz,,,,,,,,,,,,0,145,147,153,146,149,All
Ryan N Boyer,,,,,,,,,,,,,0,137,143,132,137,All
Cathy Brady,,,,,,,,,,,,,,2,150,137,137,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,138,137,All
Maria Quinones Sanchez,,,,,,,,,,,,,,,,3,137,All
Ted Kirsch,,,,,,,,,,,,,,,,,0,All
Total,674,335,328,268,248,235,214,201,201,199,194,193,191,188,188,188,171,All
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,4
