col_1,col_2,col_3,col_4,col_5,col_6,division
,State Treasurer - Democrat,United States Senator - Democrat,,,,All
,Joe Torsella,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Joe Torsella,56,608,316,329,204,All
Katie Mcginty,,574,0,0,0,All
Joe Sestak,,,119,0,0,All
John Fetterman,,,,65,0,All
Joseph J Vodvarka,,,,,38,All
Total,"1,513","1,182",435,394,242,All
,State Treasurer - Democrat,United States Senator - Democrat,,,,1
,Joe Torsella,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Joe Torsella,1,58,15,20,7,1
Katie Mcginty,,9,0,0,0,1
Joe Sestak,,,9,0,0,1
John Fetterman,,,,3,0,1
Joseph J Vodvarka,,,,,1,1
Total,101,67,24,23,8,1
,State Treasurer - Democrat,United States Senator - Democrat,,,,2
,Joe Torsella,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,2
Joe Torsella,0,6,13,10,10,2
Katie Mcginty,,20,0,0,0,2
Joseph J Vodvarka,,,5,0,0,2
Joe Sestak,,,,4,0,2
John Fetterman,,,,,0,2
Total,39,26,18,14,10,2
,State Treasurer - Democrat,United States Senator - Democrat,,,,3
,Joe Torsella,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,3
Joe Torsella,0,78,44,47,19,3
Katie Mcginty,,50,0,0,0,3
Joe Sestak,,,18,0,0,3
John Fetterman,,,,15,0,3
Joseph J Vodvarka,,,,,2,3
Total,188,128,62,62,21,3
,United States Senator - Democrat,,,,State Treasurer - Democrat,4
,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,Joe Torsella,4
Katie Mcginty,37,0,0,0,7,4
Joseph J Vodvarka,,2,0,0,9,4
Joe Sestak,,,3,0,6,4
John Fetterman,,,,1,7,4
Joe Torsella,,,,,4,4
Total,44,11,9,8,33,4
,State Treasurer - Democrat,United States Senator - Democrat,,,,5
,Joe Torsella,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,5
Joe Torsella,1,6,9,4,9,5
Katie Mcginty,,21,0,0,0,5
John Fetterman,,,1,0,0,5
Joe Sestak,,,,5,0,5
Joseph J Vodvarka,,,,,0,5
Total,29,27,10,9,9,5
,State Treasurer - Democrat,United States Senator - Democrat,,,,6
,Joe Torsella,Joseph J Vodvarka,Katie Mcginty,Joe Sestak,John Fetterman,6
Joe Torsella,4,19,9,6,6,6
Joseph J Vodvarka,,6,0,0,0,6
Katie Mcginty,,,16,0,0,6
Joe Sestak,,,,8,0,6
John Fetterman,,,,,4,6
Total,44,25,25,14,10,6
,State Treasurer - Democrat,United States Senator - Democrat,,,,7
,Joe Torsella,Katie Mcginty,Joseph J Vodvarka,John Fetterman,Joe Sestak,7
Joe Torsella,0,2,3,3,1,7
Katie Mcginty,,7,0,0,0,7
Joseph J Vodvarka,,,4,0,0,7
John Fetterman,,,,1,0,7
Joe Sestak,,,,,1,7
Total,9,9,7,4,2,7
,State Treasurer - Democrat,United States Senator - Democrat,,,,8
,Joe Torsella,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,8
Joe Torsella,2,15,9,11,10,8
Katie Mcginty,,25,0,0,0,8
Joe Sestak,,,4,0,0,8
John Fetterman,,,,2,0,8
Joseph J Vodvarka,,,,,0,8
Total,47,40,13,13,10,8
,State Treasurer - Democrat,United States Senator - Democrat,,,,9
,Joe Torsella,Katie Mcginty,John Fetterman,Joseph J Vodvarka,Joe Sestak,9
Joe Torsella,0,20,9,8,10,9
Katie Mcginty,,25,0,0,0,9
John Fetterman,,,6,0,0,9
Joseph J Vodvarka,,,,4,0,9
Joe Sestak,,,,,0,9
Total,47,45,15,12,10,9
,State Treasurer - Democrat,United States Senator - Democrat,,,,10
,Joe Torsella,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,10
Joe Torsella,5,101,57,46,11,10
Katie Mcginty,,44,0,0,0,10
Joe Sestak,,,9,0,0,10
John Fetterman,,,,3,0,10
Joseph J Vodvarka,,,,,1,10
Total,220,145,66,49,12,10
,State Treasurer - Democrat,United States Senator - Democrat,,,,11
,Joe Torsella,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,11
Joe Torsella,6,48,40,32,13,11
John Fetterman,,7,0,0,0,11
Katie Mcginty,,,14,0,0,11
Joe Sestak,,,,7,0,11
Joseph J Vodvarka,,,,,4,11
Total,139,55,54,39,17,11
,State Treasurer - Democrat,United States Senator - Democrat,,,,12
,Joe Torsella,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,12
Joe Torsella,10,79,29,23,11,12
