col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Jared Solomon,Mark B Cohen,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Anne Wakabayashi,Jennifer Lentz,Maria Quinones Sanchez,Ryan N Boyer,Amanda Mcillmurray,Angel Cruz,Leanne Krueger Braneky,Cathy Brady,Kat Richter,Katherine Hunter Snyder,Ted Kirsch,Jacob Adeniran,All
Jared Solomon,193,0,517,323,368,255,275,276,284,268,223,260,248,232,210,188,211,179,All
Mark B Cohen,,92,317,271,223,213,179,164,152,153,189,151,151,155,166,163,125,143,All
Thaddeus Kirkland,,,6,164,520,148,407,381,370,374,120,346,371,338,95,83,304,69,All
H Douglass Brown,,,,8,138,410,82,104,77,105,370,84,66,80,343,319,48,304,All
Blake Rutherford,,,,,5,124,373,367,326,368,100,329,330,327,81,62,292,53,All
Peter Cutty,,,,,,3,81,98,75,90,328,83,69,64,306,300,47,286,All
Anne Wakabayashi,,,,,,,0,360,348,357,86,326,358,321,71,66,297,47,All
Jennifer Lentz,,,,,,,,0,325,360,119,339,334,326,97,87,294,66,All
Maria Quinones Sanchez,,,,,,,,,1,306,87,338,329,309,81,77,298,66,All
Ryan N Boyer,,,,,,,,,,0,104,322,315,312,93,71,277,57,All
Amanda Mcillmurray,,,,,,,,,,,1,89,81,87,352,318,49,302,All
Angel Cruz,,,,,,,,,,,,1,316,316,81,87,290,70,All
Leanne Krueger Braneky,,,,,,,,,,,,,0,300,62,60,281,47,All
Cathy Brady,,,,,,,,,,,,,,0,71,63,271,48,All
Kat Richter,,,,,,,,,,,,,,,0,309,56,302,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,56,281,All
Ted Kirsch,,,,,,,,,,,,,,,,,0,42,All
Jacob Adeniran,,,,,,,,,,,,,,,,,,0,All
Total,"1,035",690,856,620,611,485,467,454,448,435,431,421,411,394,393,366,346,336,All
