col_1,col_2,col_3,division
,Representative In The General Assembly 172nd District - Republican,Representative In Congress 1st District - Republican,All
,Jim Pio,Deborah Williams,All
Jim Pio,6,74,All
Deborah Williams,,5,All
Total,80,79,All
,Representative In Congress 1st District - Republican,Representative In The General Assembly 172nd District - Republican,19
,Deborah Williams,Jim Pio,19
Deborah Williams,3,25,19
Jim Pio,,2,19
Total,28,27,19
,Representative In The General Assembly 172nd District - Republican,Representative In Congress 1st District - Republican,23
,Jim Pio,Deborah Williams,23
Jim Pio,3,29,23
Deborah Williams,,1,23
Total,32,30,23
,Representative In Congress 1st District - Republican,Representative In The General Assembly 172nd District - Republican,24
,Deborah Williams,Jim Pio,24
Deborah Williams,1,20,24
Jim Pio,,1,24
Total,21,21,24
