col_1,col_2,col_3,col_4,division
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,All
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,All
Brendan F Boyle,755,"1,808","1,766",All
Fran Nelms,,191,0,All
Matthew J Darragh,,,228,All
Total,"4,329","1,999","1,994",All
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,1
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,1
Brendan F Boyle,21,53,21,1
Matthew J Darragh,,3,0,1
Fran Nelms,,,0,1
Total,95,56,21,1
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,2
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,2
Brendan F Boyle,13,43,21,2
Matthew J Darragh,,1,0,2
Fran Nelms,,,1,2
Total,77,44,22,2
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,3
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,3
Brendan F Boyle,33,94,64,3
Matthew J Darragh,,16,0,3
Fran Nelms,,,2,3
Total,191,110,66,3
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,4
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,4
Brendan F Boyle,19,83,36,4
Fran Nelms,,12,0,4
Matthew J Darragh,,,6,4
Total,138,95,42,4
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,5
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,5
Brendan F Boyle,15,61,56,5
Fran Nelms,,3,0,5
Matthew J Darragh,,,4,5
Total,132,64,60,5
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,6
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,6
Brendan F Boyle,14,64,31,6
Fran Nelms,,9,0,6
Matthew J Darragh,,,10,6
Total,109,73,41,6
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,7
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,7
Brendan F Boyle,19,64,34,7
Fran Nelms,,9,0,7
Matthew J Darragh,,,3,7
Total,117,73,37,7
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,8
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,8
Brendan F Boyle,25,71,59,8
Matthew J Darragh,,6,0,8
Fran Nelms,,,4,8
Total,155,77,63,8
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,12
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,12
Brendan F Boyle,14,50,48,12
Fran Nelms,,4,0,12
Matthew J Darragh,,,6,12
Total,112,54,54,12
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,14
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,14
Brendan F Boyle,19,40,29,14
Matthew J Darragh,,4,0,14
Fran Nelms,,,1,14
Total,88,44,30,14
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,15
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,15
Brendan F Boyle,16,36,34,15
Matthew J Darragh,,2,0,15
Fran Nelms,,,3,15
Total,86,38,37,15
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,18
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,18
Brendan F Boyle,15,77,45,18
Matthew J Darragh,,4,0,18
Fran Nelms,,,3,18
Total,137,81,48,18
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,20
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,20
Brendan F Boyle,24,65,48,20
Matthew J Darragh,,7,0,20
Fran Nelms,,,9,20
Total,137,72,57,20
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,21
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,21
Brendan F Boyle,43,69,16,21
Matthew J Darragh,,3,0,21
Fran Nelms,,,2,21
Total,128,72,18,21
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,22
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,22
Brendan F Boyle,20,48,36,22
Fran Nelms,,2,0,22
Matthew J Darragh,,,8,22
Total,104,50,44,22
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,23
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,23
Brendan F Boyle,29,54,56,23
Matthew J Darragh,,7,0,23
Fran Nelms,,,3,23
Total,139,61,59,23
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,24
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,24
Brendan F Boyle,25,111,48,24
Fran Nelms,,12,0,24
Matthew J Darragh,,,8,24
Total,184,123,56,24
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,25
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,25
Brendan F Boyle,25,63,48,25
Matthew J Darragh,,7,0,25
Fran Nelms,,,9,25
Total,136,70,57,25
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,27
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,27
Brendan F Boyle,21,53,55,27
Matthew J Darragh,,9,0,27
Fran Nelms,,,3,27
Total,129,62,58,27
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,29
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,29
Brendan F Boyle,15,105,61,29
Fran Nelms,,9,0,29
Matthew J Darragh,,,11,29
Total,181,114,72,29
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,30
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,30
Brendan F Boyle,22,50,40,30
Matthew J Darragh,,6,0,30
Fran Nelms,,,9,30
Total,112,56,49,30
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,31
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,31
Brendan F Boyle,41,65,33,31
Matthew J Darragh,,12,0,31
Fran Nelms,,,9,31
Total,139,77,42,31
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,32
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,32
Brendan F Boyle,9,33,28,32
Matthew J Darragh,,3,0,32
Fran Nelms,,,4,32
Total,70,36,32,32
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,33
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,33
Brendan F Boyle,7,40,25,33
Matthew J Darragh,,8,0,33
Fran Nelms,,,2,33
Total,72,48,27,33
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,34
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,34
Brendan F Boyle,31,66,61,34
Fran Nelms,,5,0,34
Matthew J Darragh,,,7,34
Total,158,71,68,34
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,35
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,35
Brendan F Boyle,61,71,56,35
Matthew J Darragh,,9,0,35
Fran Nelms,,,10,35
Total,188,80,66,35
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,36
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,36
Brendan F Boyle,8,29,24,36
Matthew J Darragh,,3,0,36
Fran Nelms,,,2,36
Total,61,32,26,36
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,37
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,37
Brendan F Boyle,26,74,46,37
Fran Nelms,,4,0,37
Matthew J Darragh,,,8,37
Total,146,78,54,37
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,38
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,38
Brendan F Boyle,3,30,15,38
Matthew J Darragh,,3,0,38
Fran Nelms,,,4,38
Total,48,33,19,38
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,39
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,39
Brendan F Boyle,14,62,36,39
Fran Nelms,,9,0,39
Matthew J Darragh,,,10,39
Total,112,71,46,39
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,40
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,40
Brendan F Boyle,15,47,41,40
Fran Nelms,,1,0,40
Matthew J Darragh,,,4,40
Total,103,48,45,40
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,41
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,41
Brendan F Boyle,15,120,52,41
Fran Nelms,,16,0,41
Matthew J Darragh,,,13,41
Total,187,136,65,41
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,42
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,42
Brendan F Boyle,17,56,28,42
Matthew J Darragh,,9,0,42
Fran Nelms,,,4,42
Total,101,65,32,42
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,43
,Brendan F Boyle,Fran Nelms,Matthew J Darragh,43
Brendan F Boyle,20,67,32,43
Fran Nelms,,6,0,43
Matthew J Darragh,,,1,43
Total,119,73,33,43
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 170th District - Democrat,,44
,Brendan F Boyle,Matthew J Darragh,Fran Nelms,44
Brendan F Boyle,41,56,41,44
Matthew J Darragh,,7,0,44
Fran Nelms,,,6,44
Total,138,63,47,44
