col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,All
Josh Shapiro,144,0,0,"1,008",791,225,156,131,All
Stephen A Zappala Jr,,52,0,453,264,79,96,55,All
John Morganelli,,,16,80,116,26,9,24,All
Morgan Cephas,,,,194,0,0,0,0,All
Steven Jones,,,,,170,0,0,0,All
Edwin Santana,,,,,,44,0,0,All
Lynwood W Savage,,,,,,,24,0,All
Jess Johnson,,,,,,,,22,All
Total,"2,455",999,271,"1,735","1,341",374,285,232,All
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,5
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Lynwood W Savage,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,5
Josh Shapiro,10,0,0,47,51,21,10,2,5
Stephen A Zappala Jr,,2,0,26,25,7,9,2,5
John Morganelli,,,0,5,0,5,0,1,5
Lynwood W Savage,,,,7,0,0,0,0,5
Morgan Cephas,,,,,8,0,0,0,5
Steven Jones,,,,,,3,0,0,5
Edwin Santana,,,,,,,4,0,5
Jess Johnson,,,,,,,,0,5
Total,141,71,11,85,84,36,23,5,5
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,14
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,14
Josh Shapiro,12,0,0,62,62,26,10,6,14
Stephen A Zappala Jr,,6,0,24,19,5,2,0,14
John Morganelli,,,0,6,0,4,0,0,14
Morgan Cephas,,,,4,0,0,0,0,14
Steven Jones,,,,,8,0,0,0,14
Edwin Santana,,,,,,1,0,0,14
Lynwood W Savage,,,,,,,0,0,14
Jess Johnson,,,,,,,,0,14
Total,178,56,10,96,89,36,12,6,14
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,15
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,15
Josh Shapiro,13,0,0,99,54,19,13,7,15
Stephen A Zappala Jr,,6,0,31,25,7,5,7,15
John Morganelli,,,2,7,7,2,0,0,15
Morgan Cephas,,,,8,0,0,0,0,15
Steven Jones,,,,,10,0,0,0,15
Edwin Santana,,,,,,4,0,0,15
Lynwood W Savage,,,,,,,0,0,15
Jess Johnson,,,,,,,,0,15
Total,205,81,18,145,96,32,18,14,15
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,16
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Steven Jones,Morgan Cephas,Edwin Santana,Lynwood W Savage,Jess Johnson,16
Josh Shapiro,14,0,0,97,70,30,16,9,16
Stephen A Zappala Jr,,2,0,26,24,7,10,1,16
John Morganelli,,,0,13,5,1,0,1,16
Steven Jones,,,,10,0,0,0,0,16
Morgan Cephas,,,,,10,0,0,0,16
Edwin Santana,,,,,,6,0,0,16
Lynwood W Savage,,,,,,,0,0,16
Jess Johnson,,,,,,,,0,16
Total,236,70,20,146,109,44,26,11,16
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,17
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,17
Josh Shapiro,10,0,0,71,51,12,9,4,17
Stephen A Zappala Jr,,5,0,33,24,7,8,3,17
John Morganelli,,,1,6,8,1,1,1,17
Morgan Cephas,,,,9,0,0,0,0,17
Steven Jones,,,,,6,0,0,0,17
Edwin Santana,,,,,,4,0,0,17
Lynwood W Savage,,,,,,,1,0,17
Jess Johnson,,,,,,,,0,17
Total,157,80,18,119,89,24,19,8,17
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,18
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,Lynwood W Savage,18
Josh Shapiro,8,0,0,61,43,15,11,9,18
Stephen A Zappala Jr,,5,0,39,13,5,3,7,18
John Morganelli,,,3,6,15,2,2,0,18
Morgan Cephas,,,,23,0,0,0,0,18
Steven Jones,,,,,9,0,0,0,18
Edwin Santana,,,,,,7,0,0,18
Jess Johnson,,,,,,,2,0,18
Lynwood W Savage,,,,,,,,0,18
Total,147,72,28,129,80,29,18,16,18
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,19
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Steven Jones,Morgan Cephas,Lynwood W Savage,Edwin Santana,Jess Johnson,19
Josh Shapiro,10,0,0,74,57,8,6,5,19
Stephen A Zappala Jr,,1,0,22,28,8,4,5,19
John Morganelli,,,2,10,5,1,3,4,19
Steven Jones,,,,15,0,0,0,0,19
Morgan Cephas,,,,,9,0,0,0,19
Lynwood W Savage,,,,,,2,0,0,19
Edwin Santana,,,,,,,2,0,19
Jess Johnson,,,,,,,,0,19
Total,160,68,25,121,99,19,15,14,19
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,20
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Lynwood W Savage,Jess Johnson,Edwin Santana,20
Josh Shapiro,8,0,0,79,15,17,17,12,20
Stephen A Zappala Jr,,5,0,29,8,7,5,4,20
John Morganelli,,,1,10,4,0,3,1,20
Morgan Cephas,,,,22,0,0,0,0,20
Steven Jones,,,,,4,0,0,0,20
Lynwood W Savage,,,,,,4,0,0,20
Jess Johnson,,,,,,,1,0,20
Edwin Santana,,,,,,,,1,20
Total,148,58,19,140,31,28,26,18,20
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,22
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Steven Jones,Morgan Cephas,Edwin Santana,Jess Johnson,Lynwood W Savage,22
Josh Shapiro,11,0,0,88,47,13,7,1,22
