col_1,col_2,division
,Representative In The General Assembly 172nd District - Republican,All
,Jim Pio,All
Jim Pio,46,All
Total,46,All
,Representative In The General Assembly 172nd District - Republican,10
,Jim Pio,10
Jim Pio,14,10
Total,14,10
,Representative In The General Assembly 172nd District - Republican,14
,Jim Pio,14
Jim Pio,3,14
Total,3,14
,Representative In The General Assembly 172nd District - Republican,15
,Jim Pio,15
Jim Pio,7,15
Total,7,15
,Representative In The General Assembly 172nd District - Republican,19
,Jim Pio,19
Jim Pio,6,19
Total,6,19
,Representative In The General Assembly 172nd District - Republican,20
,Jim Pio,20
Jim Pio,4,20
Total,4,20
,Representative In The General Assembly 172nd District - Republican,21
,Jim Pio,21
Jim Pio,9,21
Total,9,21
,Representative In The General Assembly 172nd District - Republican,22
,Jim Pio,22
Jim Pio,3,22
Total,3,22
