col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,All
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
W Curtis Thomas,190,0,494,246,182,193,All
Kenneth T Walker Jr,,69,221,97,140,72,All
Katie Mcginty,,,67,0,0,0,All
Joe Sestak,,,,40,0,0,All
John Fetterman,,,,,39,0,All
Joseph J Vodvarka,,,,,,34,All
Total,"1,305",599,782,383,361,299,All
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,1
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,1
W Curtis Thomas,15,0,62,33,34,17,1
Kenneth T Walker Jr,,3,31,26,18,14,1
Katie Mcginty,,,18,0,0,0,1
John Fetterman,,,,11,0,0,1
Joe Sestak,,,,,10,0,1
Joseph J Vodvarka,,,,,,3,1
Total,161,92,111,70,62,34,1
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,2
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,2
W Curtis Thomas,24,0,85,22,31,11,2
Kenneth T Walker Jr,,3,16,15,8,18,2
Katie Mcginty,,,8,0,0,0,2
Joe Sestak,,,,4,0,0,2
Joseph J Vodvarka,,,,,2,0,2
John Fetterman,,,,,,3,2
Total,173,60,109,41,41,32,2
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,3
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,3
W Curtis Thomas,20,0,65,23,27,10,3
Kenneth T Walker Jr,,2,22,14,8,4,3
Katie Mcginty,,,5,0,0,0,3
John Fetterman,,,,5,0,0,3
Joe Sestak,,,,,1,0,3
Joseph J Vodvarka,,,,,,1,3
Total,145,50,92,42,36,15,3
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,4
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,4
W Curtis Thomas,29,0,56,35,34,26,4
Kenneth T Walker Jr,,18,33,12,9,14,4
Katie Mcginty,,,10,0,0,0,4
Joseph J Vodvarka,,,,7,0,0,4
Joe Sestak,,,,,6,0,4
John Fetterman,,,,,,6,4
Total,180,86,99,54,49,46,4
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,5
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,5
W Curtis Thomas,8,0,36,15,12,10,5
Kenneth T Walker Jr,,6,16,9,6,6,5
Katie Mcginty,,,4,0,0,0,5
Joe Sestak,,,,2,0,0,5
John Fetterman,,,,,0,0,5
Joseph J Vodvarka,,,,,,2,5
Total,81,43,56,26,18,18,5
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,6
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,6
W Curtis Thomas,25,0,25,12,14,11,6
Kenneth T Walker Jr,,17,12,6,3,6,6
Katie Mcginty,,,2,0,0,0,6
Joseph J Vodvarka,,,,2,0,0,6
Joe Sestak,,,,,2,0,6
John Fetterman,,,,,,1,6
Total,87,44,39,20,19,18,6
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,7
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,7
W Curtis Thomas,14,0,30,16,11,10,7
Kenneth T Walker Jr,,3,13,3,9,2,7
Katie Mcginty,,,5,0,0,0,7
Joe Sestak,,,,4,0,0,7
John Fetterman,,,,,3,0,7
Joseph J Vodvarka,,,,,,2,7
Total,81,30,48,23,23,14,7
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,8
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,8
W Curtis Thomas,7,0,4,5,4,0,8
Kenneth T Walker Jr,,1,8,3,3,1,8
Katie Mcginty,,,1,0,0,0,8
Joseph J Vodvarka,,,,1,0,0,8
Joe Sestak,,,,,1,0,8
John Fetterman,,,,,,0,8
Total,20,16,13,9,8,1,8
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,9
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joseph J Vodvarka,John Fetterman,Joe Sestak,9
W Curtis Thomas,11,0,31,19,11,12,9
Kenneth T Walker Jr,,9,12,6,12,4,9
Katie Mcginty,,,5,0,0,0,9
Joseph J Vodvarka,,,,6,0,0,9
John Fetterman,,,,,4,0,9
Joe Sestak,,,,,,5,9
Total,84,43,48,31,27,21,9
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,10
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,10
W Curtis Thomas,13,0,49,41,29,29,10
Kenneth T Walker Jr,,3,31,17,21,8,10
Katie Mcginty,,,5,0,0,0,10
Joe Sestak,,,,3,0,0,10
John Fetterman,,,,,5,0,10
Joseph J Vodvarka,,,,,,6,10
Total,161,80,85,61,55,43,10
,Representative In The General Assembly 181st District - Democrat,,United States Senator - Democrat,,,,11
,W Curtis Thomas,Kenneth T Walker Jr,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,11
W Curtis Thomas,24,0,51,27,15,15,11
Kenneth T Walker Jr,,4,27,8,13,3,11
Katie Mcginty,,,4,0,0,0,11
Joe Sestak,,,,2,0,0,11
John Fetterman,,,,,1,0,11
Joseph J Vodvarka,,,,,,2,11
Total,132,55,82,37,29,20,11
