col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Jared Solomon,Mark B Cohen,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Betsy May Kilkenny,Val Arkoosh,Mike Stack,Elaine Tomlin,Linda A Fields,Louis Farinella,Henry Albert,Melissa Robbins,Charles Quann,W Gerard Oleksiak,Bev Hahn,All
Jared Solomon,323,0,939,637,488,575,513,449,427,404,377,387,390,384,338,334,All
Mark B Cohen,,344,750,516,565,457,426,360,344,305,331,313,300,299,269,258,All
Allyson Y Schwartz,,,13,444,483,887,834,729,714,265,654,242,264,647,570,198,All
Michael J Rahming,,,,9,664,335,312,222,236,569,198,614,551,180,128,516,All
Mark B Cohen,,,,,6,303,273,319,293,590,254,626,575,222,187,514,All
Betsy May Kilkenny,,,,,,3,782,627,655,161,613,149,158,603,535,109,All
Val Arkoosh,,,,,,,1,578,610,135,581,122,138,573,515,98,All
Mike Stack,,,,,,,,1,630,189,568,158,181,557,523,138,All
Elaine Tomlin,,,,,,,,,0,171,599,159,170,589,519,126,All
Linda A Fields,,,,,,,,,,0,125,580,585,110,86,541,All
Louis Farinella,,,,,,,,,,,0,123,125,566,515,91,All
Henry Albert,,,,,,,,,,,,0,560,110,69,522,All
Melissa Robbins,,,,,,,,,,,,,0,110,88,539,All
Charles Quann,,,,,,,,,,,,,,0,506,73,All
W Gerard Oleksiak,,,,,,,,,,,,,,,0,58,All
Bev Hahn,,,,,,,,,,,,,,,,1,All
Total,"1,866","1,628","1,722","1,173","1,074","1,051",954,820,784,723,718,712,700,696,616,603,All
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,2
,Jared Solomon,Mark B Cohen,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Val Arkoosh,Mark B Cohen,Elaine Tomlin,Henry Albert,Louis Farinella,Linda A Fields,Mike Stack,Charles Quann,Melissa Robbins,Bev Hahn,W Gerard Oleksiak,2
Jared Solomon,21,0,54,41,25,22,21,19,19,16,21,17,16,20,18,12,2
Mark B Cohen,,24,37,28,24,25,26,18,20,22,16,18,18,15,13,15,2
Allyson Y Schwartz,,,1,22,40,43,20,36,12,34,14,32,32,13,11,26,2
Michael J Rahming,,,,0,13,12,36,11,35,11,32,9,7,30,31,5,2
Betsy May Kilkenny,,,,,0,35,13,32,8,32,9,30,30,8,7,25,2
