col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Senator In The General Assembly 7th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Vincent Hughes,Cindy Bass,Yasmeen Kaboud,Malcolm Kenyatta,Katherine J Gilmore,Lou Agre,Jerry T Jordan,Sherrie Cohen,Ariana Flores Gordon,Vincent Hughes,Carol Rose Fleischman,Hamdi Soysal,Gwen Snyder,Ken Washington,William Leopold,Waleed Shahid,Margaret Lenzi,Mary Jo Daley,Tonya Diane Bah,Blondell Reynolds Brown,Mark Aronchick,Nicole Allen White,Michelle W Singer,Joe Foster,Heather A Steinmiller,All
Vincent Hughes,160,765,659,654,596,558,542,530,526,496,488,484,484,486,468,465,462,470,459,450,443,439,424,412,392,All
Cindy Bass,,13,153,597,595,123,545,123,111,451,95,90,96,480,77,79,80,476,74,443,451,438,430,402,410,All
Yasmeen Kaboud,,,14,166,145,570,133,524,529,102,501,511,496,104,489,475,470,84,480,72,84,77,66,91,51,All
Malcolm Kenyatta,,,,5,575,139,547,136,118,452,107,103,110,458,100,93,93,442,90,431,440,421,416,394,398,All
Katherine J Gilmore,,,,,8,115,526,107,94,423,82,75,84,440,68,64,75,446,62,411,438,417,411,390,399,All
Lou Agre,,,,,,3,118,514,513,84,493,504,476,81,483,463,462,64,474,50,63,61,49,74,33,All
Jerry T Jordan,,,,,,,1,105,92,409,87,83,78,421,75,69,70,411,68,395,416,380,382,369,376,All
Sherrie Cohen,,,,,,,,0,523,94,508,517,488,93,492,472,482,82,479,75,78,80,72,78,53,All
Ariana Flores Gordon,,,,,,,,,1,87,503,512,485,89,483,465,462,65,469,59,65,68,55,71,37,All
Vincent Hughes,,,,,,,,,,1,79,74,76,430,72,72,77,396,64,456,384,414,389,398,383,All
Carol Rose Fleischman,,,,,,,,,,,0,496,473,76,470,454,453,61,466,54,59,58,48,69,35,All
Hamdi Soysal,,,,,,,,,,,,0,476,70,481,463,462,56,471,50,59,56,39,60,26,All
Gwen Snyder,,,,,,,,,,,,,0,79,479,461,460,57,471,56,64,63,55,79,36,All
Ken Washington,,,,,,,,,,,,,,0,65,64,60,433,60,414,421,424,413,399,401,All
William Leopold,,,,,,,,,,,,,,,0,469,473,43,477,52,50,60,56,76,34,All
Waleed Shahid,,,,,,,,,,,,,,,,2,458,46,455,55,50,64,47,78,32,All
Margaret Lenzi,,,,,,,,,,,,,,,,,1,52,459,59,51,70,60,77,39,All
Mary Jo Daley,,,,,,,,,,,,,,,,,,1,43,396,432,396,399,375,382,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,0,49,41,56,43,68,28,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,1,387,408,392,379,379,All
Mark Aronchick,,,,,,,,,,,,,,,,,,,,,1,385,390,375,381,All
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,,1,397,388,390,All
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,,0,380,389,All
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,,0,359,All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,634",859,742,737,680,634,620,601,593,558,555,554,548,544,535,529,525,525,523,513,497,497,474,466,440,All
