col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,All
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,All
John J Taylor,138,499,373,357,All
Christopher M Vogler,,32,319,319,All
Dave Hackett,,,7,313,All
Seth Kaufer,,,,6,All
Total,756,551,398,380,All
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,1
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,1
John J Taylor,5,20,19,17,1
Christopher M Vogler,,0,20,18,1
Dave Hackett,,,1,18,1
Seth Kaufer,,,,0,1
Total,32,26,25,22,1
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,2
,John J Taylor,Christopher M Vogler,Seth Kaufer,Dave Hackett,2
John J Taylor,9,17,12,11,2
Christopher M Vogler,,1,8,8,2
Seth Kaufer,,,0,7,2
Dave Hackett,,,,0,2
Total,33,18,12,11,2
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,3
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,3
John J Taylor,5,17,17,16,3
Christopher M Vogler,,0,12,12,3
Dave Hackett,,,0,13,3
Seth Kaufer,,,,0,3
Total,30,17,17,16,3
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,6
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,6
John J Taylor,6,38,18,18,6
Christopher M Vogler,,2,19,18,6
Dave Hackett,,,0,16,6
Seth Kaufer,,,,1,6
Total,46,42,20,20,6
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,8
,John J Taylor,Christopher M Vogler,Seth Kaufer,Dave Hackett,8
John J Taylor,12,37,29,28,8
Christopher M Vogler,,2,22,22,8
Seth Kaufer,,,0,21,8
Dave Hackett,,,,0,8
Total,62,39,29,28,8
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,11
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,11
John J Taylor,11,43,29,24,11
Christopher M Vogler,,0,22,21,11
Dave Hackett,,,0,23,11
Seth Kaufer,,,,1,11
Total,62,43,29,25,11
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,12
,John J Taylor,Christopher M Vogler,Seth Kaufer,Dave Hackett,12
John J Taylor,9,45,26,24,12
Christopher M Vogler,,10,23,23,12
Seth Kaufer,,,0,23,12
Dave Hackett,,,,0,12
Total,57,55,26,24,12
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,18
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,18
John J Taylor,8,29,30,25,18
Christopher M Vogler,,2,24,24,18
Dave Hackett,,,1,25,18
Seth Kaufer,,,,1,18
Total,47,33,33,28,18
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,19
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,19
John J Taylor,10,43,41,35,19
Christopher M Vogler,,1,33,32,19
Dave Hackett,,,0,32,19
Seth Kaufer,,,,0,19
Total,66,45,42,36,19
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,20
,John J Taylor,Christopher M Vogler,Seth Kaufer,Dave Hackett,20
John J Taylor,10,42,25,21,20
Christopher M Vogler,,3,21,21,20
Seth Kaufer,,,2,22,20
Dave Hackett,,,,0,20
Total,57,46,28,22,20
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,21
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,21
John J Taylor,11,36,31,31,21
Christopher M Vogler,,4,26,26,21
Dave Hackett,,,3,26,21
Seth Kaufer,,,,0,21
Total,61,42,36,33,21
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,22
,John J Taylor,Christopher M Vogler,Seth Kaufer,Dave Hackett,22
John J Taylor,12,33,27,25,22
Christopher M Vogler,,2,23,21,22
Seth Kaufer,,,0,22,22
Dave Hackett,,,,0,22
Total,54,36,28,26,22
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,23
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,23
John J Taylor,5,16,14,11,23
Christopher M Vogler,,1,9,10,23
Dave Hackett,,,1,8,23
Seth Kaufer,,,,0,23
Total,28,18,15,12,23
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,25
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,25
John J Taylor,4,23,19,17,25
Christopher M Vogler,,2,15,17,25
Dave Hackett,,,0,15,25
Seth Kaufer,,,,1,25
Total,33,26,20,19,25
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,27
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,27
John J Taylor,7,22,17,15,27
Christopher M Vogler,,1,16,15,27
Dave Hackett,,,1,14,27
Seth Kaufer,,,,0,27
Total,31,24,19,15,27
,Representative In The General Assembly 177th District - Republican,Delegate To The Republican National Convention 1st District,,,29
,John J Taylor,Christopher M Vogler,Dave Hackett,Seth Kaufer,29
John J Taylor,14,38,29,29,29
Christopher M Vogler,,1,28,29,29
Dave Hackett,,,0,28,29
Seth Kaufer,,,,0,29
Total,57,41,31,31,29
