col_1,col_2,col_3,division
,Representative In The General Assembly 181st District - Democrat,,All
,W Curtis Thomas,Kenneth T Walker Jr,All
W Curtis Thomas,"1,239",0,All
Kenneth T Walker Jr,,618,All
Total,"1,239",618,All
,Representative In The General Assembly 181st District - Democrat,,1
,W Curtis Thomas,Kenneth T Walker Jr,1
W Curtis Thomas,107,0,1
Kenneth T Walker Jr,,45,1
Total,107,45,1
,Representative In The General Assembly 181st District - Democrat,,2
,W Curtis Thomas,Kenneth T Walker Jr,2
W Curtis Thomas,69,0,2
Kenneth T Walker Jr,,39,2
Total,69,39,2
,Representative In The General Assembly 181st District - Democrat,,3
,W Curtis Thomas,Kenneth T Walker Jr,3
W Curtis Thomas,152,0,3
Kenneth T Walker Jr,,70,3
Total,152,70,3
,Representative In The General Assembly 181st District - Democrat,,4
,W Curtis Thomas,Kenneth T Walker Jr,4
W Curtis Thomas,123,0,4
Kenneth T Walker Jr,,70,4
Total,123,70,4
,Representative In The General Assembly 181st District - Democrat,,5
,W Curtis Thomas,Kenneth T Walker Jr,5
W Curtis Thomas,63,0,5
Kenneth T Walker Jr,,16,5
Total,63,16,5
,Representative In The General Assembly 181st District - Democrat,,6
,W Curtis Thomas,Kenneth T Walker Jr,6
W Curtis Thomas,254,0,6
Kenneth T Walker Jr,,38,6
Total,254,38,6
,Representative In The General Assembly 181st District - Democrat,,7
,W Curtis Thomas,Kenneth T Walker Jr,7
W Curtis Thomas,134,0,7
Kenneth T Walker Jr,,131,7
Total,134,131,7
,Representative In The General Assembly 181st District - Democrat,,8
,W Curtis Thomas,Kenneth T Walker Jr,8
W Curtis Thomas,53,0,8
Kenneth T Walker Jr,,14,8
Total,53,14,8
,Representative In The General Assembly 181st District - Democrat,,9
,W Curtis Thomas,Kenneth T Walker Jr,9
W Curtis Thomas,82,0,9
Kenneth T Walker Jr,,57,9
Total,82,57,9
,Representative In The General Assembly 181st District - Democrat,,10
,W Curtis Thomas,Kenneth T Walker Jr,10
W Curtis Thomas,153,0,10
Kenneth T Walker Jr,,44,10
Total,153,44,10
,Representative In The General Assembly 181st District - Democrat,,11
,Kenneth T Walker Jr,W Curtis Thomas,11
Kenneth T Walker Jr,94,0,11
W Curtis Thomas,,49,11
Total,94,49,11
