col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Kevin J Boyle,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Maria Quinones Sanchez,Leanne Krueger Braneky,Jennifer Lentz,Ryan N Boyer,Cathy Brady,Peter Cutty,Angel Cruz,Ted Kirsch,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Kevin J Boyle,53,177,142,120,110,109,110,107,104,103,95,99,92,83,79,74,69,All
Thaddeus Kirkland,,17,138,31,113,105,107,103,107,100,26,99,94,21,16,16,16,All
Blake Rutherford,,,1,26,96,97,95,100,103,94,23,91,88,14,13,12,12,All
H Douglass Brown,,,,12,17,16,20,21,18,18,99,15,11,85,81,75,77,All
Anne Wakabayashi,,,,,2,107,111,104,104,100,15,97,90,17,15,16,13,All
Maria Quinones Sanchez,,,,,,0,106,98,97,97,12,101,96,12,14,16,14,All
Leanne Krueger Braneky,,,,,,,0,99,101,100,20,95,90,20,19,20,18,All
Jennifer Lentz,,,,,,,,1,106,103,19,98,93,19,17,18,14,All
Ryan N Boyer,,,,,,,,,0,99,15,98,90,16,15,16,13,All
Cathy Brady,,,,,,,,,,1,15,94,91,15,14,18,13,All
Peter Cutty,,,,,,,,,,,4,12,11,77,75,66,71,All
Angel Cruz,,,,,,,,,,,,1,92,12,10,15,11,All
Ted Kirsch,,,,,,,,,,,,,0,10,9,12,9,All
Amanda Mcillmurray,,,,,,,,,,,,,,0,84,72,75,All
Kat Richter,,,,,,,,,,,,,,,0,72,74,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,71,All
Jacob Adeniran,,,,,,,,,,,,,,,,,0,All
Total,366,221,165,153,131,128,127,122,122,117,115,114,105,99,93,85,84,All
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,14
,Kevin J Boyle,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Leanne Krueger Braneky,Anne Wakabayashi,Jennifer Lentz,Ryan N Boyer,Cathy Brady,Peter Cutty,Maria Quinones Sanchez,Angel Cruz,Ted Kirsch,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,14
Kevin J Boyle,9,30,22,17,21,18,18,17,17,17,16,16,14,12,9,9,8,14
Thaddeus Kirkland,,3,24,10,19,19,17,19,19,9,17,16,15,7,5,4,4,14
Blake Rutherford,,,0,8,15,15,17,16,16,6,16,14,14,3,1,2,2,14
H Douglass Brown,,,,3,8,5,5,6,6,15,3,3,1,13,10,10,9,14
Leanne Krueger Braneky,,,,,0,18,17,17,17,10,15,15,14,8,6,6,5,14
Anne Wakabayashi,,,,,,1,18,18,16,5,17,16,14,5,3,3,2,14
Jennifer Lentz,,,,,,,1,17,17,5,17,15,15,5,3,2,1,14
Ryan N Boyer,,,,,,,,0,15,5,14,14,12,7,5,3,3,14
Cathy Brady,,,,,,,,,0,5,16,15,14,5,3,3,2,14
Peter Cutty,,,,,,,,,,1,2,3,2,12,10,10,9,14
Maria Quinones Sanchez,,,,,,,,,,,0,15,16,1,0,2,1,14
Angel Cruz,,,,,,,,,,,,0,12,3,2,3,2,14
Ted Kirsch,,,,,,,,,,,,,0,1,1,1,1,14
Amanda Mcillmurray,,,,,,,,,,,,,,0,13,10,9,14
Kat Richter,,,,,,,,,,,,,,,0,9,9,14
Jacob Adeniran,,,,,,,,,,,,,,,,0,10,14
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,14
Total,51,38,26,23,23,22,22,21,20,20,19,18,17,16,13,11,10,14
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,15
,Kevin J Boyle,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Maria Quinones Sanchez,Anne Wakabayashi,Leanne Krueger Braneky,Peter Cutty,Angel Cruz,Jennifer Lentz,Kat Richter,Amanda Mcillmurray,Jacob Adeniran,Katherine Hunter Snyder,Ryan N Boyer,Ted Kirsch,Cathy Brady,15
Kevin J Boyle,11,26,25,23,18,15,16,16,14,15,15,13,14,14,14,13,13,15
Thaddeus Kirkland,,4,21,3,13,14,14,3,12,12,2,1,2,3,12,11,11,15
Blake Rutherford,,,1,3,15,14,15,3,14,12,4,3,2,3,13,12,12,15
H Douglass Brown,,,,1,2,2,3,16,2,3,13,12,14,13,0,1,1,15
Maria Quinones Sanchez,,,,,0,14,15,2,16,13,3,3,1,2,13,14,11,15
Anne Wakabayashi,,,,,,1,17,2,12,13,3,2,2,3,13,12,13,15
Leanne Krueger Braneky,,,,,,,0,2,13,13,3,2,2,3,13,12,13,15
Peter Cutty,,,,,,,,0,1,3,14,13,14,13,0,1,1,15
