col_1,col_2,col_3,col_4,col_5,division
,Auditor General - Democrat,Attorney General - Democrat,,,All
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Eugene A Depasquale,190,"5,233","1,103",524,All
Josh Shapiro,,"1,161",0,0,All
Stephen A Zappala Jr,,,243,0,All
John Morganelli,,,,67,All
Total,"7,050","6,394","1,346",591,All
,Auditor General - Democrat,Attorney General - Democrat,,,1
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,1
Eugene A Depasquale,5,209,29,11,1
Josh Shapiro,,31,0,0,1
Stephen A Zappala Jr,,,4,0,1
John Morganelli,,,,2,1
Total,254,240,33,13,1
,Attorney General - Democrat,,,Auditor General - Democrat,2
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Eugene A Depasquale,2
Josh Shapiro,54,0,0,180,2
Stephen A Zappala Jr,,4,0,25,2
John Morganelli,,,0,8,2
Eugene A Depasquale,,,,7,2
Total,234,29,8,220,2
,Auditor General - Democrat,Attorney General - Democrat,,,3
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,3
Eugene A Depasquale,11,230,36,20,3
Josh Shapiro,,35,0,0,3
Stephen A Zappala Jr,,,8,0,3
John Morganelli,,,,2,3
Total,297,265,44,22,3
,Auditor General - Democrat,Attorney General - Democrat,,,4
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,4
Eugene A Depasquale,11,183,40,20,4
Josh Shapiro,,43,0,0,4
Stephen A Zappala Jr,,,2,0,4
John Morganelli,,,,1,4
Total,254,226,42,21,4
,Auditor General - Democrat,Attorney General - Democrat,,,5
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,5
Eugene A Depasquale,8,174,53,29,5
Josh Shapiro,,23,0,0,5
Stephen A Zappala Jr,,,13,0,5
John Morganelli,,,,0,5
Total,264,197,66,29,5
,Attorney General - Democrat,,,Auditor General - Democrat,6
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Eugene A Depasquale,6
Josh Shapiro,54,0,0,168,6
Stephen A Zappala Jr,,10,0,31,6
John Morganelli,,,1,16,6
Eugene A Depasquale,,,,4,6
Total,222,41,17,219,6
,Auditor General - Democrat,Attorney General - Democrat,,,7
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,7
Eugene A Depasquale,6,183,38,20,7
Josh Shapiro,,45,0,0,7
Stephen A Zappala Jr,,,9,0,7
John Morganelli,,,,4,7
Total,247,228,47,24,7
,Auditor General - Democrat,Attorney General - Democrat,,,8
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,8
Eugene A Depasquale,3,208,25,13,8
Josh Shapiro,,38,0,0,8
Stephen A Zappala Jr,,,11,0,8
John Morganelli,,,,0,8
Total,249,246,36,13,8
,Auditor General - Democrat,Attorney General - Democrat,,,9
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,9
Eugene A Depasquale,11,209,36,19,9
Josh Shapiro,,39,0,0,9
Stephen A Zappala Jr,,,6,0,9
John Morganelli,,,,2,9
Total,275,248,42,21,9
,Auditor General - Democrat,Attorney General - Democrat,,,10
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,10
Eugene A Depasquale,6,237,42,20,10
Josh Shapiro,,68,0,0,10
Stephen A Zappala Jr,,,10,0,10
John Morganelli,,,,3,10
Total,305,305,52,23,10
,Auditor General - Democrat,Attorney General - Democrat,,,11
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,11
Eugene A Depasquale,4,123,20,12,11
Josh Shapiro,,17,0,0,11
Stephen A Zappala Jr,,,6,0,11
John Morganelli,,,,2,11
Total,159,140,26,14,11
,Auditor General - Democrat,Attorney General - Democrat,,,12
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,12
Eugene A Depasquale,11,183,35,25,12
Josh Shapiro,,28,0,0,12
Stephen A Zappala Jr,,,3,0,12
John Morganelli,,,,1,12
Total,254,211,38,26,12
,Auditor General - Democrat,Attorney General - Democrat,,,13
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,13
Eugene A Depasquale,5,132,24,7,13
Josh Shapiro,,18,0,0,13
Stephen A Zappala Jr,,,5,0,13
John Morganelli,,,,0,13
Total,168,150,29,7,13
,Auditor General - Democrat,Attorney General - Democrat,,,14
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,14
Eugene A Depasquale,9,249,64,27,14
Josh Shapiro,,64,0,0,14
Stephen A Zappala Jr,,,8,0,14
John Morganelli,,,,2,14
Total,349,313,72,29,14
,Auditor General - Democrat,Attorney General - Democrat,,,15
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,15
Eugene A Depasquale,10,164,34,25,15
Josh Shapiro,,27,0,0,15
Stephen A Zappala Jr,,,13,0,15
John Morganelli,,,,3,15
Total,233,191,47,28,15
,Attorney General - Democrat,,,Auditor General - Democrat,16
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Eugene A Depasquale,16
Josh Shapiro,55,0,0,194,16
Stephen A Zappala Jr,,10,0,31,16
John Morganelli,,,2,8,16
Eugene A Depasquale,,,,3,16
Total,249,41,10,236,16
,Auditor General - Democrat,Attorney General - Democrat,,,17
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,17
Eugene A Depasquale,1,107,23,20,17
Josh Shapiro,,27,0,0,17
Stephen A Zappala Jr,,,3,0,17
John Morganelli,,,,0,17
Total,151,134,26,20,17
,Auditor General - Democrat,Attorney General - Democrat,,,18
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,18
Eugene A Depasquale,1,182,38,26,18
Josh Shapiro,,61,0,0,18
Stephen A Zappala Jr,,,20,0,18
John Morganelli,,,,3,18
Total,247,243,58,29,18
,Auditor General - Democrat,Attorney General - Democrat,,,19
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,19
Eugene A Depasquale,7,212,39,9,19
Josh Shapiro,,40,0,0,19
Stephen A Zappala Jr,,,7,0,19
John Morganelli,,,,4,19
Total,267,252,46,13,19
,Auditor General - Democrat,Attorney General - Democrat,,,20
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,20
Eugene A Depasquale,6,83,13,9,20
Josh Shapiro,,15,0,0,20
Stephen A Zappala Jr,,,1,0,20
John Morganelli,,,,2,20
Total,111,98,14,11,20
,Auditor General - Democrat,Attorney General - Democrat,,,21
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,21
Eugene A Depasquale,3,154,44,17,21
Josh Shapiro,,42,0,0,21
Stephen A Zappala Jr,,,13,0,21
John Morganelli,,,,5,21
Total,218,196,57,22,21
,Auditor General - Democrat,Attorney General - Democrat,,,22
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,22
Eugene A Depasquale,0,35,13,8,22
Josh Shapiro,,7,0,0,22
Stephen A Zappala Jr,,,3,0,22
John Morganelli,,,,1,22
Total,56,42,16,9,22
,Auditor General - Democrat,Attorney General - Democrat,,,23
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,23
Eugene A Depasquale,7,173,32,21,23
Josh Shapiro,,40,0,0,23
Stephen A Zappala Jr,,,13,0,23
John Morganelli,,,,6,23
Total,233,213,45,27,23
,Auditor General - Democrat,Attorney General - Democrat,,,24
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,24
Eugene A Depasquale,8,253,75,21,24
Josh Shapiro,,54,0,0,24
Stephen A Zappala Jr,,,11,0,24
John Morganelli,,,,3,24
Total,357,307,86,24,24
,Auditor General - Democrat,Attorney General - Democrat,,,25
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,25
Eugene A Depasquale,8,155,31,23,25
Josh Shapiro,,39,0,0,25
Stephen A Zappala Jr,,,6,0,25
John Morganelli,,,,5,25
Total,217,194,37,28,25
,Auditor General - Democrat,Attorney General - Democrat,,,26
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,26
Eugene A Depasquale,9,271,71,30,26
Josh Shapiro,,49,0,0,26
Stephen A Zappala Jr,,,10,0,26
John Morganelli,,,,2,26
Total,381,320,81,32,26
,Auditor General - Democrat,Attorney General - Democrat,,,27
,Eugene A Depasquale,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,27
Eugene A Depasquale,4,108,31,15,27
Josh Shapiro,,14,0,0,27
Stephen A Zappala Jr,,,2,0,27
John Morganelli,,,,2,27
Total,158,122,33,17,27
