col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Cindy Bass,Malcolm Kenyatta,Jerry T Jordan,Katherine J Gilmore,Blondell Reynolds Brown,Vincent Hughes,Ken Washington,Nicole Allen White,Mark Aronchick,Michelle W Singer,Mary Jo Daley,Yasmeen Kaboud,Joe Foster,Heather A Steinmiller,Lou Agre,Ariana Flores Gordon,Hamdi Soysal,Sherrie Cohen,Waleed Shahid,Carol Rose Fleischman,William Leopold,Gwen Snyder,Tonya Diane Bah,Margaret Lenzi,Lynwood W Savage,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,5
Cindy Bass,0,100,94,94,88,87,89,81,75,72,76,25,71,69,27,20,16,20,16,15,12,11,12,11,45,50,17,7,2,5
Malcolm Kenyatta,,0,96,93,85,89,88,80,75,71,77,28,69,68,28,22,22,25,19,18,17,12,17,14,44,43,15,9,3,5
Jerry T Jordan,,,0,86,81,83,86,72,72,69,74,28,68,67,29,21,19,24,23,17,15,12,14,13,41,43,14,7,1,5
Katherine J Gilmore,,,,1,84,83,82,77,76,70,75,20,65,69,18,18,16,17,13,12,9,10,9,8,38,43,13,7,2,5
Blondell Reynolds Brown,,,,,0,94,86,77,74,72,69,19,72,69,16,15,12,17,12,13,9,7,11,7,39,41,12,8,1,5
Vincent Hughes,,,,,,0,86,80,69,70,71,20,70,69,19,16,14,18,16,13,9,9,11,9,43,39,14,6,1,5
Ken Washington,,,,,,,0,79,74,76,76,21,70,72,19,16,14,20,14,15,9,7,10,8,39,38,11,7,1,5
Nicole Allen White,,,,,,,,0,67,70,68,15,68,67,12,13,11,15,12,9,7,8,9,10,35,37,9,6,1,5
Mark Aronchick,,,,,,,,,0,66,68,13,63,64,13,11,10,12,9,10,9,7,5,6,33,32,7,6,2,5
Michelle W Singer,,,,,,,,,,0,66,9,63,69,9,10,6,11,9,7,4,5,4,5,28,31,11,9,0,5
Mary Jo Daley,,,,,,,,,,,0,13,61,64,11,10,8,12,6,5,3,5,5,5,34,30,7,6,1,5
Yasmeen Kaboud,,,,,,,,,,,,1,12,8,57,45,48,46,44,45,38,41,38,37,30,26,14,5,1,5
Joe Foster,,,,,,,,,,,,,0,62,10,5,6,13,13,6,5,7,7,6,32,31,5,6,1,5
Heather A Steinmiller,,,,,,,,,,,,,,0,7,5,5,8,8,6,3,4,2,4,28,31,6,7,0,5
Lou Agre,,,,,,,,,,,,,,,0,45,48,42,44,46,42,40,38,39,24,26,17,5,0,5
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,46,41,40,42,39,36,38,34,20,17,17,4,0,5
Hamdi Soysal,,,,,,,,,,,,,,,,,0,45,45,44,42,38,39,38,20,15,14,6,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,41,42,39,35,39,35,19,21,10,5,0,5
Waleed Shahid,,,,,,,,,,,,,,,,,,,0,39,41,36,36,37,19,18,12,5,0,5
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,0,42,38,37,36,21,15,13,4,0,5
William Leopold,,,,,,,,,,,,,,,,,,,,,0,33,34,36,17,14,11,5,0,5
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,0,32,32,16,14,11,4,0,5
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,34,18,12,8,5,0,5
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,16,11,10,5,0,5
Lynwood W Savage,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,5
Morgan Cephas,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,5
Steven Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,5
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,5
Jess Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,126,119,110,108,107,107,100,90,83,81,80,79,77,75,74,60,57,57,56,54,49,46,45,43,85,84,36,23,5,5
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 192nd District - Democrat,,,,,14
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Blondell Reynolds Brown,Ken Washington,Mark Aronchick,Joe Foster,Mary Jo Daley,Michelle W Singer,Nicole Allen White,Heather A Steinmiller,Yasmeen Kaboud,Lou Agre,Carol Rose Fleischman,Sherrie Cohen,William Leopold,Ariana Flores Gordon,Hamdi Soysal,Margaret Lenzi,Tonya Diane Bah,Gwen Snyder,Waleed Shahid,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,14
Cindy Bass,1,110,113,108,108,105,103,101,95,102,95,97,91,22,26,18,17,17,15,12,14,15,14,11,57,48,18,9,3,14
Malcolm Kenyatta,,0,112,110,108,100,102,95,97,97,93,96,90,20,24,19,14,19,17,13,15,15,13,15,53,50,18,7,2,14
Katherine J Gilmore,,,0,109,100,96,100,93,93,95,92,93,85,19,24,20,15,20,15,12,15,15,16,13,57,41,15,9,2,14
Jerry T Jordan,,,,0,99,94,101,98,93,96,91,90,92,21,24,19,16,18,16,12,13,18,18,13,49,45,16,7,3,14
Vincent Hughes,,,,,0,108,102,93,94,93,95,96,91,13,18,15,11,16,11,4,11,9,9,10,51,42,15,8,2,14
Blondell Reynolds Brown,,,,,,0,97,93,93,88,92,91,90,15,20,15,12,17,12,8,13,11,10,11,48,39,14,7,3,14
Ken Washington,,,,,,,0,95,97,93,96,97,91,19,21,17,14,16,17,9,12,14,15,12,48,37,12,8,3,14
Mark Aronchick,,,,,,,,0,91,95,91,90,91,14,20,13,11,12,13,9,6,12,13,6,42,37,12,7,3,14
Joe Foster,,,,,,,,,0,88,90,92,86,16,19,16,11,15,15,10,14,12,13,13,43,37,12,7,3,14
Mary Jo Daley,,,,,,,,,,0,88,91,90,10,16,11,6,7,9,6,4,10,9,3,43,35,12,8,2,14
Michelle W Singer,,,,,,,,,,,0,93,92,8,13,12,8,11,8,5,8,9,8,6,44,34,11,8,3,14
Nicole Allen White,,,,,,,,,,,,0,89,9,11,11,6,9,10,5,8,7,7,6,46,30,10,8,2,14
Heather A Steinmiller,,,,,,,,,,,,,0,6,12,9,5,9,8,3,4,9,9,4,39,35,11,7,3,14
Yasmeen Kaboud,,,,,,,,,,,,,,0,48,43,42,40,44,40,38,36,33,36,23,25,13,2,1,14
Lou Agre,,,,,,,,,,,,,,,0,40,39,39,41,37,35,33,31,32,23,25,11,4,1,14
Carol Rose Fleischman,,,,,,,,,,,,,,,,0,41,40,42,39,35,34,34,34,17,22,10,3,2,14
Sherrie Cohen,,,,,,,,,,,,,,,,,0,41,41,39,37,34,37,36,15,19,15,1,1,14
William Leopold,,,,,,,,,,,,,,,,,,0,39,37,35,34,36,34,15,21,15,1,1,14
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,,1,38,32,34,34,36,16,17,12,3,1,14
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,0,33,32,31,31,14,16,11,1,1,14
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,0,29,28,33,12,17,13,1,0,14
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,0,31,32,12,17,11,2,0,14
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,,0,27,16,14,10,0,1,14
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,12,17,11,1,0,14
Morgan Cephas,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,14
Steven Jones,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,14
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,14
Lynwood W Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14
Jess Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14
Total,146,137,132,127,124,119,115,107,106,106,104,102,100,67,66,55,54,54,53,45,44,44,43,42,96,89,36,12,6,14
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 192nd District - Democrat,,,,,15
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Blondell Reynolds Brown,Ken Washington,Mary Jo Daley,Mark Aronchick,Michelle W Singer,Nicole Allen White,Joe Foster,Heather A Steinmiller,Yasmeen Kaboud,Lou Agre,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Hamdi Soysal,William Leopold,Tonya Diane Bah,Gwen Snyder,Waleed Shahid,Margaret Lenzi,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,15
Cindy Bass,3,139,137,131,118,117,120,115,111,105,101,95,93,27,31,24,20,22,18,21,17,19,16,15,76,64,12,14,5,15
Malcolm Kenyatta,,2,132,125,112,106,110,107,104,97,97,88,89,28,28,24,19,20,17,21,17,19,16,14,71,51,12,11,4,15
Katherine J Gilmore,,,0,124,114,109,112,109,108,103,97,90,91,25,25,22,15,23,14,18,13,15,14,8,64,53,11,13,4,15
Jerry T Jordan,,,,0,103,101,104,103,101,92,93,87,88,25,25,18,18,20,14,15,12,13,11,12,65,49,11,13,1,15
Vincent Hughes,,,,,3,115,108,99,98,100,96,89,90,16,17,17,12,14,12,18,16,11,10,7,65,40,7,14,2,15
Blondell Reynolds Brown,,,,,,0,110,101,100,97,96,91,90,13,15,15,11,13,9,15,12,9,10,8,55,40,9,14,2,15
Ken Washington,,,,,,,1,107,105,100,100,92,92,14,13,15,10,14,8,15,11,9,9,7,58,38,8,14,2,15
Mary Jo Daley,,,,,,,,0,106,97,89,89,88,16,14,14,12,13,10,12,7,10,8,7,53,38,10,11,2,15
Mark Aronchick,,,,,,,,,0,96,91,89,87,15,15,16,13,15,10,12,8,10,10,9,49,37,10,14,2,15
Michelle W Singer,,,,,,,,,,0,90,86,89,7,7,10,4,7,2,10,6,5,9,5,45,33,9,13,4,15
Nicole Allen White,,,,,,,,,,,0,85,85,10,9,11,5,9,5,11,8,6,8,7,51,27,8,13,2,15
Joe Foster,,,,,,,,,,,,1,77,9,9,11,7,9,8,14,10,7,10,9,43,33,6,13,1,15
Heather A Steinmiller,,,,,,,,,,,,,0,6,6,8,4,7,3,10,6,3,5,4,44,24,10,11,3,15
Yasmeen Kaboud,,,,,,,,,,,,,,0,59,51,55,51,50,43,45,48,40,41,41,22,12,3,4,15
Lou Agre,,,,,,,,,,,,,,,0,55,51,51,50,45,44,45,42,42,42,22,11,2,2,15
Sherrie Cohen,,,,,,,,,,,,,,,,0,51,55,53,48,47,48,46,43,36,18,8,1,2,15
Ariana Flores Gordon,,,,,,,,,,,,,,,,,0,52,51,44,43,45,39,44,30,17,9,2,3,15
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,50,45,45,45,41,41,30,18,9,2,2,15
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,44,45,46,40,41,29,15,10,1,2,15
William Leopold,,,,,,,,,,,,,,,,,,,,0,44,40,42,41,27,17,9,2,1,15
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,44,42,42,30,12,8,2,1,15
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,0,44,41,29,13,8,1,2,15
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,0,41,27,14,7,1,2,15
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,26,12,9,1,1,15
Morgan Cephas,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,15
Steven Jones,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,15
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,15
Lynwood W Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,15
Jess Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15
Total,182,158,152,147,137,127,127,121,119,110,107,101,99,86,83,68,64,64,60,58,55,54,51,50,145,96,32,18,14,15
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 192nd District - Democrat,,,,,16
,Cindy Bass,Malcolm Kenyatta,Jerry T Jordan,Katherine J Gilmore,Vincent Hughes,Mark Aronchick,Mary Jo Daley,Ken Washington,Blondell Reynolds Brown,Joe Foster,Michelle W Singer,Nicole Allen White,Heather A Steinmiller,Yasmeen Kaboud,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Margaret Lenzi,William Leopold,Hamdi Soysal,Tonya Diane Bah,Waleed Shahid,Steven Jones,Morgan Cephas,Edwin Santana,Lynwood W Savage,Jess Johnson,16
Cindy Bass,2,145,137,135,116,123,125,121,110,109,109,108,99,25,33,24,28,21,19,21,17,17,13,15,86,59,25,13,7,16
Malcolm Kenyatta,,0,138,129,114,125,121,122,111,110,108,109,99,32,39,33,33,25,26,28,24,25,20,24,68,58,23,13,5,16
Jerry T Jordan,,,0,120,112,123,120,117,104,107,107,105,97,28,35,28,31,22,22,23,18,19,16,17,69,47,21,11,4,16
Katherine J Gilmore,,,,1,100,114,110,108,96,100,99,98,92,23,25,23,22,16,16,18,17,17,12,13,59,43,22,11,7,16
Vincent Hughes,,,,,2,107,105,108,113,107,105,102,98,18,20,17,19,12,16,19,19,9,17,13,49,52,19,10,2,16
Mark Aronchick,,,,,,0,121,119,103,111,108,103,101,19,25,22,23,13,14,17,15,14,9,12,54,42,23,11,2,16
Mary Jo Daley,,,,,,,0,117,101,100,102,103,96,16,24,17,20,13,12,16,10,11,8,10,57,38,23,12,2,16
Ken Washington,,,,,,,,0,107,104,104,107,101,16,23,18,22,12,15,17,12,15,9,11,53,43,20,12,2,16
Blondell Reynolds Brown,,,,,,,,,0,101,100,102,94,11,14,11,14,7,11,15,13,7,10,12,47,45,18,12,2,16
Joe Foster,,,,,,,,,,0,104,101,96,16,18,17,18,10,15,20,18,9,12,17,50,39,20,9,2,16
Michelle W Singer,,,,,,,,,,,0,99,97,13,19,16,21,9,14,22,17,9,12,14,45,40,18,11,2,16
Nicole Allen White,,,,,,,,,,,,0,95,13,16,12,16,9,11,20,14,9,12,14,52,36,16,10,3,16
Heather A Steinmiller,,,,,,,,,,,,,0,7,10,5,10,2,5,13,7,5,6,8,37,36,18,9,2,16
Yasmeen Kaboud,,,,,,,,,,,,,,2,76,74,67,67,63,54,61,64,60,59,47,28,8,5,5,16
Lou Agre,,,,,,,,,,,,,,,1,73,68,66,66,56,61,62,58,55,42,26,7,6,4,16
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,71,71,68,57,64,67,62,62,37,24,8,8,3,16
Sherrie Cohen,,,,,,,,,,,,,,,,,1,65,62,58,59,65,56,56,35,24,6,8,3,16
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,61,54,57,64,57,55,36,19,6,6,3,16
Gwen Snyder,,,,,,,,,,,,,,,,,,,0,56,57,57,58,56,32,19,7,7,3,16
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,0,57,53,54,54,35,17,5,7,3,16
William Leopold,,,,,,,,,,,,,,,,,,,,,0,56,58,57,33,20,4,5,3,16
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,0,54,54,31,16,6,8,3,16
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,55,32,18,5,6,3,16
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,31,17,5,8,3,16
Steven Jones,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,16
Morgan Cephas,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,16
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,16
Lynwood W Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,16
Jess Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16
Total,197,172,155,147,137,136,136,132,127,122,120,120,106,101,92,86,83,76,74,73,71,70,70,70,146,109,44,26,11,16
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 192nd District - Democrat,,,,,17
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Blondell Reynolds Brown,Mary Jo Daley,Ken Washington,Vincent Hughes,Mark Aronchick,Nicole Allen White,Heather A Steinmiller,Joe Foster,Michelle W Singer,Yasmeen Kaboud,Lou Agre,Carol Rose Fleischman,Ariana Flores Gordon,Sherrie Cohen,Hamdi Soysal,Gwen Snyder,Tonya Diane Bah,Waleed Shahid,William Leopold,Margaret Lenzi,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,17
Cindy Bass,1,109,109,107,83,83,88,82,81,77,75,75,72,32,32,16,17,21,18,15,13,13,13,10,57,57,10,13,2,17
Malcolm Kenyatta,,0,106,102,81,79,82,79,77,71,71,69,72,31,37,18,19,25,20,18,13,15,16,12,51,48,11,11,2,17
Katherine J Gilmore,,,0,104,76,82,81,76,79,72,74,72,72,28,30,15,15,18,16,15,12,10,10,7,53,45,11,11,1,17
Jerry T Jordan,,,,0,75,77,80,73,76,67,72,68,67,27,30,13,13,19,13,14,9,9,8,5,46,43,8,11,2,17
Blondell Reynolds Brown,,,,,0,70,75,81,69,75,69,75,69,11,12,5,8,11,8,12,7,10,10,8,38,34,9,10,0,17
Mary Jo Daley,,,,,,0,76,68,75,69,70,69,72,15,16,12,11,15,14,13,10,7,10,8,42,30,11,7,0,17
Ken Washington,,,,,,,0,75,73,76,69,72,69,13,16,8,11,14,9,11,7,9,7,9,38,32,10,8,1,17
Vincent Hughes,,,,,,,,0,68,70,64,70,65,12,14,6,10,12,7,12,7,11,10,8,34,35,11,6,1,17
Mark Aronchick,,,,,,,,,0,65,67,65,67,14,16,12,10,15,12,12,7,7,6,2,37,27,8,9,0,17
Nicole Allen White,,,,,,,,,,0,66,71,68,8,9,5,8,10,7,9,7,9,6,8,36,28,10,7,0,17
Heather A Steinmiller,,,,,,,,,,,0,69,70,9,7,6,4,10,9,7,6,4,6,4,33,28,7,8,1,17
Joe Foster,,,,,,,,,,,,0,67,7,7,3,2,6,6,6,5,5,5,6,32,29,7,8,0,17
Michelle W Singer,,,,,,,,,,,,,0,7,8,5,6,10,7,10,6,6,6,5,32,28,9,7,0,17
Yasmeen Kaboud,,,,,,,,,,,,,,2,51,37,35,36,36,29,31,27,29,26,30,27,8,6,4,17
Lou Agre,,,,,,,,,,,,,,,0,39,36,37,33,31,31,30,32,28,27,23,8,7,4,17
Carol Rose Fleischman,,,,,,,,,,,,,,,,1,35,37,33,30,32,28,30,28,16,14,7,4,2,17
Ariana Flores Gordon,,,,,,,,,,,,,,,,,0,36,29,30,26,26,28,25,16,15,7,3,3,17
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,33,33,29,28,32,25,17,15,7,3,2,17
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,27,29,24,30,23,12,16,8,4,1,17
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,26,26,28,22,17,10,7,3,2,17
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,28,30,28,11,12,9,3,2,17
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,1,29,26,11,13,9,3,1,17
William Leopold,,,,,,,,,,,,,,,,,,,,,,,0,28,12,12,9,3,1,17
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,11,9,8,3,1,17
Morgan Cephas,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,17
Steven Jones,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,17
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,17
Lynwood W Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,17
Jess Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17
Total,145,130,126,115,96,93,92,91,84,84,80,79,79,78,72,46,45,45,42,40,38,38,38,33,119,89,24,19,8,17
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 192nd District - Democrat,,,,,18
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Blondell Reynolds Brown,Ken Washington,Vincent Hughes,Nicole Allen White,Mark Aronchick,Mary Jo Daley,Joe Foster,Lou Agre,Heather A Steinmiller,Michelle W Singer,Yasmeen Kaboud,Ariana Flores Gordon,Sherrie Cohen,Waleed Shahid,Gwen Snyder,Carol Rose Fleischman,Hamdi Soysal,Tonya Diane Bah,Margaret Lenzi,William Leopold,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,Lynwood W Savage,18
Cindy Bass,2,99,93,92,74,73,70,66,71,66,65,30,62,59,19,18,18,12,13,14,12,10,10,7,58,50,9,8,14,18
Malcolm Kenyatta,,1,88,89,69,71,67,66,68,64,62,24,61,57,16,14,14,8,8,11,12,9,11,7,48,40,8,4,10,18
Katherine J Gilmore,,,0,81,74,66,64,60,61,63,57,18,54,52,17,11,9,6,7,8,8,6,5,4,52,38,5,3,11,18
Jerry T Jordan,,,,0,61,64,59,63,66,61,61,28,58,56,18,15,16,10,10,12,12,10,10,8,46,37,6,5,10,18
Blondell Reynolds Brown,,,,,0,68,73,65,60,59,63,12,59,57,9,11,10,8,7,7,9,7,8,7,44,23,10,2,9,18
Ken Washington,,,,,,0,66,72,67,62,64,20,63,64,12,12,12,13,12,12,10,7,10,8,41,28,5,5,6,18
Vincent Hughes,,,,,,,1,63,57,53,63,18,55,53,12,15,13,12,10,9,10,10,11,10,39,26,7,2,9,18
Nicole Allen White,,,,,,,,0,62,56,64,18,62,60,8,13,12,13,10,12,8,10,12,10,33,24,6,5,8,18
Mark Aronchick,,,,,,,,,0,64,57,19,56,57,11,12,13,11,10,10,8,6,7,6,35,24,5,2,8,18
Mary Jo Daley,,,,,,,,,,0,54,11,52,51,7,7,10,4,4,5,5,1,2,2,32,24,5,2,8,18
Joe Foster,,,,,,,,,,,0,12,61,56,6,7,8,6,4,6,4,4,7,5,28,25,4,3,8,18
Lou Agre,,,,,,,,,,,,0,13,13,41,37,34,33,35,36,31,30,28,28,35,15,8,7,4,18
Heather A Steinmiller,,,,,,,,,,,,,0,59,6,7,7,6,5,5,5,6,8,6,29,23,3,3,8,18
Michelle W Singer,,,,,,,,,,,,,,0,8,8,7,9,7,9,6,5,6,6,26,22,5,4,7,18
Yasmeen Kaboud,,,,,,,,,,,,,,,0,32,30,26,30,27,28,24,22,23,29,13,6,6,2,18
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,33,30,35,34,31,30,28,27,21,9,6,4,4,18
Sherrie Cohen,,,,,,,,,,,,,,,,,0,28,31,29,31,27,27,26,17,7,8,4,4,18
Waleed Shahid,,,,,,,,,,,,,,,,,,1,32,28,24,26,27,26,17,6,6,4,3,18
