col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,,,All
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Ken Washington,Mary Jo Daley,Nicole Allen White,Yasmeen Kaboud,Mark Aronchick,Vincent Hughes,Lou Agre,Blondell Reynolds Brown,Michelle W Singer,Heather A Steinmiller,Joe Foster,Ariana Flores Gordon,Carol Rose Fleischman,Sherrie Cohen,Hamdi Soysal,Gwen Snyder,William Leopold,Tonya Diane Bah,Waleed Shahid,Margaret Lenzi,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,All
Cindy Bass,23,806,791,775,554,537,524,186,515,499,212,482,474,446,460,120,96,97,93,81,82,72,58,67,666,269,211,12,All
Katherine J Gilmore,,8,768,756,497,498,476,185,484,460,176,442,459,434,443,89,80,83,82,63,64,56,48,59,522,207,118,7,All
Malcolm Kenyatta,,,3,760,503,501,477,186,488,474,198,456,460,438,448,110,93,98,97,81,87,74,68,77,533,207,113,9,All
Jerry T Jordan,,,,3,483,479,459,176,473,452,197,429,436,423,435,91,86,86,82,75,78,65,53,67,499,184,107,10,All
Ken Washington,,,,,1,505,509,89,494,485,110,467,478,483,459,90,80,73,75,69,71,59,50,55,342,205,52,9,All
Mary Jo Daley,,,,,,1,484,77,504,455,82,445,459,433,438,71,62,66,69,48,50,38,34,37,321,170,52,7,All
Nicole Allen White,,,,,,,4,70,470,482,75,462,472,441,457,69,55,58,54,53,60,51,46,60,312,171,43,8,All
Yasmeen Kaboud,,,,,,,,5,75,66,381,50,41,40,58,299,284,277,275,267,258,253,251,235,262,144,109,16,All
Mark Aronchick,,,,,,,,,0,457,79,438,458,439,441,75,65,69,64,55,49,38,35,38,297,161,51,7,All
Vincent Hughes,,,,,,,,,,0,67,470,460,431,455,55,49,50,50,51,57,51,42,50,303,173,37,8,All
Lou Agre,,,,,,,,,,,5,48,52,63,57,294,274,266,263,255,247,249,237,229,230,154,112,14,All
Blondell Reynolds Brown,,,,,,,,,,,,0,442,420,431,47,35,45,36,39,49,41,34,38,292,162,33,9,All
Michelle W Singer,,,,,,,,,,,,,0,446,436,37,36,39,33,35,43,29,29,37,289,151,37,7,All
Heather A Steinmiller,,,,,,,,,,,,,,0,417,36,31,26,30,26,39,29,21,32,271,168,31,5,All
Joe Foster,,,,,,,,,,,,,,,0,46,37,43,38,40,52,41,39,45,285,149,30,7,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,287,280,277,270,256,252,246,240,158,123,62,13,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,0,273,276,259,249,254,240,229,137,107,53,17,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,275,255,246,242,233,234,135,111,51,15,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,253,246,239,238,228,128,117,44,12,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,2,248,241,243,224,128,101,48,12,All
William Leopold,,,,,,,,,,,,,,,,,,,,,0,250,238,235,132,104,40,16,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,0,236,231,127,103,34,13,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,0,234,120,108,32,11,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,117,102,32,14,All
Chaka Fattah,,,,,,,,,,,,,,,,,,,,,,,,,152,0,0,0,All
Dwight Evans,,,,,,,,,,,,,,,,,,,,,,,,,,117,0,0,All
Brian Anthony Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,All
Dan Muroff,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,All
Total,"1,261",936,933,874,653,592,578,570,558,554,551,533,518,511,507,379,335,330,324,311,309,297,291,282,"1,162",611,353,34,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,,,1
,Cindy Bass,Lou Agre,Yasmeen Kaboud,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Ken Washington,Hamdi Soysal,Nicole Allen White,Sherrie Cohen,Ariana Flores Gordon,Blondell Reynolds Brown,Margaret Lenzi,Mary Jo Daley,Vincent Hughes,Waleed Shahid,William Leopold,Carol Rose Fleischman,Tonya Diane Bah,Gwen Snyder,Joe Foster,Michelle W Singer,Heather A Steinmiller,Mark Aronchick,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,1
Cindy Bass,0,9,4,20,18,18,16,5,14,5,4,13,6,13,13,2,4,2,3,3,10,11,10,10,22,14,4,1,1
Lou Agre,,0,15,3,6,5,1,10,2,11,10,2,8,2,2,10,9,8,7,9,2,0,1,1,9,11,4,1,1
Yasmeen Kaboud,,,0,3,4,2,0,11,1,12,11,1,9,2,1,12,11,10,9,9,2,0,0,0,13,9,2,1,1
Katherine J Gilmore,,,,0,15,11,13,4,11,3,2,10,4,10,9,1,2,1,3,1,8,10,8,8,10,12,2,0,1
Malcolm Kenyatta,,,,,0,12,12,4,11,3,4,11,4,10,13,2,3,1,3,3,9,8,9,9,10,9,1,0,1
Jerry T Jordan,,,,,,0,10,1,10,2,0,9,2,10,10,1,0,0,1,1,8,9,8,8,10,5,1,0,1
Ken Washington,,,,,,,0,4,15,4,3,13,5,13,12,2,2,1,3,2,10,12,11,11,8,9,0,0,1
Hamdi Soysal,,,,,,,,0,3,12,13,2,11,4,3,12,13,11,12,11,3,1,1,1,3,10,1,1,1
Nicole Allen White,,,,,,,,,0,5,3,13,5,13,12,3,2,1,3,3,10,11,10,11,8,8,0,0,1
Sherrie Cohen,,,,,,,,,,0,12,4,12,4,3,12,11,10,10,11,3,2,2,2,5,9,1,1,1
Ariana Flores Gordon,,,,,,,,,,,0,3,12,2,3,11,13,11,11,10,3,0,2,2,3,9,1,1,1
Blondell Reynolds Brown,,,,,,,,,,,,0,3,11,13,2,2,0,1,2,10,11,10,11,7,8,0,0,1
Margaret Lenzi,,,,,,,,,,,,,0,3,3,9,12,11,11,9,3,1,3,3,4,9,0,2,1
Mary Jo Daley,,,,,,,,,,,,,,0,11,4,2,1,2,3,11,11,9,9,9,6,0,0,1
Vincent Hughes,,,,,,,,,,,,,,,0,3,2,0,2,3,9,9,9,10,7,8,0,0,1
Waleed Shahid,,,,,,,,,,,,,,,,0,11,10,10,10,3,1,1,1,5,7,1,1,1
William Leopold,,,,,,,,,,,,,,,,,0,13,12,10,3,0,1,1,3,9,0,2,1
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,11,9,2,0,1,0,3,8,0,2,1
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,0,9,2,0,1,1,3,8,0,1,1
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,3,7,0,1,1
Joe Foster,,,,,,,,,,,,,,,,,,,,,0,9,10,9,6,6,0,0,1
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,0,9,9,6,6,0,0,1
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,0,10,5,6,0,0,1
Mark Aronchick,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,0,0,1
Chaka Fattah,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,1
Dwight Evans,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1
Brian Anthony Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
Dan Muroff,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,43,27,25,24,20,18,17,16,16,16,15,15,15,15,15,15,15,14,13,12,12,12,11,11,41,31,10,2,1
,Representative In Congress 2nd District - Democrat,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,2
,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,Yasmeen Kaboud,Lou Agre,Ariana Flores Gordon,Gwen Snyder,Carol Rose Fleischman,Margaret Lenzi,Tonya Diane Bah,Waleed Shahid,Hamdi Soysal,Sherrie Cohen,William Leopold,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Joe Foster,Mark Aronchick,Vincent Hughes,Blondell Reynolds Brown,Nicole Allen White,Mary Jo Daley,Heather A Steinmiller,Michelle W Singer,2
Chaka Fattah,11,0,0,0,31,25,23,22,21,19,20,20,19,21,19,27,20,20,19,12,13,10,10,9,10,8,8,8,2
Dwight Evans,,2,0,0,16,14,14,13,14,14,14,14,14,12,14,12,13,8,11,11,9,9,9,8,8,9,7,7,2
Brian Anthony Gordon,,,3,0,15,13,11,11,11,11,11,11,11,11,11,10,4,7,2,2,2,3,3,5,2,2,2,2,2
Dan Muroff,,,,0,3,3,2,3,3,4,3,3,3,3,3,0,2,0,2,0,0,1,1,0,0,0,0,0,2
Yasmeen Kaboud,,,,,0,58,53,53,52,52,53,52,51,51,52,8,14,8,11,6,7,7,6,3,5,1,2,2,2
Lou Agre,,,,,,0,50,50,49,49,50,48,49,49,49,8,15,8,14,4,5,7,6,3,3,2,2,1,2
Ariana Flores Gordon,,,,,,,0,54,50,52,51,51,51,51,51,4,11,4,8,6,6,6,6,3,4,0,1,1,2
Gwen Snyder,,,,,,,,0,50,52,51,51,51,51,51,4,11,4,8,6,6,6,6,3,4,0,1,1,2
Carol Rose Fleischman,,,,,,,,,0,50,51,51,51,49,48,3,10,4,8,5,6,5,5,2,3,0,1,1,2
Margaret Lenzi,,,,,,,,,,0,51,51,51,50,51,3,10,4,8,5,6,5,5,2,3,0,1,1,2
Tonya Diane Bah,,,,,,,,,,,0,51,50,49,50,3,8,2,7,4,5,5,4,2,2,0,1,0,2
Waleed Shahid,,,,,,,,,,,,0,50,48,49,4,11,4,8,6,6,5,6,3,3,0,1,1,2
Hamdi Soysal,,,,,,,,,,,,,0,50,49,4,11,5,9,5,7,6,6,3,4,1,2,2,2
Sherrie Cohen,,,,,,,,,,,,,,0,49,2,9,4,8,4,6,5,4,2,4,0,1,1,2
William Leopold,,,,,,,,,,,,,,,0,4,10,4,9,5,6,7,6,3,4,1,2,1,2
Cindy Bass,,,,,,,,,,,,,,,,2,30,28,27,20,19,18,19,20,17,18,16,16,2
Malcolm Kenyatta,,,,,,,,,,,,,,,,,0,27,30,19,21,19,21,19,16,18,16,17,2
Katherine J Gilmore,,,,,,,,,,,,,,,,,,0,24,16,17,17,17,17,16,18,16,16,2
