col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Mark B Cohen,Val Arkoosh,Mike Stack,Elaine Tomlin,Henry Albert,Linda A Fields,Louis Farinella,Charles Quann,Melissa Robbins,Bev Hahn,W Gerard Oleksiak,All
Eugene A Depasquale,186,"2,217","1,487","1,383","1,332","1,307","1,276","1,138","1,023","1,007","1,018","1,002",945,843,826,All
Allyson Y Schwartz,,341,678,"1,515",763,"1,457","1,407","1,252",448,460,"1,132","1,131",425,347,937,All
Michael J Rahming,,,112,483,"1,177",478,381,360,"1,056",964,311,300,926,880,181,All
Betsy May Kilkenny,,,,45,462,"1,320","1,116","1,150",272,261,"1,041","1,053",252,181,884,All
Mark B Cohen,,,,,37,421,546,439,"1,139","1,061",367,344,"1,009",936,226,All
Val Arkoosh,,,,,,28,"1,044","1,062",242,230,"1,007",999,206,154,855,All
Mike Stack,,,,,,,27,"1,117",300,339,997,982,311,246,881,All
Elaine Tomlin,,,,,,,,3,271,272,"1,021","1,020",258,186,860,All
Henry Albert,,,,,,,,,5,"1,005",217,201,964,915,128,All
Linda A Fields,,,,,,,,,,1,203,192,979,932,138,All
Louis Farinella,,,,,,,,,,,7,974,183,144,815,All
Charles Quann,,,,,,,,,,,,2,181,118,839,All
Melissa Robbins,,,,,,,,,,,,,3,926,131,All
Bev Hahn,,,,,,,,,,,,,,2,97,All
W Gerard Oleksiak,,,,,,,,,,,,,,,1,All
Total,"3,627","2,984","1,890","1,725","1,706","1,620","1,580","1,363","1,268","1,236","1,228","1,213","1,167","1,051","1,001",All
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,1
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Betsy May Kilkenny,Val Arkoosh,Henry Albert,Linda A Fields,Mike Stack,Charles Quann,Melissa Robbins,Elaine Tomlin,Bev Hahn,Louis Farinella,W Gerard Oleksiak,1
Eugene A Depasquale,6,62,52,34,37,37,27,28,30,29,23,27,21,26,23,1
Allyson Y Schwartz,,8,19,14,40,35,9,10,32,30,7,28,6,28,24,1
Michael J Rahming,,,4,33,13,12,32,32,8,8,28,8,25,8,4,1
Mark B Cohen,,,,0,6,6,35,33,11,6,28,7,26,5,3,1
Betsy May Kilkenny,,,,,1,32,3,5,26,29,4,27,3,26,22,1
Val Arkoosh,,,,,,4,2,3,23,26,1,20,1,24,22,1
Henry Albert,,,,,,,0,35,8,3,30,5,28,3,2,1
Linda A Fields,,,,,,,,0,8,5,30,7,27,5,4,1
Mike Stack,,,,,,,,,0,24,3,25,4,23,20,1
Charles Quann,,,,,,,,,,0,4,25,2,25,23,1
Melissa Robbins,,,,,,,,,,,0,6,28,3,3,1
Elaine Tomlin,,,,,,,,,,,,0,5,25,20,1
Bev Hahn,,,,,,,,,,,,,0,3,3,1
Louis Farinella,,,,,,,,,,,,,,0,20,1
W Gerard Oleksiak,,,,,,,,,,,,,,,0,1
Total,115,77,68,46,45,45,37,37,35,34,33,31,30,29,25,1
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,2
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Val Arkoosh,Betsy May Kilkenny,Mike Stack,Elaine Tomlin,Henry Albert,Louis Farinella,Charles Quann,Linda A Fields,Melissa Robbins,W Gerard Oleksiak,Bev Hahn,2
Eugene A Depasquale,1,56,56,43,41,39,38,35,35,32,31,31,29,26,27,2
Allyson Y Schwartz,,7,23,19,45,43,39,35,8,32,33,8,11,29,7,2
Michael J Rahming,,,3,39,20,17,14,11,35,10,10,31,27,5,26,2
Mark B Cohen,,,,0,12,11,16,15,39,14,12,34,27,5,27,2
Val Arkoosh,,,,,0,42,34,34,4,30,29,3,4,26,4,2
Betsy May Kilkenny,,,,,,1,33,32,2,29,30,1,5,27,2,2
Mike Stack,,,,,,,1,36,9,33,31,6,9,30,7,2
Elaine Tomlin,,,,,,,,0,7,36,34,4,7,27,5,2
Henry Albert,,,,,,,,,0,7,6,32,25,3,26,2
Louis Farinella,,,,,,,,,,0,34,5,6,27,5,2
Charles Quann,,,,,,,,,,,0,4,6,29,4,2
Linda A Fields,,,,,,,,,,,,0,26,2,25,2
Melissa Robbins,,,,,,,,,,,,,0,3,24,2
W Gerard Oleksiak,,,,,,,,,,,,,,0,3,2
Bev Hahn,,,,,,,,,,,,,,,0,2
Total,106,74,66,52,50,49,47,43,40,39,38,36,32,31,30,2
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,3
,Eugene A Depasquale,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Val Arkoosh,Mark B Cohen,Henry Albert,Elaine Tomlin,Melissa Robbins,Linda A Fields,Bev Hahn,Mike Stack,Louis Farinella,Charles Quann,W Gerard Oleksiak,3
Eugene A Depasquale,4,49,39,34,32,30,30,27,24,21,21,22,19,17,16,3
Allyson Y Schwartz,,2,36,20,33,20,16,25,11,11,11,22,20,19,16,3
Betsy May Kilkenny,,,1,18,34,16,16,25,10,7,10,19,19,18,16,3
Michael J Rahming,,,,2,16,23,24,11,22,20,18,9,8,9,6,3
Val Arkoosh,,,,,1,13,12,22,7,5,6,17,18,18,15,3
Mark B Cohen,,,,,,1,27,16,23,21,19,15,8,9,7,3
Henry Albert,,,,,,,0,15,25,21,22,11,6,6,6,3
Elaine Tomlin,,,,,,,,0,8,6,9,22,17,16,15,3
Melissa Robbins,,,,,,,,,1,21,19,6,1,3,4,3
Linda A Fields,,,,,,,,,,1,19,7,3,3,2,3
Bev Hahn,,,,,,,,,,,0,8,4,4,4,3
Mike Stack,,,,,,,,,,,,0,15,14,12,3
Louis Farinella,,,,,,,,,,,,,0,15,11,3
Charles Quann,,,,,,,,,,,,,,0,13,3
W Gerard Oleksiak,,,,,,,,,,,,,,,0,3
Total,74,54,43,40,37,35,33,29,28,25,24,24,21,20,19,3
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,4
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Mark B Cohen,Val Arkoosh,Melissa Robbins,Henry Albert,Linda A Fields,Mike Stack,Elaine Tomlin,Charles Quann,Bev Hahn,Louis Farinella,W Gerard Oleksiak,4
Eugene A Depasquale,5,47,29,31,21,26,19,18,18,23,23,21,15,19,17,4
Allyson Y Schwartz,,8,15,28,10,29,10,7,9,21,24,23,4,21,19,4
Michael J Rahming,,,2,13,24,13,22,23,20,8,10,6,19,7,4,4
Betsy May Kilkenny,,,,0,9,25,7,6,7,22,22,21,5,20,18,4
Mark B Cohen,,,,,1,4,25,24,24,6,8,6,22,5,2,4
Val Arkoosh,,,,,,0,5,3,4,19,20,20,1,19,17,4
Melissa Robbins,,,,,,,0,24,23,5,8,5,22,6,3,4
Henry Albert,,,,,,,,0,22,4,6,2,21,5,3,4
Linda A Fields,,,,,,,,,0,6,7,4,21,5,3,4
Mike Stack,,,,,,,,,,1,21,20,4,18,16,4
