col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 195th District - Democrat,,,,Attorney General - Democrat,,,All
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Donna Bullock,"1,118",0,0,0,"7,158","2,758","1,062",All
Jimmie Moore,,208,0,0,"1,043",384,107,All
Jamar Izzo Izzard,,,124,0,745,533,170,All
Donnell L Jones,,,,6,3,0,1,All
Josh Shapiro,,,,,740,0,0,All
Stephen A Zappala Jr,,,,,,299,0,All
John Morganelli,,,,,,,114,All
Total,"12,096","1,742","1,572",10,"9,689","3,974","1,454",All
