col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Isabella Fitzgerald,Allyson Y Schwartz,Betsy May Kilkenny,Elaine Tomlin,Val Arkoosh,Michael J Rahming,Charles Quann,Mike Stack,Louis Farinella,Mark B Cohen,W Gerard Oleksiak,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,All
Isabella Fitzgerald,268,"2,776","1,857","1,864","1,736","1,608","1,373","1,271","1,260","1,234","1,117",914,915,823,677,All
Allyson Y Schwartz,,164,"1,835","1,494","1,791",804,"1,409","1,325","1,324",668,"1,161",394,432,392,292,All
Betsy May Kilkenny,,,28,"1,322","1,666",617,"1,282","1,171","1,225",455,"1,098",279,276,245,159,All
Elaine Tomlin,,,,14,"1,271",439,"1,306","1,217","1,230",474,"1,115",265,295,259,178,All
Val Arkoosh,,,,,24,619,"1,250","1,135","1,218",410,"1,083",243,256,217,164,All
Michael J Rahming,,,,,,81,412,335,350,970,243,817,766,730,661,All
Charles Quann,,,,,,,4,"1,148","1,225",419,"1,100",239,275,233,152,All
Mike Stack,,,,,,,,5,"1,112",385,"1,089",213,268,237,162,All
Louis Farinella,,,,,,,,,36,358,"1,066",191,195,155,109,All
Mark B Cohen,,,,,,,,,,29,257,877,829,782,689,All
W Gerard Oleksiak,,,,,,,,,,,0,128,166,139,97,All
Henry Albert,,,,,,,,,,,,4,776,728,668,All
Linda A Fields,,,,,,,,,,,,,3,755,694,All
Melissa Robbins,,,,,,,,,,,,,,2,683,All
Bev Hahn,,,,,,,,,,,,,,,1,All
Total,"4,894","3,250","2,135","2,070","2,000","1,861","1,558","1,467","1,464","1,453","1,256","1,047","1,039",946,783,All
