col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Cathy Brady,Peter Cutty,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Ryan N Boyer,Angel Cruz,Maria Quinones Sanchez,Ted Kirsch,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,All
Thaddeus Kirkland,9,19,5,14,4,13,13,13,12,11,11,12,2,2,1,1,All
Blake Rutherford,,0,5,14,5,14,13,14,11,11,11,11,2,2,1,1,All
H Douglass Brown,,,4,4,12,4,4,4,2,4,1,2,11,11,9,9,All
Cathy Brady,,,,0,3,13,14,13,11,10,11,11,2,2,1,1,All
Peter Cutty,,,,,2,3,3,3,2,3,0,1,9,9,8,8,All
Anne Wakabayashi,,,,,,0,12,14,10,11,10,10,2,2,1,1,All
Jennifer Lentz,,,,,,,0,12,10,9,10,10,2,2,1,1,All
Leanne Krueger Braneky,,,,,,,,0,10,11,10,10,2,2,1,1,All
Ryan N Boyer,,,,,,,,,1,10,9,10,1,1,1,1,All
Angel Cruz,,,,,,,,,,0,9,9,2,2,2,2,All
Maria Quinones Sanchez,,,,,,,,,,,1,10,0,0,0,0,All
Ted Kirsch,,,,,,,,,,,,0,1,1,1,1,All
Amanda Mcillmurray,,,,,,,,,,,,,0,11,9,9,All
Kat Richter,,,,,,,,,,,,,,0,9,9,All
Jacob Adeniran,,,,,,,,,,,,,,,0,8,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,All
Total,29,21,19,15,15,14,14,14,13,12,12,12,11,11,9,9,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,12
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Cathy Brady,Peter Cutty,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Ryan N Boyer,Angel Cruz,Maria Quinones Sanchez,Ted Kirsch,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,12
Thaddeus Kirkland,9,19,5,14,4,13,13,13,12,11,11,12,2,2,1,1,12
Blake Rutherford,,0,5,14,5,14,13,14,11,11,11,11,2,2,1,1,12
H Douglass Brown,,,4,4,12,4,4,4,2,4,1,2,11,11,9,9,12
Cathy Brady,,,,0,3,13,14,13,11,10,11,11,2,2,1,1,12
Peter Cutty,,,,,2,3,3,3,2,3,0,1,9,9,8,8,12
Anne Wakabayashi,,,,,,0,12,14,10,11,10,10,2,2,1,1,12
Jennifer Lentz,,,,,,,0,12,10,9,10,10,2,2,1,1,12
Leanne Krueger Braneky,,,,,,,,0,10,11,10,10,2,2,1,1,12
Ryan N Boyer,,,,,,,,,1,10,9,10,1,1,1,1,12
Angel Cruz,,,,,,,,,,0,9,9,2,2,2,2,12
Maria Quinones Sanchez,,,,,,,,,,,1,10,0,0,0,0,12
Ted Kirsch,,,,,,,,,,,,0,1,1,1,1,12
Amanda Mcillmurray,,,,,,,,,,,,,0,11,9,9,12
Kat Richter,,,,,,,,,,,,,,0,9,9,12
Jacob Adeniran,,,,,,,,,,,,,,,0,8,12
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,12
Total,29,21,19,15,15,14,14,14,13,12,12,12,11,11,9,9,12
