col_1,col_2,col_3,division
,State Treasurer - Democrat,Representative In The General Assembly 172nd District - Democrat,All
,Joe Torsella,Kevin J Boyle,All
Joe Torsella,203,874,All
Kevin J Boyle,,197,All
Total,"1,077","1,071",All
,Representative In The General Assembly 172nd District - Democrat,State Treasurer - Democrat,1
,Kevin J Boyle,Joe Torsella,1
Kevin J Boyle,26,97,1
Joe Torsella,,23,1
Total,123,120,1
,Representative In The General Assembly 172nd District - Democrat,State Treasurer - Democrat,3
,Kevin J Boyle,Joe Torsella,3
Kevin J Boyle,8,73,3
Joe Torsella,,5,3
Total,81,78,3
,Representative In The General Assembly 172nd District - Democrat,State Treasurer - Democrat,4
,Kevin J Boyle,Joe Torsella,4
Kevin J Boyle,21,66,4
Joe Torsella,,15,4
Total,87,81,4
,Representative In The General Assembly 172nd District - Democrat,State Treasurer - Democrat,8
,Kevin J Boyle,Joe Torsella,8
Kevin J Boyle,37,162,8
Joe Torsella,,19,8
Total,199,181,8
,Representative In The General Assembly 172nd District - Democrat,State Treasurer - Democrat,9
,Kevin J Boyle,Joe Torsella,9
Kevin J Boyle,11,57,9
Joe Torsella,,8,9
Total,68,65,9
,State Treasurer - Democrat,Representative In The General Assembly 172nd District - Democrat,13
,Joe Torsella,Kevin J Boyle,13
Joe Torsella,21,62,13
Kevin J Boyle,,11,13
Total,83,73,13
,State Treasurer - Democrat,Representative In The General Assembly 172nd District - Democrat,14
,Joe Torsella,Kevin J Boyle,14
Joe Torsella,16,58,14
Kevin J Boyle,,13,14
Total,74,71,14
,State Treasurer - Democrat,Representative In The General Assembly 172nd District - Democrat,15
,Joe Torsella,Kevin J Boyle,15
Joe Torsella,17,65,15
Kevin J Boyle,,17,15
Total,82,82,15
,Representative In The General Assembly 172nd District - Democrat,State Treasurer - Democrat,32
,Kevin J Boyle,Joe Torsella,32
Kevin J Boyle,16,54,32
Joe Torsella,,12,32
Total,70,66,32
,State Treasurer - Democrat,Representative In The General Assembly 172nd District - Democrat,33
,Joe Torsella,Kevin J Boyle,33
Joe Torsella,20,76,33
Kevin J Boyle,,13,33
Total,96,89,33
,State Treasurer - Democrat,Representative In The General Assembly 172nd District - Democrat,34
,Joe Torsella,Kevin J Boyle,34
Joe Torsella,18,61,34
Kevin J Boyle,,18,34
Total,79,79,34
,State Treasurer - Democrat,Representative In The General Assembly 172nd District - Democrat,40
,Joe Torsella,Kevin J Boyle,40
Joe Torsella,29,43,40
Kevin J Boyle,,6,40
Total,72,49,40
