col_1,col_2,col_3,col_4,col_5,division
,Auditor General - Democrat,President Of The United States - Democrat,,,All
,Eugene A Depasquale,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,All
Eugene A Depasquale,31,"2,182","1,147",12,All
Hillary Clinton,,"1,076",0,0,All
Bernie Sanders,,,514,0,All
Roque Rocky De La Fuente,,,,4,All
Total,"3,372","3,258","1,661",16,All
,Auditor General - Democrat,President Of The United States - Democrat,,,1
,Eugene A Depasquale,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,1
Eugene A Depasquale,1,102,41,0,1
Hillary Clinton,,27,0,0,1
Bernie Sanders,,,12,0,1
Roque Rocky De La Fuente,,,,0,1
Total,144,129,53,0,1
,Auditor General - Democrat,President Of The United States - Democrat,,,2
,Eugene A Depasquale,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,2
Eugene A Depasquale,1,178,64,0,2
Hillary Clinton,,62,0,0,2
Bernie Sanders,,,26,0,2
Roque Rocky De La Fuente,,,,0,2
Total,243,240,90,0,2
,President Of The United States - Democrat,,,Auditor General - Democrat,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,3
Hillary Clinton,84,0,0,154,3
Bernie Sanders,,30,0,56,3
Roque Rocky De La Fuente,,,1,1,3
Eugene A Depasquale,,,,5,3
Total,238,86,2,216,3
,President Of The United States - Democrat,,,Auditor General - Democrat,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,4
Hillary Clinton,68,0,0,101,4
Bernie Sanders,,28,0,27,4
Roque Rocky De La Fuente,,,1,0,4
Eugene A Depasquale,,,,0,4
Total,169,55,1,128,4
,President Of The United States - Democrat,,,Auditor General - Democrat,5
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,5
Hillary Clinton,50,0,0,128,5
Bernie Sanders,,12,0,20,5
Roque Rocky De La Fuente,,,0,0,5
Eugene A Depasquale,,,,1,5
Total,178,32,0,149,5
,President Of The United States - Democrat,,,Auditor General - Democrat,6
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,6
Hillary Clinton,84,0,0,138,6
Bernie Sanders,,14,0,41,6
Roque Rocky De La Fuente,,,0,0,6
Eugene A Depasquale,,,,0,6
Total,222,55,0,179,6
,President Of The United States - Democrat,,,Auditor General - Democrat,7
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,7
Hillary Clinton,110,0,0,96,7
Bernie Sanders,,21,0,44,7
Roque Rocky De La Fuente,,,0,1,7
Eugene A Depasquale,,,,3,7
Total,206,65,1,144,7
,President Of The United States - Democrat,,,Auditor General - Democrat,8
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,8
Hillary Clinton,95,0,0,109,8
Bernie Sanders,,18,0,26,8
Roque Rocky De La Fuente,,,0,1,8
Eugene A Depasquale,,,,0,8
Total,204,44,1,136,8
,Auditor General - Democrat,President Of The United States - Democrat,,,9
,Eugene A Depasquale,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,9
Eugene A Depasquale,3,119,70,0,9
Hillary Clinton,,56,0,0,9
Bernie Sanders,,,38,0,9
Roque Rocky De La Fuente,,,,0,9
Total,192,175,108,0,9
,President Of The United States - Democrat,,,Auditor General - Democrat,10
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,10
Hillary Clinton,81,0,0,102,10
Bernie Sanders,,29,0,50,10
Roque Rocky De La Fuente,,,1,0,10
Eugene A Depasquale,,,,3,10
Total,183,79,1,155,10
,Auditor General - Democrat,President Of The United States - Democrat,,,11
,Eugene A Depasquale,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,11
Eugene A Depasquale,0,126,44,0,11
Hillary Clinton,,27,0,0,11
Bernie Sanders,,,23,0,11
Roque Rocky De La Fuente,,,,0,11
Total,170,153,67,0,11
,Auditor General - Democrat,President Of The United States - Democrat,,,12
,Eugene A Depasquale,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,12
Eugene A Depasquale,2,47,40,2,12
Bernie Sanders,,17,0,0,12
Hillary Clinton,,,11,0,12
Roque Rocky De La Fuente,,,,0,12
Total,91,64,51,2,12
,Auditor General - Democrat,President Of The United States - Democrat,,,13
,Eugene A Depasquale,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,13
Eugene A Depasquale,4,124,64,0,13
Hillary Clinton,,44,0,0,13
Bernie Sanders,,,28,0,13
Roque Rocky De La Fuente,,,,1,13
Total,192,168,92,1,13
,Auditor General - Democrat,President Of The United States - Democrat,,,14
,Eugene A Depasquale,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,14
Eugene A Depasquale,1,90,75,1,14
Bernie Sanders,,36,0,0,14
Hillary Clinton,,,30,0,14
Roque Rocky De La Fuente,,,,0,14
Total,167,126,105,1,14
,Auditor General - Democrat,President Of The United States - Democrat,,,15
,Eugene A Depasquale,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,15
Eugene A Depasquale,0,116,68,0,15
Bernie Sanders,,34,0,0,15
Hillary Clinton,,,18,0,15
Roque Rocky De La Fuente,,,,0,15
Total,184,150,86,0,15
,Auditor General - Democrat,President Of The United States - Democrat,,,16
,Eugene A Depasquale,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,16
Eugene A Depasquale,2,73,72,0,16
Bernie Sanders,,40,0,0,16
Hillary Clinton,,,41,0,16
Roque Rocky De La Fuente,,,,0,16
Total,147,113,113,0,16
,Auditor General - Democrat,President Of The United States - Democrat,,,17
,Eugene A Depasquale,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,17
Eugene A Depasquale,1,78,63,1,17
Hillary Clinton,,43,0,0,17
Bernie Sanders,,,31,0,17
Roque Rocky De La Fuente,,,,0,17
Total,143,121,94,1,17
,Auditor General - Democrat,President Of The United States - Democrat,,,18
,Eugene A Depasquale,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,18
Eugene A Depasquale,3,109,76,2,18
Hillary Clinton,,42,0,0,18
Bernie Sanders,,,30,0,18
Roque Rocky De La Fuente,,,,0,18
Total,190,151,106,2,18
,President Of The United States - Democrat,,,Auditor General - Democrat,19
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,19
Hillary Clinton,36,0,0,71,19
Bernie Sanders,,13,0,34,19
Roque Rocky De La Fuente,,,0,0,19
Eugene A Depasquale,,,,0,19
Total,107,47,0,105,19
,Auditor General - Democrat,President Of The United States - Democrat,,,20
,Eugene A Depasquale,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,20
Eugene A Depasquale,0,63,38,3,20
Bernie Sanders,,20,0,0,20
Hillary Clinton,,,14,0,20
Roque Rocky De La Fuente,,,,0,20
Total,104,83,52,3,20
,President Of The United States - Democrat,,,Auditor General - Democrat,21
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Eugene A Depasquale,21
Hillary Clinton,53,0,0,154,21
Bernie Sanders,,14,0,38,21
Roque Rocky De La Fuente,,,0,0,21
Eugene A Depasquale,,,,1,21
Total,207,52,0,193,21
