col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,President Of The United States - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Morgan Cephas,Steven Jones,Lynwood W Savage,Edwin Santana,Jess Johnson,All
Hillary Clinton,"1,835",0,0,"5,122","2,559","1,850","1,212",660,All
Bernie Sanders,,707,0,"2,236",975,579,881,442,All
Roque Rocky De La Fuente,,,5,12,6,6,1,6,All
Morgan Cephas,,,,73,0,0,0,0,All
Steven Jones,,,,,41,0,0,0,All
Lynwood W Savage,,,,,,34,0,0,All
Edwin Santana,,,,,,,30,0,All
Jess Johnson,,,,,,,,19,All
Total,"13,238","5,820",36,"7,443","3,581","2,469","2,124","1,127",All
