col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Auditor General - Republican,Delegate To The Republican National Convention 13th District,,,,,,,All
,John Brown,Gilbert Cox,Tom Ellis,Michael J Mcmonagle,Lauren E Casper,Shannon Oscar,Alan Apt,Pam Levy,All
John Brown,"1,607","4,000","3,413","3,678","3,201","3,685","2,659","2,519",All
Gilbert Cox,,91,"2,878",845,"2,832","1,375","1,154",577,All
Tom Ellis,,,143,"1,415","2,946",509,376,677,All
Michael J Mcmonagle,,,,606,"1,054","1,022",490,"1,042",All
Lauren E Casper,,,,,80,776,285,554,All
Shannon Oscar,,,,,,108,"1,812","1,412",All
Alan Apt,,,,,,,66,880,All
Pam Levy,,,,,,,,100,All
Total,"11,734","5,526","5,098","4,877","4,666","4,393","3,120","3,107",All
