col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Cathy Brady,Ryan N Boyer,Angel Cruz,Ted Kirsch,All
Bernie Sanders,249,0,0,"1,729","1,541","1,490","1,420","1,386","1,342",275,206,269,240,243,191,177,189,186,157,All
Hillary Clinton,,236,0,121,115,88,68,59,38,934,795,684,713,664,663,666,642,628,630,All
Roque Rocky De La Fuente,,,14,1,2,2,2,1,3,2,2,1,0,2,1,1,2,1,2,All
H Douglass Brown,,,,1,"1,518","1,460","1,392","1,345","1,323",276,220,242,242,237,187,161,181,171,140,All
Peter Cutty,,,,,2,"1,407","1,346","1,317","1,301",276,224,242,242,238,187,159,185,176,149,All
Amanda Mcillmurray,,,,,,1,"1,418","1,372","1,326",245,187,248,241,253,187,169,175,178,143,All
Kat Richter,,,,,,,0,"1,328","1,297",215,169,236,216,225,178,149,161,170,137,All
Katherine Hunter Snyder,,,,,,,,0,"1,269",188,151,235,207,196,153,145,147,153,132,All
Jacob Adeniran,,,,,,,,,0,183,139,207,188,193,149,116,142,142,116,All
Thaddeus Kirkland,,,,,,,,,,2,867,743,801,753,731,714,733,688,677,All
Blake Rutherford,,,,,,,,,,,0,676,733,690,664,675,694,648,646,All
Maria Quinones Sanchez,,,,,,,,,,,,0,749,721,718,691,680,699,688,All
Anne Wakabayashi,,,,,,,,,,,,,0,753,741,724,715,684,668,All
Jennifer Lentz,,,,,,,,,,,,,,0,697,709,682,674,668,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,1,696,656,649,660,All
Cathy Brady,,,,,,,,,,,,,,,,0,674,665,659,All
Ryan N Boyer,,,,,,,,,,,,,,,,,0,642,639,All
Angel Cruz,,,,,,,,,,,,,,,,,,0,653,All
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,All
Total,"2,223","1,362",18,"1,854","1,661","1,582","1,491","1,448","1,384","1,218","1,009",958,956,912,860,849,836,819,793,All
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Maria Quinones Sanchez,Anne Wakabayashi,Angel Cruz,Jennifer Lentz,Blake Rutherford,Ryan N Boyer,Cathy Brady,Leanne Krueger Braneky,Ted Kirsch,1
Bernie Sanders,13,0,0,129,117,115,112,106,104,25,23,16,21,19,12,14,12,9,9,1
Hillary Clinton,,14,0,12,5,4,3,3,2,43,35,38,29,30,34,32,32,35,32,1
Roque Rocky De La Fuente,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H Douglass Brown,,,,0,117,112,108,102,105,22,22,18,21,17,12,15,11,10,10,1
Peter Cutty,,,,,0,108,105,99,100,22,21,17,20,18,11,15,10,9,9,1
Amanda Mcillmurray,,,,,,0,110,105,106,23,24,20,23,21,14,14,13,12,11,1
Kat Richter,,,,,,,0,102,100,20,20,16,18,17,12,12,12,9,8,1
Katherine Hunter Snyder,,,,,,,,0,97,17,20,16,17,15,11,13,11,7,7,1
Jacob Adeniran,,,,,,,,,0,16,19,15,18,16,8,11,9,9,9,1
Thaddeus Kirkland,,,,,,,,,,0,44,43,39,41,39,38,38,36,35,1
Maria Quinones Sanchez,,,,,,,,,,,0,39,42,36,29,37,36,35,32,1
Anne Wakabayashi,,,,,,,,,,,,0,38,36,36,36,33,35,32,1
Angel Cruz,,,,,,,,,,,,,0,36,32,35,31,34,35,1
Jennifer Lentz,,,,,,,,,,,,,,0,30,33,32,32,30,1
Blake Rutherford,,,,,,,,,,,,,,,0,30,30,30,30,1
Ryan N Boyer,,,,,,,,,,,,,,,,0,33,29,30,1
Cathy Brady,,,,,,,,,,,,,,,,,0,33,31,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,,,,0,32,1
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,1
Total,154,75,1,141,122,119,115,109,106,68,58,54,50,49,46,46,44,44,41,1
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,Angel Cruz,Blake Rutherford,Maria Quinones Sanchez,H Douglass Brown,Anne Wakabayashi,Cathy Brady,Leanne Krueger Braneky,Ryan N Boyer,Jennifer Lentz,Peter Cutty,Amanda Mcillmurray,Jacob Adeniran,Kat Richter,Ted Kirsch,Katherine Hunter Snyder,2
Hillary Clinton,16,0,0,29,19,19,17,5,16,17,15,15,14,3,1,1,2,12,0,2
Bernie Sanders,,4,0,0,1,1,3,13,1,0,0,0,0,10,11,11,10,0,11,2
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Thaddeus Kirkland,,,,0,17,19,14,4,16,15,15,15,14,3,1,1,2,12,0,2
Angel Cruz,,,,,0,15,17,4,16,14,15,15,14,3,2,2,3,12,1,2
