col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 184th District,Attorney General,,All
,William F Keller,Josh Shapiro,John Rafferty,All
William F Keller,8,473,28,All
Josh Shapiro,,9,0,All
John Rafferty,,,69,All
Total,509,482,97,All
,Representative In The General Assembly 184th District,Attorney General,,14
,William F Keller,Josh Shapiro,John Rafferty,14
William F Keller,3,222,12,14
Josh Shapiro,,6,0,14
John Rafferty,,,29,14
Total,237,228,41,14
,Representative In The General Assembly 184th District,Attorney General,,20
,William F Keller,Josh Shapiro,John Rafferty,20
William F Keller,5,251,16,20
Josh Shapiro,,3,0,20
John Rafferty,,,40,20
Total,272,254,56,20
