col_1,col_2,col_3,division
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,All
,Brendan F Boyle,Isabella Fitzgerald,All
Brendan F Boyle,118,"6,923",All
Isabella Fitzgerald,,71,All
Total,"7,041","6,994",All
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,4
,Brendan F Boyle,Isabella Fitzgerald,4
Brendan F Boyle,4,328,4
Isabella Fitzgerald,,2,4
Total,332,330,4
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,5
,Brendan F Boyle,Isabella Fitzgerald,5
Brendan F Boyle,8,331,5
Isabella Fitzgerald,,7,5
Total,339,338,5
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,8
,Brendan F Boyle,Isabella Fitzgerald,8
Brendan F Boyle,2,391,8
Isabella Fitzgerald,,0,8
Total,393,391,8
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,9
,Isabella Fitzgerald,Brendan F Boyle,9
Isabella Fitzgerald,9,422,9
Brendan F Boyle,,4,9
Total,431,426,9
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,10
,Brendan F Boyle,Isabella Fitzgerald,10
Brendan F Boyle,7,457,10
Isabella Fitzgerald,,4,10
Total,464,461,10
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,11
,Brendan F Boyle,Isabella Fitzgerald,11
Brendan F Boyle,11,366,11
Isabella Fitzgerald,,2,11
Total,377,368,11
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,12
,Brendan F Boyle,Isabella Fitzgerald,12
Brendan F Boyle,3,372,12
Isabella Fitzgerald,,3,12
Total,375,375,12
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,13
,Brendan F Boyle,Isabella Fitzgerald,13
Brendan F Boyle,5,416,13
Isabella Fitzgerald,,3,13
Total,421,419,13
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,14
,Brendan F Boyle,Isabella Fitzgerald,14
Brendan F Boyle,10,383,14
Isabella Fitzgerald,,3,14
Total,393,386,14
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,15
,Brendan F Boyle,Isabella Fitzgerald,15
Brendan F Boyle,19,341,15
Isabella Fitzgerald,,1,15
Total,360,342,15
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,16
,Isabella Fitzgerald,Brendan F Boyle,16
Isabella Fitzgerald,5,376,16
Brendan F Boyle,,4,16
Total,381,380,16
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,18
,Brendan F Boyle,Isabella Fitzgerald,18
Brendan F Boyle,8,424,18
Isabella Fitzgerald,,6,18
Total,432,430,18
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,19
,Brendan F Boyle,Isabella Fitzgerald,19
Brendan F Boyle,5,388,19
Isabella Fitzgerald,,4,19
Total,393,392,19
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,20
,Isabella Fitzgerald,Brendan F Boyle,20
Isabella Fitzgerald,7,363,20
Brendan F Boyle,,6,20
Total,370,369,20
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,25
,Brendan F Boyle,Isabella Fitzgerald,25
Brendan F Boyle,6,381,25
Isabella Fitzgerald,,2,25
Total,387,383,25
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,26
,Brendan F Boyle,Isabella Fitzgerald,26
Brendan F Boyle,5,368,26
Isabella Fitzgerald,,4,26
Total,373,372,26
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,27
,Brendan F Boyle,Isabella Fitzgerald,27
Brendan F Boyle,6,409,27
Isabella Fitzgerald,,5,27
Total,415,414,27
,Representative In Congress 13th District,Representative In The General Assembly 203rd District,28
,Brendan F Boyle,Isabella Fitzgerald,28
Brendan F Boyle,5,407,28
Isabella Fitzgerald,,4,28
Total,412,411,28
